,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
0,0,26,28.61709822584449,5.650273839187962,15.192307692307692,393.7692307692308,-1.4581509140126125,2,66.998417721519,0.9695249738563037,0.9677589090321563,1.5141597442712493
2,2,11,13.902717934821148,1.0462310041566423,46.18181818181818,20.0,-1.1415769624446128,6,34.6860294117647,0.8920663024612983,0.7832790915568129,1.9280486727817059
3,3,13,18.885624430325237,1.6485767380737693,48.61538461538461,272.0769230769231,-0.8725018417090985,7,38.46605042016808,0.9669687669964698,0.9574924449758403,1.35688794694244
4,4,43,49.94677156426983,3.5744949422928314,77.0,411.93023255813955,0.11141253137292409,12,39.43630252100837,0.986769933099287,0.9166750041564907,3.9842483154433435
5,5,18,22.92699549324473,1.4167563800421372,66.5,221.22222222222223,-0.439948911537128,13,42.47412189517451,0.8777893248506214,0.913297608693619,2.087438251407344
7,7,52,61.21003465151566,2.116503473735503,92.73076923076923,333.5,-1.3742794296933296,19,86.99842921784101,0.9492159217297185,0.6798439919413954,6.569708809974497
8,8,61,61.01120759837444,7.408071544420029,117.32786885245902,427.75409836065575,-1.541235898842052,22,29.46319327731091,0.9177789218066085,0.794920380390903,6.528843693371432
9,9,24,34.238709884241274,1.6464341659352473,155.5,450.25,-0.629705215264857,29,38.66126050420169,0.8043352438293084,0.771716820143949,2.953026095582099
12,12,29,33.58931142256843,1.342885870844444,169.68965517241378,52.0,-1.4851538094412156,36,63.43812233285921,0.963050693566535,0.921625020805077,3.9750635111683015
14,14,23,32.701153852981165,1.7914256531602228,221.34782608695653,309.8695652173913,-0.9064357107954192,42,45.71008403361345,0.9406596373290901,0.9095236341961264,3.4581507967549765
15,15,27,38.336604555321294,1.2307021216071519,225.0,120.22222222222223,-0.7463414927495463,43,40.035462184873936,0.9750835502762819,0.8633099983572614,4.020873696579681
16,16,16,18.670978537464023,1.069841321672435,229.5,79.875,0.15803116680386295,46,29.126849894291766,0.9426478744485105,0.9620223802700449,2.7875578470243942
17,17,13,18.953262134690807,1.1377893095240672,231.0,70.07692307692308,-0.6619465543461771,47,30.13506838905774,0.9639505260005956,0.9587055124245207,2.7956851241810425
19,19,35,41.02350791999341,1.8314603238480116,274.51428571428573,287.0,-1.3957716796005923,57,79.80992907801424,0.9961329027997826,0.9634793227762596,2.925283139441214
20,20,19,21.919861280548716,1.2833959888576547,281.8421052631579,171.0,1.5391192436959344,59,25.466218487394958,0.9577554302886999,0.7843027099881725,2.183175739991089
21,21,22,28.303726717801116,1.0236279668951231,296.5,80.54545454545455,-0.4590858652083524,61,37.46100840336134,0.9762529885781025,0.8627090135417137,3.4860568922086097
22,22,34,40.84109226804563,1.2019270858773614,303.29411764705884,297.5,1.289988210105298,64,63.488067226890784,0.9601065277413608,0.5075170880528286,3.502911528022527
24,24,19,22.990856060570714,1.3302511315661254,320.0,6.105263157894737,-0.3085403652257331,66,28.129579831932766,0.9575609573981579,0.88600459651212,
25,25,26,34.561410160454194,1.7183465026305047,321.84615384615387,279.46153846153845,1.0362192929463276,67,43.28252100840334,0.9892535230665527,0.9415379369196569,3.0441185041735146
26,26,22,29.480406850172773,2.2918811893949855,336.6818181818182,271.54545454545456,1.016041090081136,70,46.47932773109243,0.9936928095461328,0.9575680803544594,2.8521988392110305
28,28,23,32.5188041902671,2.0230154290987077,350.0,161.0,0.6178399090916025,74,40.13596638655461,0.9763466996004302,0.8849883753961612,3.262134793464367
29,29,20,31.53133247920816,0.784265315841752,354.5,215.15,-0.7505676077260827,75,47.7742857142857,0.97459853335445,0.9640598560119656,2.542862731740951
31,31,22,28.175495530270425,1.4057604232276,382.5,69.68181818181819,0.45006181805485196,84,42.31999999999999,0.9579117091070832,0.9760796829919733,3.758879784037201
34,34,32,36.93460504027824,0.8788916421566889,403.9375,476.5,1.5597934720721023,91,62.72464164569427,0.9645085341569299,0.9570547052130655,4.024233049523766
37,37,17,23.13970317057319,2.1884769350879885,420.8235294117647,363.29411764705884,0.6388103685837042,95,62.60912124582871,0.992383798766641,0.9815198163272987,3.222917114545514
42,42,32,46.24816257538734,1.242963555596722,448.5,150.1875,0.6461539419807819,100,55.56722689075633,0.9936266549716446,0.9284699937565035,4.729700408464233
44,44,28,32.494513304300504,5.305414351694714,462.5357142857143,466.82142857142856,-0.9766026992867528,105,67.2968671469257,0.9152764446729128,0.1612792701072916,1.796209385722033
46,46,33,38.88504962348323,1.4560362573562393,471.3030303030303,152.0,1.3677831435504424,107,70.63512605042015,0.9949964799457988,0.9280911172432523,4.150618943232733
47,47,9,13.357808976427528,0.9627897177630201,488.0,18.88888888888889,0.6891010634096524,108,20.39446793516561,0.8791374977996407,0.8913702119720872,2.2665036319169483
48,48,11,12.752181540197402,1.2701460248830811,498.0,98.9090909090909,-0.12786761018101286,110,17.085714285714285,0.9236373129133311,0.9090432286006029,2.262741244032498
