,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
0,0,10,13.839387304227103,1.3825190933935514,10.6,497.5,0.9760430786049157,2,33.344362745098046,0.9697839711494696,0.6874999999999983,2.0729089087338015,0.031,200.0,1410.0,0.0,0.0,170.0
2,2,28,32.58795804462838,1.4158327296241657,58.464285714285715,245.5,1.4402024370170206,10,43.429411764705904,0.9760437107559127,0.9110838530192564,3.024417549702444,0.031,200.0,1410.0,0.0,0.0,170.0
5,5,49,65.84769710117953,1.7567586294006952,92.0,75.46938775510205,0.5375359183112809,14,54.02487394957984,0.9363894610074872,0.8045700403316924,6.839067705231215,0.031,200.0,1410.0,0.0,0.0,170.0
7,7,29,38.95164903174836,1.3269190943693654,91.0,366.55172413793105,-0.5374811464514525,18,63.22100840336133,0.980015284910679,0.9742882475196589,3.3061337344859876,0.031,200.0,1410.0,0.0,0.0,170.0
9,9,39,45.351370171426964,2.3667865425602472,104.0,477.97435897435895,-0.12139722558202685,20,72.78436974789913,0.9496407934329263,0.9209103264941206,4.26357079694216,0.031,200.0,1410.0,0.0,0.0,170.0
11,11,42,51.81758438982669,2.077650791265471,111.47619047619048,147.14285714285714,-0.3694979211101461,24,172.3050000000002,0.9891285647299374,0.9861336270105713,4.548771810882342,0.031,200.0,1410.0,0.0,0.0,170.0
12,12,13,15.819210934629943,1.4679687563397825,124.0,178.6153846153846,-0.33129138099229355,31,59.19117647058828,0.9370666666666667,0.8265030187304778,1.7771511048001092,0.031,200.0,1410.0,0.0,0.0,170.0
13,13,27,31.155529667366345,1.0473927164671621,137.0,157.07407407407408,-0.0006111912928292736,34,50.95689655172411,0.9449287650077971,0.9515741045092807,2.399877600541757,0.031,200.0,1410.0,0.0,0.0,170.0
14,14,20,27.57135590368834,1.1226458177671463,144.6,226.5,-0.9904324120138902,36,66.44444444444447,0.9737043460518262,0.6149675314897063,2.549454679583434,0.031,200.0,1410.0,0.0,0.0,170.0
15,15,23,29.531526319323934,1.2276402971118683,164.0,373.0869565217391,0.4549618948839134,37,49.21206896551725,0.9395103244569604,0.8855027843013477,2.607471520422959,0.031,200.0,1410.0,0.0,0.0,170.0
20,20,40,42.83285054908143,4.005859937648248,200.225,257.575,0.3421014244383655,47,77.41529411764706,0.9703596230373861,0.9524766271025108,4.116226412018894,0.031,200.0,1410.0,0.0,0.0,170.0
23,24,29,35.92849210121927,1.5687366012379118,225.0,312.82758620689657,0.37272976965332066,57,163.393665158371,0.9124377256683841,0.9152193661051681,4.742072047675686,0.031,200.0,1410.0,0.0,0.0,170.0
24,25,30,39.708079591299025,1.5193469554586734,238.5,344.6,0.5121238895923191,60,41.543025210084025,0.9909419390943787,0.8986502492034738,4.24807477699897,0.031,200.0,1410.0,0.0,0.0,170.0
26,27,36,35.15881393563313,8.33294963101963,282.8888888888889,394.3333333333333,0.4297857804254375,71,42.03781512605041,0.9709424610912935,0.8352726050830979,4.0020786915391104,0.031,200.0,1410.0,0.0,0.0,170.0
28,29,40,59.36328064704237,1.3787352249379026,311.325,36.275,0.7212376395696313,76,51.28806722689073,0.9428971480907637,0.8682521934110738,6.111270026682324,0.031,200.0,1410.0,0.0,0.0,170.0
29,30,21,24.225807325744064,1.074993437118593,305.0,379.0952380952381,0.019516489495200764,77,45.59090909090905,0.8277192351161866,0.9139036899626455,3.1807721830353533,0.031,200.0,1410.0,0.0,0.0,170.0
36,37,18,21.27314690618728,1.2751706607147082,368.5,165.55555555555554,0.22210131105201444,92,55.098659003831415,0.8869426239899881,0.8569207877834475,2.17501776907075,0.031,200.0,1410.0,0.0,0.0,170.0
37,38,44,62.41102971963426,3.2005522373779547,378.5681818181818,67.5,-0.9498197237517476,94,60.57310924369747,0.9704067092135212,0.8158073946391702,6.640191564999288,0.031,200.0,1410.0,0.0,0.0,170.0
40,41,36,55.6103957596745,1.1821436880898661,393.6111111111111,234.58333333333334,-0.8297548802232497,101,52.30857142857146,0.9903649194836138,0.9304891419760102,5.153500946611468,0.031,200.0,1410.0,0.0,0.0,170.0
41,42,36,44.85105325811847,1.2669821860004749,408.25,464.5,-1.1847619533605855,105,76.92436974789912,0.9806861644907957,0.9864950937314382,3.9890590512186948,0.031,200.0,1410.0,0.0,0.0,170.0
42,43,32,36.93313202656346,1.636500445594806,418.21875,210.5,-1.5643688391292299,109,70.31815126050418,0.8383725756176599,0.9149395317602415,4.193477746377532,0.031,200.0,1410.0,0.0,0.0,170.0
44,45,37,43.3301934118404,4.996328085147311,436.64864864864865,314.1621621621622,-0.3548961495702305,111,80.48520220588232,0.9709912080095674,0.9183991192595318,3.342062105867829,0.031,200.0,1410.0,0.0,0.0,170.0
