,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
0,0,36,46.55165835677503,3.982045263556333,39.5,231.38888888888889,0.46951986073349566,3,51.67567608861725,0.8407060056677632,0.8356965503160736,4.991236908172683,0.031,200.0,1410.0,0.0,0.0,900.0
1,1,19,18.50325775536685,5.951845620382981,45.68421052631579,322.1578947368421,-0.8631060714040036,5,43.060458590352916,0.8005174882781348,0.9796221626986018,3.3336977032711195,0.031,200.0,1410.0,0.0,0.0,900.0
5,5,42,48.612276115619274,3.5791520894833284,68.11904761904762,65.5,-1.497843201762298,11,73.35936974789917,0.8490429613767674,0.823530632172655,5.530306034721429,0.031,200.0,1410.0,0.0,0.0,900.0
6,6,30,35.46699382627378,2.342627687579396,92.5,284.23333333333335,-0.21924057669223093,13,52.54949494949495,0.9609989318777052,0.9146399255415045,4.070085413039596,0.031,200.0,1410.0,0.0,0.0,900.0
7,7,34,46.19710217866622,2.6699790928313396,121.5,391.6470588235294,-0.5568656517284978,16,42.63310924369746,0.9505291570477886,0.9338820298923646,3.9547318721063442,0.031,200.0,1410.0,0.0,0.0,900.0
8,8,28,36.44015063532598,2.538100133366825,128.46428571428572,366.17857142857144,-0.4955174944708855,19,64.93616322701693,0.8077586214241468,0.9572009586708863,4.286568990128694,0.031,200.0,1410.0,0.0,0.0,900.0
11,11,43,52.06308221552988,1.3363868926798639,166.0,339.3255813953488,0.3064775960243774,25,35.52436974789915,0.9831131203074733,0.9690355714941431,6.608388549663985,0.031,200.0,1410.0,0.0,0.0,900.0
13,13,57,67.25462180920442,1.5260819928397427,204.87719298245614,435.0,-1.3629432588930002,36,50.588403361344525,0.9842257558317321,0.993039417347573,8.083295156318547,0.031,200.0,1410.0,0.0,0.0,900.0
18,18,21,28.21606078405593,1.6846485730228886,250.66666666666666,318.0,1.031111261610589,44,30.39865546218486,0.936109047086327,0.8914150613778096,2.8608631657781767,0.031,200.0,1410.0,0.0,0.0,900.0
21,21,43,64.95882668201236,2.005494877488962,357.27906976744185,108.5813953488372,0.8302003191535253,56,38.47764705882349,0.9847840149073925,0.9351714025513617,7.943317970549854,0.031,200.0,1410.0,0.0,0.0,900.0
24,24,17,20.570063206104074,1.182561310874364,381.2352941176471,380.0,1.2612820095776123,64,45.928124999999916,0.8528110644974579,0.986375,2.841960716600145,0.031,200.0,1410.0,0.0,0.0,900.0
28,28,52,69.12908124874988,1.6385721232664745,449.46153846153845,418.5,1.0518535444201607,76,50.062689075630225,0.9956773927630778,0.9839098826303452,8.2728325697692,0.031,200.0,1410.0,0.0,0.0,900.0
30,30,13,15.02488276355611,1.4282437431738342,468.0,204.6153846153846,-0.08848834066126532,87,60.37500000000006,0.8624338624338627,0.09523809523809967,1.8932971022367513,0.031,200.0,1410.0,0.0,0.0,900.0
32,33,36,41.77862467269684,1.43272233787025,489.44444444444446,481.5,1.4668016699495683,90,43.3327731092437,0.9725386964136933,0.8694171409071364,3.775762387630214,0.031,200.0,1410.0,0.0,0.0,900.0
33,34,15,23.223590356532995,0.9082130542706901,497.8,343.0,-0.8385831175063239,91,11.472941176470583,0.9469562121751512,0.8393332365607009,3.404157886590613,0.031,200.0,1410.0,0.0,0.0,900.0
