,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
0,0,52,58.7994304596765,3.3450123759387567,14.134615384615385,338.15384615384613,1.404827100038362,3,74.29579831932772,0.97652920724055,0.9689181367789863,4.068281415482605
1,1,14,16.207623373461498,1.6923253210265998,25.5,410.2857142857143,-0.10187106900874358,5,63.250000000000114,0.9602203856749312,0.8901560874089489,1.3955066554134212
2,2,27,39.009524785764626,2.23494367833539,39.2962962962963,347.51851851851853,-0.7699848005295958,7,59.958416931734774,0.9464619261901568,0.9462257683802867,2.7111750604341833
5,5,56,61.505441672662386,9.00391251451788,77.51785714285714,369.76785714285717,0.2765986720003721,11,70.72316795448829,0.9531386368022512,0.8410033333164272,3.8958424447877786
6,6,29,40.75004976090818,2.6114917561017856,64.17241379310344,343.0,-0.9621848183215373,12,68.9652100840336,0.9893052519634692,0.9760394697783312,3.1911857076678674
7,7,31,36.53841853611948,1.2980237981274123,71.74193548387096,51.0,-1.3661697907235388,18,39.44403361344536,0.9884791261787562,0.8580854567708688,1.8837912243610373
10,10,45,52.51865811032528,1.4001524324065187,95.97777777777777,317.0,-1.42328290439609,24,35.47025210084035,0.9354882415672133,0.9390565337035705,6.339418471099998
11,11,59,57.843016270808825,8.26569031979955,121.50847457627118,446.3220338983051,1.37687768658998,28,114.38721933132831,0.9381416821258246,0.8445625822990528,5.756532819496099
13,13,43,46.17158719567411,5.033645948817877,176.51162790697674,480.4418604651163,-0.028228460368044966,36,52.63259878419451,0.8161608203107485,0.9066375348214453,4.0923715032219805
17,17,18,26.273380777374566,1.6422901229905835,242.77777777777777,57.5,-0.9090719760142874,50,45.04907563025207,0.9609926144335166,0.9488834116755005,3.0781827200568763
18,18,23,29.991156305572748,1.8181283545677138,240.52173913043478,265.0,1.0848661835992366,51,47.28336134453781,0.9839550412111003,0.9429669196466111,2.1956342934413815
19,19,11,16.140806881933376,1.2477971903443925,252.0,310.72727272727275,0.7746745780892946,53,44.52394636015326,0.9707460580285038,0.935836496210534,1.9423632777825948
21,21,40,35.313815627298304,8.802523833604884,264.975,283.2,0.06592376832186556,56,28.80991596638656,0.850912113334083,0.8249176956906993,3.239594251244859
23,23,28,32.70551909596255,1.6604770184905082,262.7142857142857,261.5,-1.4151111745959457,60,69.65714285714283,0.9869591439281301,0.9789049815928678,1.943402368134392
24,24,25,32.291661372168306,1.704759755863914,276.8,220.08,-1.070788810820963,62,29.610084033613443,0.9079329056711819,0.8553813387898226,4.039589986523712
25,25,11,14.241451127265423,2.2469620345595,286.0,273.09090909090907,0.48397900826417756,65,40.18390804597702,0.9023329293628809,0.8682760658795478,1.9020686459414125
26,26,32,37.98666685213112,1.3966536668774796,298.9375,280.5,1.334482205804243,68,72.50991596638657,0.9827275288086629,0.9851294043374591,4.2972345066929245
27,27,27,32.23243360608346,1.3064119448372202,313.0,75.18518518518519,-0.25944182697483514,70,59.053949579831915,0.9482723458539066,0.8110496673375912,3.297132296505457
28,28,34,40.86993182446647,1.8754158936592138,329.47058823529414,298.5,1.287368987131211,77,76.75042016806722,0.9944924601624178,0.9737600966884042,2.8868529075325786
31,31,20,30.44178650793689,1.6424476263161392,341.8,227.65,-0.8163051297504046,83,41.2453781512605,0.9825668232191966,0.9156850985185695,2.322499060116453
35,35,37,42.87598553070496,1.1243583905949859,430.0,175.67567567567568,0.08849735483202541,98,53.75042016806723,0.988413657632874,0.939149665617953,5.259642000106968
36,36,20,24.934117305899548,1.4999313903111373,419.05,50.5,1.1804030595340045,99,20.661344537815136,0.969896347530236,0.8414013953297325,4.112361926228194
38,38,13,15.547204415368565,1.264137782917602,426.15384615384613,70.0,1.2957179179892475,102,16.846050420168066,0.9580572282337073,0.948390479423187,2.201059128923496
39,39,32,48.7529093096409,1.7582189414090685,448.5625,354.75,-0.8153396381560561,103,51.71714285714286,0.9876868991809786,0.9084095294742446,4.065068370789747
40,40,29,38.10790817630131,3.047220181677969,454.0,402.0344827586207,-0.5004590481207907,104,78.91899159663863,0.9542580163323867,0.9473013105803884,2.349214027648216
42,42,21,33.385461232486215,0.8333216702920176,456.23809523809524,460.0,-0.8114671448287706,107,24.164893617021278,0.8428493759511492,0.10557424579468877,3.9122225741554377
43,43,36,34.16316346192758,5.76402127736897,457.1111111111111,290.72222222222223,1.4761171830570499,109,75.06117647058824,0.9855684336321044,0.9665150385590057,3.132559725432161
45,45,13,16.386569635747104,1.4998554403813995,498.61538461538464,31.076923076923077,1.0845274904920656,118,15.582016806722685,0.8813504444991898,0.9022381908544683,2.9041262371157384
