,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
1,1,19,23.702640343743685,1.1539736303600243,18.0,6.473684210526316,0.3920280912717308,3,30.213715805471082,0.8853417501050438,0.8307109282121626,3.1133245497326882,0.0625,50.0,1410.0,0.0,0.0,900.0
5,5,10,11.912323560109323,1.0660897707343293,30.9,291.5,-1.3023409554248737,15,17.710000000000022,0.8531468531468536,0.7785291631445477,1.9503054333275924,0.0625,50.0,1410.0,0.0,0.0,900.0
6,6,21,16.699407907900845,5.623531505317486,43.80952380952381,338.2857142857143,-0.22939568341223818,16,70.1049019607843,0.934716866470837,0.9523971397006156,2.421369938593979,0.0625,50.0,1410.0,0.0,0.0,900.0
7,7,15,17.557249369522925,1.4394038576006822,50.0,65.26666666666667,0.17791746939464886,20,48.833928571428565,0.9503331987004507,0.9521599293198586,2.181499505658555,0.0625,50.0,1410.0,0.0,0.0,900.0
10,10,15,17.290946650672968,1.240451320744525,60.13333333333333,35.0,1.5384982487179129,25,26.7959663865546,0.9695286567493171,0.8633404881862081,2.288608311079083,0.0625,50.0,1410.0,0.0,0.0,900.0
11,11,25,38.76967841434798,1.480552480677559,80.6,295.0,-0.8383722990159795,26,38.856470588235275,0.9661645238630985,0.8956504937967353,3.356686751590107,0.0625,50.0,1410.0,0.0,0.0,900.0
14,14,39,43.10673492561842,3.674825382730483,97.2051282051282,182.28205128205127,-1.120018488130772,32,45.901709401709546,0.9071938520512274,0.9282498358759347,4.885361732246583,0.0625,50.0,1410.0,0.0,0.0,900.0
18,18,51,35.986891485614734,15.97622236910874,140.84313725490196,464.94117647058823,-0.32862981206474134,39,47.22924369747901,0.8922680680573446,0.48973419722838907,4.836186607902567,0.0625,50.0,1410.0,0.0,0.0,900.0
27,27,32,37.72368439078456,4.4001290872515595,171.25,269.8125,-0.9181903040735704,56,59.24395604395603,0.8765956470766385,0.9103036573567537,,0.0625,50.0,1410.0,0.0,0.0,900.0
35,35,38,44.91093291699246,2.042434681562666,267.5,174.92105263157896,-0.21663181120973837,78,85.2780185758514,0.9725499934627662,0.8152610816330513,4.206100780058787,0.0625,50.0,1410.0,0.0,0.0,900.0
36,36,24,16.14993621353355,7.349346476533198,258.125,163.375,0.8484253199889246,80,38.243137254901946,0.9005025698647204,0.8489245734877472,1.67151967053231,0.0625,50.0,1410.0,0.0,0.0,900.0
38,38,36,41.580810471601545,2.224810277678745,274.6388888888889,65.5,1.5342857118578899,87,93.43411764705881,0.8581683840315136,0.44837273195648875,4.577205901373257,0.0625,50.0,1410.0,0.0,0.0,900.0
58,59,11,14.724217268424471,1.4739852250958576,467.90909090909093,255.8181818181818,-0.6079597466023832,136,47.00500000000001,0.9501976271436405,0.9002956194571351,1.678041809163596,0.0625,50.0,1410.0,0.0,0.0,900.0
59,60,24,27.849581682668752,1.2739789333357083,474.5,396.9166666666667,0.10763721532123229,137,56.73333333333332,0.954726274850453,0.8637283362669681,3.030742644518822,0.0625,50.0,1410.0,0.0,0.0,900.0
61,62,25,28.860252368667656,1.8815507478707743,483.0,183.96,0.03320605954951759,139,63.552340936374534,0.9417528061607209,0.9772060081586378,2.245335897296481,0.0625,50.0,1410.0,0.0,0.0,900.0
