,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
5,5,21,27.627668767618886,2.0325893831570334,63.476190476190474,475.0,-1.0674688721525296,10,59.11046122994651,0.8322377510000223,0.19043083289256346,2.9293515595278734,0.0625,50.0,1410.0,0.0,0.0,290.0
10,10,25,25.841840345186903,4.967825235842184,149.56,202.92,-1.1421507257255057,22,82.17272727272727,0.8782704970572811,0.8763352128172921,2.701285648040427,0.0625,50.0,1410.0,0.0,0.0,290.0
18,18,23,17.233442391033034,6.081282621831537,258.3478260869565,227.30434782608697,1.5585809312928611,47,39.027632109721665,0.9008890671412133,0.5260770975056689,2.3550823036682886,0.0625,50.0,1410.0,0.0,0.0,290.0
19,19,44,46.82619645073562,5.624758169869307,291.72727272727275,312.6363636363636,-0.43583539545681765,50,96.12342342342336,0.9260044804474183,0.9739428684610754,5.415521983767963,0.0625,50.0,1410.0,0.0,0.0,290.0
21,21,27,37.73610673498095,1.5704643343592875,300.0,92.25925925925925,-0.6000964151516722,52,69.76537815126049,0.9806481131089356,0.9820078935864625,3.486666838461266,0.0625,50.0,1410.0,0.0,0.0,290.0
23,23,32,36.984916154373174,1.1620464939003772,300.28125,348.5,-1.5174583340170222,56,49.41327731092433,0.9693296944992943,0.7795394913058358,2.2990881009545143,0.0625,50.0,1410.0,0.0,0.0,290.0
24,24,50,58.510785166841366,1.528927454046399,331.5,361.12,0.16428835600177874,59,53.38705882352943,0.9504029178501766,0.7161015895805013,6.250561848205502,0.0625,50.0,1410.0,0.0,0.0,290.0
28,28,19,21.911076877717175,1.9277822511368392,320.8421052631579,134.0,1.556652669332153,65,59.269230769230774,0.9342718872928522,0.9245187988216491,2.4077709282589197,0.0625,50.0,1410.0,0.0,0.0,290.0
30,30,12,15.624461967157604,1.0480507903092395,356.5833333333333,122.5,-1.0826329985853718,73,19.03008403361344,0.8276580196286264,0.8289661044318197,1.8033566203367857,0.0625,50.0,1410.0,0.0,0.0,290.0
33,33,13,15.05761306881926,1.480326177840676,409.0,211.0,0.11052353133750938,84,46.574999999999996,0.8932581415434638,0.8893373750288237,1.8807838358833058,0.0625,50.0,1410.0,0.0,0.0,290.0
