,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
0,0,26,33.82213308725513,1.9071648919385422,16.46153846153846,12.576923076923077,0.49648310052759265,1,39.27781512605042,0.9093440989305525,0.9235271874204847,2.5851971314112396
1,1,12,14.413842862548917,1.6723305562307884,28.5,152.41666666666666,-0.2929488300159288,3,48.8307692307692,0.8429426591052298,0.5061728395061715,2.1907175881800884
2,2,18,21.557347483976223,1.2259656101727818,46.5,33.666666666666664,0.2745703438725165,5,31.237478991596625,0.9730265402608023,0.8961916284410352,2.6690048291999773
4,4,13,16.929457461236854,1.0073588453573568,54.0,104.15384615384616,0.4872594054924842,10,66.78846153846156,0.9721503442831455,0.9672131147540983,2.3983814850446796
5,5,18,24.931778875498978,2.0932536265818964,65.88888888888889,145.55555555555554,0.9562427640874265,12,40.82789915966387,0.9683736514960166,0.9495561299504048,1.874607172959665
6,6,28,32.644683916888596,1.4135350558758248,82.85714285714286,161.5,-1.4275562209312067,16,58.71564482029599,0.9795121073003871,0.9171355742377941,2.8695866910182923
7,7,11,12.701876350300136,1.3549505159578235,90.0,139.27272727272728,0.0917063656944653,19,69.00000000000018,0.8472222222222234,0.24999999999998934,1.7773789101807453
8,8,43,61.411977917271315,2.762651938961561,104.13953488372093,42.69767441860465,-0.654084719429198,20,37.39142857142857,0.8822726350247105,0.8136370944682353,7.366832687839923
10,10,36,52.12228142852323,2.877520523790412,140.69444444444446,217.19444444444446,0.685288854310094,29,49.677026502908824,0.8650054880081193,0.6041427063233847,4.923928831377115
14,14,16,20.617676343219596,1.5326193937970949,175.6875,152.5,1.1055519876591817,39,38.24957983193276,0.9611983635142212,0.9722932421401628,2.198537365269705
15,15,37,50.41076796946699,5.0784116884974075,189.21621621621622,65.0,-0.7471736438369909,41,44.72436974789917,0.9807231021724141,0.9098540748461894,4.302261299736402
16,16,14,17.389632086944694,1.4458533117404668,197.07142857142858,88.5,1.1855937998141477,46,28.570252100840335,0.9791012047713286,0.9744441986836521,1.8684322465546896
18,18,37,52.122004758647535,1.5137723468850548,219.0,166.8108108108108,0.6107433893509012,48,61.01764705882352,0.9881589569372815,0.8055998411655699,4.7094547313333095
21,21,17,19.73761527054528,1.5488259330984173,223.8235294117647,29.0,1.4505265825103368,54,44.01310924369747,0.8376642215862025,0.6233493320846966,3.673067663366115
23,23,27,36.288181198784535,2.28473882193451,234.11111111111111,274.6296296296296,-0.9504961880244456,57,65.51327731092435,0.9732137381282451,0.9221516181752331,3.2343011336250522
27,27,43,52.74503949716201,1.4958993544788086,311.0,474.48837209302326,0.34505304079315385,74,72.12336134453781,0.9689224806352081,0.9084956774065223,3.164610212621462
28,28,35,48.65551221773336,1.3765930339138122,335.48571428571427,88.0,-0.9793528689380407,79,35.4509243697479,0.9726656590720887,0.8432969343539511,5.542821438919302
31,31,41,54.40096446873885,2.0539198096030478,403.0,443.8048780487805,0.5160059005917816,90,39.45176470588231,0.9861565065548198,0.8849760070936539,6.02308946650334
34,34,30,34.85804407222989,4.2844793684272435,427.5,245.6,0.11739287195860837,94,55.044852007469636,0.9835891771663132,0.00630613786142975,3.235726445993917
36,36,28,32.63712781647897,3.1495918318316827,458.35714285714283,433.5,-1.4286393503144885,102,85.43181818181822,0.9850836948493077,0.9673511802022099,2.3445398573564646
