,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
0,0,19,27.833299279322375,1.6973091733353975,29.473684210526315,206.42105263157896,0.7929785611953583,2,93.41538461538455,0.864066804407713,0.822940007278631,3.3320495891139377,0.031,200.0,1410.0,0.0,0.0,330.0
2,2,58,67.01321177784254,5.852524187923145,56.53448275862069,80.32758620689656,0.49907489788469295,4,22.887899159663892,0.965255644172222,0.9567841833285201,7.372532986044619,0.031,200.0,1410.0,0.0,0.0,330.0
5,5,11,16.16845491472767,1.0920787143574828,66.0909090909091,235.1818181818182,0.7258047853068031,11,15.818207600680639,0.8122999964572921,0.6387147476258591,2.2116991017187515,0.031,200.0,1410.0,0.0,0.0,330.0
7,7,50,62.386496421946525,3.8034016609416836,118.26,175.56,-0.4475233748899966,16,59.74588235294114,0.9787162295211089,0.9581808926429234,6.871125107789712,0.031,200.0,1410.0,0.0,0.0,330.0
11,11,18,23.46993034998189,2.250245305494527,127.44444444444444,233.05555555555554,0.5193549188280856,23,70.43749999999997,0.932089407191448,0.9652456905178339,1.9199279305589567,0.031,200.0,1410.0,0.0,0.0,330.0
12,12,46,55.52090657284679,2.0923416622712496,131.47826086956522,31.5,1.274413881383255,24,48.458487394958,0.9016894140026691,0.717909518342467,6.589144425084826,0.031,200.0,1410.0,0.0,0.0,330.0
16,16,18,23.15475106828009,1.6646570856773741,148.5,463.8888888888889,0.4608329802867725,31,37.69799777530589,0.944646366623223,0.9516042182681373,2.7461505128132377,0.031,200.0,1410.0,0.0,0.0,330.0
20,20,25,33.252099782073124,1.1812959337324156,188.92,129.0,1.0496840201112685,42,64.97308120133484,0.9668381249678377,0.9291472439347298,3.2304255551573875,0.031,200.0,1410.0,0.0,0.0,330.0
21,21,20,18.43202820006956,5.846395165556336,194.2,324.3,-0.17420655490208567,43,63.63570691434468,0.9504098239586245,0.9655172413793103,2.336201039516255,0.031,200.0,1410.0,0.0,0.0,330.0
22,22,34,52.239950722581675,2.430630314784996,209.91176470588235,243.02941176470588,0.7793698884336241,46,49.397163120567406,0.9657697532890585,0.8849418494789149,4.540258460022193,0.031,200.0,1410.0,0.0,0.0,330.0
24,24,16,18.55132690435265,1.133918025185955,229.5,236.3125,0.11026374802019163,53,111.46153846153842,0.9360670194003526,0.916917333826955,2.1220809819475455,0.031,200.0,1410.0,0.0,0.0,330.0
26,26,32,36.286851264135585,5.167390573055365,246.75,151.3125,0.45754296540680217,57,34.28424015009383,0.9222909429641563,0.7525582543560766,3.4256113748310084,0.031,200.0,1410.0,0.0,0.0,330.0
28,28,20,24.00318883974519,1.7907890784601053,284.5,196.8,0.2812977525354702,64,15.721176470588247,0.8644037670228494,0.39835498850024853,2.9021001712018397,0.031,200.0,1410.0,0.0,0.0,330.0
31,31,30,38.689684272243795,3.1576182695686112,300.3333333333333,230.1,0.9619343949550263,68,41.361344537815114,0.971471639444493,0.9249539674184455,4.01160448204237,0.031,200.0,1410.0,0.0,0.0,330.0
33,33,38,43.922741181906815,1.8919594785130134,303.7631578947368,372.5,-1.5187713851463671,71,96.02659574468082,0.9211523917950883,0.7097721757354425,3.864611122105098,0.031,200.0,1410.0,0.0,0.0,330.0
36,36,41,47.753097909402534,1.6494725298404886,387.0,42.1219512195122,-0.13351050258076708,82,76.76063512174099,0.97023864867327,0.7016655553507011,5.177155096809004,0.031,200.0,1410.0,0.0,0.0,330.0
37,37,29,36.879057652242224,2.0899580752530906,428.58620689655174,219.0,-1.1364615278827626,92,52.01092436974787,0.9677099643015012,0.5521149539311825,4.138348026823143,0.031,200.0,1410.0,0.0,0.0,330.0
39,39,15,17.4581791805309,1.1288055291766106,431.73333333333335,486.0,-1.428299482404956,95,77.34313725490195,0.9897959183673469,0.9611717280300994,1.7581273656066547,0.031,200.0,1410.0,0.0,0.0,330.0
41,41,18,22.091239895245426,2.8934722426717348,458.6666666666667,12.444444444444445,0.4662009184919055,101,83.39957264957263,0.9517452951451526,0.9609612875163114,2.4147853765069134,0.031,200.0,1410.0,0.0,0.0,330.0
43,43,40,54.90012649359766,1.753884542088155,483.775,391.575,-0.9829130314516298,105,59.239495798319346,0.9837501528864808,0.5068267596850069,5.571281549022322,0.031,200.0,1410.0,0.0,0.0,330.0
44,44,26,30.148296756459104,2.713710808674471,478.53846153846155,222.5,1.4711640647555435,106,36.0655462184874,0.9550287252337479,0.8572845543779474,3.4286517778989607,0.031,200.0,1410.0,0.0,0.0,330.0
