,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
1,1,46,53.110110176484774,3.333472401487486,67.5,216.95652173913044,0.015601380935792549,5,59.7214005602241,0.9150750111021293,0.8988934975991877,5.0024073810514755,0.0625,50.0,1410.0,0.0,0.0,530.0
4,4,29,43.63782536468107,2.1780185085355885,85.37931034482759,243.48275862068965,0.8136474297429009,9,17.727394957983172,0.8863968896786496,0.6430978684153993,5.39454594239118,0.0625,50.0,1410.0,0.0,0.0,530.0
7,7,16,24.289915602982237,1.3919410907075054,118.5625,261.5,0.7343476676364384,20,31.721089572192525,0.8744619763014185,0.4206595552884632,3.1259559789214775,0.0625,50.0,1410.0,0.0,0.0,530.0
13,13,57,63.6511949255646,4.1083724316148444,244.3684210526316,153.17543859649123,-0.002830566078397996,39,54.566050420168054,0.9588370367021708,0.755711453504768,5.663553561150603,0.0625,50.0,1410.0,0.0,0.0,530.0
16,16,11,13.186125726789014,1.9608917822704375,250.0,377.27272727272725,-0.28968734497375864,43,128.8,0.875,0.5714285714285712,2.2324513882659676,0.0625,50.0,1410.0,0.0,0.0,530.0
19,19,39,47.25745578660489,1.7942671490240756,268.7435897435897,370.0,-1.261514403784351,50,67.51563025210086,0.9888478885853301,0.9474700851293982,4.50759546214672,0.0625,50.0,1410.0,0.0,0.0,530.0
20,20,16,19.582820452500638,2.3346612441899994,270.0625,116.0,-0.6392422060479995,51,169.04999999999998,0.9682539682539683,0.6549314700349371,3.21965690847805,0.0625,50.0,1410.0,0.0,0.0,530.0
24,24,25,29.732110262939234,3.6373643359475976,314.04,186.04,0.28052125765938074,61,132.86633986928103,0.827491368530661,0.4770856706676708,2.2208979160262894,0.0625,50.0,1410.0,0.0,0.0,530.0
29,29,32,39.44529755952532,1.475762664016755,372.84375,389.5,1.2116608748347444,73,70.93670745272523,0.9902128305892831,0.9823925562137245,4.207142246808846,0.0625,50.0,1410.0,0.0,0.0,530.0
32,32,101,69.09657241939512,27.320309186514717,410.34653465346537,360.8514851485148,-1.2436704862688752,78,67.14836352820696,0.9034354672177983,0.1890213434144391,5.166550311429405,0.0625,50.0,1410.0,0.0,0.0,530.0
