,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
0,0,18,20.752687348267553,1.2541456874313905,26.5,114.11111111111111,0.00414307470053698,3,52.42999999999997,0.974021436681931,0.9397301083689349,1.8514709633083768,0.031,200.0,1410.0,0.0,0.0,120.0
2,2,37,42.7236790537915,2.2565289836014206,48.0,133.75675675675674,-0.026858484440786666,6,75.0637429325797,0.8764685664021004,0.4752795857779538,4.427411065401763,0.031,200.0,1410.0,0.0,0.0,120.0
3,3,22,31.48889637417886,1.0056781827701322,43.5,341.1818181818182,-0.6339636928162811,7,55.60678531701895,0.9685289340777217,0.8873892857279859,3.049680895517231,0.031,200.0,1410.0,0.0,0.0,120.0
5,5,23,30.66565870686997,0.9929733690172051,76.0,375.3478260869565,-0.5254816613353098,14,31.821176470588238,0.973541117127123,0.8510015312121751,3.4167949999172897,0.031,200.0,1410.0,0.0,0.0,120.0
7,7,14,18.818173663511704,1.3992757494417205,86.21428571428571,84.35714285714286,0.9486924218694023,17,57.338596491228074,0.9844451454779295,0.9198118050996756,2.1652752542597202,0.031,200.0,1410.0,0.0,0.0,120.0
8,8,38,43.93719075881302,3.0004154046410307,92.07894736842105,278.5,-1.5127058481483706,18,79.0852100840336,0.9447085114879319,0.9504646271137992,3.5943917726821284,0.031,200.0,1410.0,0.0,0.0,120.0
18,18,30,36.705786351791915,3.262024502078694,183.53333333333333,251.1,0.3574075085834742,40,53.12033613445376,0.8628054637089124,0.6830381843376775,4.278616682546353,0.031,200.0,1410.0,0.0,0.0,120.0
19,19,15,17.32624215965926,1.2636804107058217,180.0,393.93333333333334,-0.07168946708034678,41,45.99536290322584,0.9405788865818778,0.9031618491077951,2.056344390534752,0.031,200.0,1410.0,0.0,0.0,120.0
22,23,9,14.14573076994111,0.7678925764927399,205.11111111111111,421.0,-0.8171016393808643,49,31.371323529411754,0.936750919662988,0.8888888888888886,2.193534614543419,0.031,200.0,1410.0,0.0,0.0,120.0
28,29,40,30.929354967831014,8.57408894716558,271.025,291.875,-0.3421931144228136,61,77.88852048334807,0.9497544107984338,0.9864609223238368,2.6867323542996426,0.031,200.0,1410.0,0.0,0.0,120.0
29,30,64,39.15017325697088,23.0287326550803,272.125,80.609375,0.4478752417622661,62,89.7674421640817,0.9004291463975865,0.9620932027870743,3.3570381768216055,0.031,200.0,1410.0,0.0,0.0,120.0
31,32,48,54.69443366057052,4.379343417873569,295.4791666666667,336.5,1.155053393377579,70,52.686046511627865,0.925581929215107,0.8865391614504636,4.444181284137335,0.031,200.0,1410.0,0.0,0.0,120.0
33,34,15,19.151390684279892,1.732631708083145,315.53333333333336,182.93333333333334,1.0759295577454355,75,41.33385308385309,0.9746212908470663,0.970481336631611,1.5503266392667594,0.031,200.0,1410.0,0.0,0.0,120.0
35,36,43,44.03131355933036,4.842969240472198,338.48837209302326,153.46511627906978,0.06492061189628272,78,11.291260504201679,0.8673980259113635,0.8809642542626449,5.198285964541806,0.031,200.0,1410.0,0.0,0.0,120.0
36,37,44,56.990290943189535,2.904705961539959,347.5,260.95454545454544,0.4713218853730242,80,86.39882352941173,0.8941349720835655,0.7580345291990691,6.936073843555733,0.031,200.0,1410.0,0.0,0.0,120.0
38,39,57,68.52685009804232,5.548246099876053,365.140350877193,398.56140350877195,-0.4726469905519454,84,56.46016806722688,0.8134697636165458,0.3752282674667319,6.750727824869283,0.031,200.0,1410.0,0.0,0.0,120.0
40,41,9,10.380681698010799,1.5696081379777174,358.0,305.0,-0.10200898979627429,87,126.5,0.8285123966942152,0.6727180055401738,1.7177632759842276,0.031,200.0,1410.0,0.0,0.0,120.0
41,42,30,35.779158559477786,2.920165805447205,358.2,32.46666666666667,1.2918108362424108,88,64.00641711229947,0.9943967893201056,0.9423946888756694,3.0109457987467336,0.031,200.0,1410.0,0.0,0.0,120.0
49,50,12,14.718300763953337,1.3882284312627082,407.4166666666667,273.5,1.2156412044374225,104,25.0454545454545,0.8943218237094078,0.5802344749822608,2.1676882752746094,0.031,200.0,1410.0,0.0,0.0,120.0
50,51,30,37.85840112826839,1.367608460055656,414.23333333333335,449.5,-1.1539982453991822,106,34.78218487394957,0.9602830413377282,0.9406772997694438,4.011436613082116,0.031,200.0,1410.0,0.0,0.0,120.0
52,53,14,18.797861590820293,1.3804730112580934,445.57142857142856,309.57142857142856,-0.5849651909404271,111,45.616666666666674,0.8465974625144175,0.5416666666666574,2.5234021391536032,0.031,200.0,1410.0,0.0,0.0,120.0
55,56,36,51.30815140675083,3.1649342960756464,476.75,439.02777777777777,0.8223958505449591,118,75.13848739495796,0.9768961358785219,0.9679206065316968,4.365454196507339,0.031,200.0,1410.0,0.0,0.0,120.0
