,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
0,0,17,21.18522738739884,1.6852654933156652,15.0,292.3529411764706,0.3911190307785611,1,37.04086262563422,0.9726797543380635,0.7295741652027692,2.124696120936492,0.0625,400.0,176.0,0.0,0.0,440.0
2,2,7,9.688081818433982,0.9137550165932437,12.714285714285714,337.0,-0.9684810482192249,3,45.34044117647054,0.8370293614381443,0.8098144531250002,1.720814919490768,0.0625,400.0,176.0,0.0,0.0,440.0
6,6,9,10.897701199689447,1.4591084439396838,91.0,63.666666666666664,0.3278478131207681,14,27.54588235294117,0.889439982090543,0.9051251329927441,1.0331157583383936,0.0625,400.0,176.0,0.0,0.0,440.0
7,7,19,23.575021846948516,1.4305941994659523,137.3684210526316,474.0,1.1918521254701508,19,36.03409090909092,0.8811796753553695,0.9013412621082528,2.5931417463779134,0.0625,400.0,176.0,0.0,0.0,440.0
9,9,19,22.214796447373573,2.4139011008635207,167.0,480.05263157894734,0.1671407574638782,21,42.44382647385983,0.9822782436337957,0.935473149151554,2.041480417205643,0.0625,400.0,176.0,0.0,0.0,440.0
10,10,8,11.612289148026536,0.9511786071107599,166.5,328.375,0.6638142178974246,22,35.754545454545465,0.9517002382499459,0.9474508575456184,1.5324994116204442,0.0625,400.0,176.0,0.0,0.0,440.0
12,12,32,46.306131141027095,1.2960396405976624,206.5625,257.5,0.922959265626631,24,60.49579831932775,0.9842891036960671,0.9416058049444493,4.505857950425388,0.0625,400.0,176.0,0.0,0.0,440.0
13,13,40,30.12157785165002,6.976428006292821,234.775,494.775,0.06586402380900329,29,70.61193277310923,0.8798522151943904,0.8892240636892343,3.249849895769073,0.0625,400.0,176.0,0.0,0.0,440.0
15,15,30,36.20580647800937,2.359288863959091,317.5,313.2,-0.2975483462235622,35,56.88392857142851,0.8690920028110352,0.9328804320895865,3.020168611266666,0.0625,400.0,176.0,0.0,0.0,440.0
18,18,19,22.18169133427157,1.5560600932179067,345.0,345.7894736842105,-0.15738283428286848,40,79.11887254901961,0.9343349854789461,0.9579825219572025,2.757955437522025,0.0625,400.0,176.0,0.0,0.0,440.0
19,19,21,33.10764727473736,0.9388420303117223,358.9047619047619,264.0,-0.8202754036128213,42,33.062016806722674,0.9732485836793543,0.9262327275235855,3.0865865947149618,0.0625,400.0,176.0,0.0,0.0,440.0
20,20,14,19.815077156172652,1.2517183898856146,381.5,297.42857142857144,-0.6216514411019244,44,42.2625000000001,0.8597343699384521,0.9309362762548952,2.6423316134029378,0.0625,400.0,176.0,0.0,0.0,440.0
21,21,17,19.597395538105435,1.2660915358000266,435.11764705882354,55.0,-1.5584906741242226,53,31.572727272727242,0.8662777948335596,0.7956306543876022,2.5791031475361916,0.0625,400.0,176.0,0.0,0.0,440.0
22,22,29,40.92900740517278,1.394124211114381,449.0,107.72413793103448,0.6138540699808777,54,44.38033613445378,0.9913443068946554,0.887735275532886,4.789996817053246,0.0625,400.0,176.0,0.0,0.0,440.0
23,23,39,45.99312985865734,1.3677224067050036,441.0769230769231,182.0,-1.3644722625588555,55,32.77210084033614,0.940735609716246,0.857225923183321,5.554561676564948,0.0625,400.0,176.0,0.0,0.0,440.0
