,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
4,4,8,9.16515138991168,0.0,55.0,108.5,1.5707963267948966,23,43.4212121212121,0.9626309809367504,0.9132811763596946,1.59041565437201,0.125,200.0,1410.0,0.0,0.0,590.0
8,8,56,33.10031117020657,11.565122286284865,94.14285714285714,219.48214285714286,0.20375980733263918,31,68.48617021276597,0.9884418732204286,0.9966858082035451,1.565281023276314,0.125,200.0,1410.0,0.0,0.0,590.0
10,10,10,13.066562642644012,3.553159257035904,117.3,132.5,1.0530046742993726,42,30.076923076923045,0.8676470588235291,0.608778828780955,1.2149943093721665,0.125,200.0,1410.0,0.0,0.0,590.0
16,16,38,31.344710642085612,8.331229907536766,208.81578947368422,220.6578947368421,0.6763637923011304,74,69.47586206896551,0.9681655407518609,0.9222409324057047,2.717854318035409,0.125,200.0,1410.0,0.0,0.0,590.0
22,22,13,20.550795673908603,0.8189715068442773,237.0,151.84615384615384,-0.755743375238523,93,50.24615384615386,0.9072108708589566,0.8775510204081629,2.6134338493451024,0.125,200.0,1410.0,0.0,0.0,590.0
25,25,9,11.581969952552523,1.3263508533083241,260.8888888888889,231.22222222222223,0.5829522702549066,108,49.53846153846156,0.8797348484848485,0.7892241877673718,1.478327321938506,0.125,200.0,1410.0,0.0,0.0,590.0
41,41,9,11.800026797061713,1.003135668228574,373.1111111111111,255.0,-1.0639404753897108,166,31.71212121212114,0.8674556213017746,0.9629629629629631,1.9090994146187878,0.125,200.0,1410.0,0.0,0.0,590.0
45,45,14,18.29623722386511,1.43667323308576,418.35714285714283,413.5,1.0769495051951226,189,65.06578947368419,0.9399130340724716,0.9127166572887946,2.424430523817814,0.125,200.0,1410.0,0.0,0.0,590.0
51,51,27,34.37096796239918,2.1980329177931033,453.51851851851853,234.96296296296296,1.1176147786005581,200,65.69307364044204,0.9911600070792433,0.9504770432424775,2.877184120212953,0.125,200.0,1410.0,0.0,0.0,590.0
56,56,37,44.4433390724111,3.8222923603482233,493.6216216216216,216.0810810810811,-1.2499554389069474,219,75.55230429013712,0.9955763624888657,0.86996485124566,3.694691364293263,0.125,200.0,1410.0,0.0,0.0,590.0
