,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
1,1,12,18.14539065643329,1.1403304262270202,20.916666666666668,477.5,0.8631266670879194,3,33.86363636363638,0.936867708661772,0.8910359129041382,2.51845009866598,0.0625,300.0,88.0,0.0,0.0,150.0
2,2,65,80.27838378932763,3.004577625218419,33.56923076923077,297.0,1.2075140550452301,4,46.35949579831937,0.9432813197286789,0.11452319652378196,3.2793198720581214,0.0625,300.0,88.0,0.0,0.0,150.0
4,4,30,35.400358772579835,1.2601317811892156,60.6,202.5,1.360541934828226,9,21.98529411764708,0.893759368836292,0.8112869654619304,4.228206222919867,0.0625,300.0,88.0,0.0,0.0,150.0
5,5,34,48.230969698977574,1.725605443153845,79.5,471.70588235294116,0.6208614213616501,10,41.419327731092444,0.9896944571404059,0.9148756114744246,5.4588369927057805,0.0625,300.0,88.0,0.0,0.0,150.0
6,6,39,47.994410507613765,1.9105760876101792,84.1025641025641,440.0,1.2165070046018296,13,30.680840336134434,0.9851427319103544,0.8632732203882096,5.62683465795038,0.0625,300.0,88.0,0.0,0.0,150.0
8,8,29,37.3171051228202,0.9872628041904887,140.72413793103448,227.0,1.1123357302399497,22,18.108245243128973,0.8784991143271714,0.8061832896598944,4.431307823484645,0.0625,300.0,88.0,0.0,0.0,150.0
19,19,42,52.560273179137994,2.5328671028482197,241.5952380952381,92.5,1.1738643375990043,39,41.655126050420144,0.9892854918598838,0.9590514774591806,6.797131350062964,0.0625,300.0,88.0,0.0,0.0,150.0
20,20,28,36.34418949715167,2.0597929357067954,255.5,317.0,0.476408578134835,40,46.459999999999994,0.992595881603303,0.9092397663874375,3.4285297855884935,0.0625,300.0,88.0,0.0,0.0,150.0
30,30,31,40.40286121281493,4.170165877454535,422.5483870967742,288.6774193548387,0.616854955759674,61,44.72050420168066,0.8282575197138955,0.8417487264069226,4.1377595699701315,0.0625,300.0,88.0,0.0,0.0,150.0
31,31,29,30.521623347002354,3.1944618860965104,469.2068965517241,303.6896551724138,0.14256194233760192,65,96.59999999999994,0.8686868686868685,0.5703213590919959,5.062290451504695,0.0625,300.0,88.0,0.0,0.0,150.0
