X,Y
0.000,3844.696
0.578,3908.142
1.157,3963.604
1.735,4011.326
2.314,4066.290
2.892,4101.083
3.470,4117.799
4.049,4147.999
4.627,4165.563
5.206,4179.235
5.784,4185.083
6.362,4197.375
6.941,4208.422
7.519,4212.792
8.098,4217.383
8.676,4215.888
9.254,4215.177
9.833,4225.658
10.411,4216.642
10.990,4226.370
11.568,4218.481
12.146,4229.095
12.725,4219.939
13.303,4218.998
13.882,4219.645
14.460,4230.368
15.038,4235.575
15.617,4231.950
16.195,4221.762
16.774,4232.187
17.352,4235.294
17.930,4235.640
18.509,4227.516
19.087,4238.386
19.666,4240.737
20.244,4243.159
20.822,4234.726
21.401,4238.850
21.979,4250.200
22.558,4254.258
23.136,4256.189
23.715,4259.136
24.293,4264.903
24.871,4257.770
25.450,4272.398
26.028,4274.475
26.607,4280.923
27.185,4289.946
27.763,4290.919
28.342,4298.625
28.920,4301.962
29.499,4306.763
30.077,4311.777
30.655,4319.147
31.234,4322.132
31.812,4326.945
32.391,4331.161
32.969,4335.937
33.547,4340.936
34.126,4347.537
34.704,4353.148
35.283,4359.312
35.861,4364.224
36.439,4359.745
37.018,4370.122
37.596,4379.839
38.175,4380.656
38.753,4384.644
39.331,4403.143
39.910,4403.770
40.488,4407.709
41.067,4403.978
41.645,4413.926
42.223,4422.538
42.802,4424.215
43.380,4431.599
43.959,4434.889
44.537,4440.742
45.115,4444.457
45.694,4451.576
46.272,4446.097
46.851,4455.618
47.429,4461.925
48.007,4458.344
48.586,4472.355
49.164,4474.422
49.743,4479.276
50.321,4486.507
50.899,4479.700
51.478,4491.022
52.056,4485.989
52.635,4498.463
53.213,4499.350
53.791,4507.405
54.370,4509.821
54.948,4510.903
55.527,4518.404
56.105,4520.061
56.683,4511.542
57.262,4524.184
57.840,4526.941
58.419,4520.471
58.997,4533.576
59.575,4535.218
60.154,4541.899
60.732,4539.763
61.311,4534.421
61.889,4549.001
62.467,4553.414
63.046,4547.375
63.624,4551.586
64.203,4563.030
64.781,4569.274
65.360,4573.204
65.938,4563.678
66.516,4574.368
67.095,4572.482
67.673,4567.204
68.252,4583.825
68.830,4576.201
69.408,4587.317
69.987,4590.940
70.565,4590.979
71.144,4594.546
71.722,4588.884
72.300,4591.264
72.879,4605.805
73.457,4592.267
74.036,4603.809
74.614,4609.043
75.192,4608.650
75.771,4610.499
76.349,4614.273
76.928,4616.267
77.506,4615.864
78.084,4607.798
78.663,4622.002
79.241,4626.157
79.820,4626.415
80.398,4627.160
80.976,4626.954
81.555,4620.028
82.133,4635.463
82.712,4633.017
83.290,4641.119
83.868,4639.169
84.447,4628.841
85.025,4643.271
85.604,4633.834
86.182,4644.808
86.760,4645.387
87.339,4650.728
87.917,4648.353
88.496,4641.415
89.074,4654.437
89.652,4656.518
90.231,4648.507
90.809,4662.217
91.388,4653.133
91.966,4663.250
92.544,4666.841
93.123,4666.580
93.701,4665.061
94.280,4666.523
94.858,4662.887
95.436,4667.663
96.015,4670.217
96.593,4663.762
97.172,4673.894
97.750,4678.286
98.328,4678.861
98.907,4671.951
99.485,4678.970
100.064,4682.788
100.642,4672.044
101.220,4682.410
101.799,4680.022
102.377,4677.925
102.956,4687.509
103.534,4690.339
104.112,4687.079
104.691,4688.004
105.269,4690.004
105.848,4688.408
106.426,4689.958
107.005,4680.508
107.583,4681.012
108.161,4697.244
108.740,4685.856
109.318,4685.951
109.897,4690.061
110.475,4698.171
111.053,4687.904
111.632,4695.051
112.210,4698.358
112.789,4696.680
113.367,4700.354
113.945,4703.752
114.524,4704.425
115.102,4702.625
115.681,4703.077
116.259,4703.658
116.837,4694.278
117.416,4709.382
117.994,4704.915
118.573,4707.234
119.151,4705.862
119.729,4694.717
120.308,4706.746
120.886,4708.151
121.465,4707.815
122.043,4710.390
122.621,4700.531
123.200,4703.513
123.778,4702.347
124.357,4712.106
124.935,4719.111
125.513,4703.252
126.092,4719.661
126.670,4714.960
127.249,4714.503
127.827,4715.248
128.405,4717.808
128.984,4707.965
129.562,4718.776
130.141,4704.531
130.719,4713.312
131.297,4709.023
131.876,4713.548
132.454,4701.203
133.033,4719.707
133.611,4715.730
134.189,4705.233
134.768,4706.570
135.346,4705.749
135.925,4707.971
136.503,4715.146
137.081,4704.636
137.660,4719.312
138.238,4719.171
138.817,4716.282
139.395,4720.162
139.973,4706.316
140.552,4723.276
141.130,4706.711
141.709,4719.000
142.287,4718.864
142.865,4708.821
143.444,4717.163
144.022,4722.205
144.601,4723.435
145.179,4712.237
145.757,4724.470
146.336,4723.670
146.914,4726.003
147.493,4717.426
148.071,4714.979
148.650,4725.265
149.228,4721.527
149.806,4713.608
150.385,4712.145
150.963,4718.542
151.542,4732.189
152.120,4732.103
152.698,4729.157
153.277,4731.919
153.855,4725.549
154.434,4727.761
155.012,4727.955
155.590,4726.888
156.169,4720.866
156.747,4728.801
157.326,4727.622
157.904,4731.496
158.482,4717.499
159.061,4726.396
159.639,4716.784
160.218,4732.196
160.796,4727.137
161.374,4716.537
161.953,4726.378
162.531,4718.708
163.110,4731.500
163.688,4733.810
164.266,4726.385
164.845,4722.130
165.423,4722.999
166.002,4737.717
166.580,4723.053
167.158,4734.356
167.737,4725.132
168.315,4737.591
168.894,4738.805
169.472,4731.790
170.050,4738.348
170.629,4728.960
171.207,4738.003
171.786,4726.035
172.364,4729.346
172.942,4741.337
173.521,4743.550
174.099,4740.926
174.678,4727.793
175.256,4735.523
175.834,4729.717
176.413,4727.786
176.991,4738.983
177.570,4728.155
178.148,4737.950
178.726,4737.797
179.305,4728.122
179.883,4730.711
180.462,4744.535
181.040,4729.390
181.618,4726.996
182.197,4734.160
182.775,4728.679
183.354,4741.747
183.932,4740.713
184.510,4728.399
185.089,4727.870
185.667,4738.099
186.246,4744.083
186.824,4736.777
187.402,4747.979
187.981,4748.947
188.559,4747.417
189.138,4739.320
189.716,4743.804
190.295,4745.095
190.873,4749.112
191.451,4746.700
192.030,4735.577
192.608,4739.052
193.187,4746.922
193.765,4733.631
194.343,4744.454
194.922,4733.341
195.500,4743.273
196.079,4749.244
196.657,4751.653
197.235,4751.661
197.814,4755.549
198.392,4751.525
198.971,4749.266
199.549,4749.564
200.127,4753.696
200.706,4749.570
201.284,4744.697
201.863,4749.557
202.441,4744.567
203.019,4751.869
203.598,4754.042
204.176,4750.523
204.755,4739.156
205.333,4754.456
205.911,4751.150
206.490,4752.297
207.068,4753.526
207.647,4750.697
208.225,4750.098
208.803,4749.605
209.382,4745.279
209.960,4746.198
210.539,4758.491
211.117,4754.214
211.695,4745.154
212.274,4753.337
