X,Y
0.000,4086.618
0.578,4060.764
1.157,4056.010
1.735,4060.514
2.314,4075.246
2.892,4088.088
3.470,4108.586
4.049,4138.997
4.627,4162.692
5.206,4178.024
5.784,4187.805
6.362,4209.509
6.941,4214.392
7.519,4227.302
8.098,4245.638
8.676,4254.291
9.254,4253.398
9.833,4269.960
10.411,4269.729
10.990,4275.946
11.568,4291.771
12.146,4298.430
12.725,4305.405
13.303,4314.141
13.882,4312.876
14.460,4322.920
15.038,4328.942
15.617,4324.704
16.195,4340.364
16.774,4344.180
17.352,4342.211
17.930,4353.009
18.509,4348.654
19.087,4355.800
19.666,4370.847
20.244,4372.322
20.822,4365.930
21.401,4380.518
21.979,4383.753
22.558,4385.877
23.136,4389.615
23.715,4392.174
24.293,4396.599
24.871,4391.041
25.450,4395.914
26.028,4405.103
26.607,4398.416
27.185,4405.278
27.763,4404.780
28.342,4415.867
28.920,4417.910
29.499,4421.606
30.077,4422.519
30.655,4424.366
31.234,4426.352
31.812,4432.277
32.391,4432.306
32.969,4433.595
33.547,4437.084
34.126,4442.396
34.704,4445.145
35.283,4448.393
35.861,4437.874
36.439,4453.853
37.018,4453.478
37.596,4453.467
38.175,4450.054
38.753,4450.767
39.331,4462.940
39.910,4464.687
40.488,4453.642
41.067,4470.132
41.645,4472.541
42.223,4472.171
42.802,4471.909
43.380,4477.219
43.959,4469.862
44.537,4482.285
45.115,4470.728
45.694,4471.909
46.272,4484.618
46.851,4474.305
47.429,4489.978
48.007,4489.869
48.586,4483.208
49.164,4489.125
49.743,4494.675
50.321,4494.914
50.899,4500.822
51.478,4491.306
52.056,4492.820
52.635,4493.011
53.213,4504.928
53.791,4501.814
54.370,4498.786
54.948,4500.226
55.527,4510.453
56.105,4501.647
56.683,4512.513
57.262,4512.338
57.840,4519.722
58.419,4508.316
58.997,4515.212
59.575,4511.216
60.154,4520.691
60.732,4514.000
61.311,4514.590
61.889,4527.945
62.467,4528.488
63.046,4520.098
63.624,4522.994
64.203,4534.293
64.781,4539.337
65.360,4539.644
65.938,4543.306
66.516,4540.595
67.095,4546.089
67.673,4545.667
68.252,4538.238
68.830,4544.234
69.408,4558.131
69.987,4559.915
70.565,4551.700
71.144,4549.839
71.722,4549.018
72.300,4562.958
72.879,4562.981
73.457,4562.926
74.036,4557.814
74.614,4561.552
75.192,4571.056
75.771,4572.965
76.349,4576.374
76.928,4565.223
77.506,4565.715
78.084,4564.594
78.663,4572.569
79.241,4577.714
79.820,4578.987
80.398,4579.277
80.976,4576.708
81.555,4584.373
82.133,4585.440
82.712,4576.536
83.290,4577.777
83.868,4590.783
84.447,4589.250
85.025,4595.612
85.604,4585.147
86.182,4586.060
86.760,4585.823
87.339,4591.311
87.917,4589.065
88.496,4591.164
89.074,4607.440
89.652,4608.229
90.231,4609.048
90.809,4611.837
91.388,4610.568
91.966,4600.517
92.544,4602.082
93.123,4616.627
93.701,4613.639
94.280,4614.643
94.858,4616.542
95.436,4606.367
96.015,4617.528
96.593,4618.147
97.172,4620.161
97.750,4612.611
98.328,4614.667
98.907,4618.312
99.485,4618.026
100.064,4628.631
100.642,4619.145
101.220,4633.645
101.799,4630.707
102.377,4633.762
102.956,4637.345
103.534,4640.119
104.112,4640.690
104.691,4637.692
105.269,4642.413
105.848,4628.102
106.426,4628.777
107.005,4639.171
107.583,4629.439
108.161,4630.615
108.740,4632.724
109.318,4643.697
109.897,4649.332
110.475,4647.002
111.053,4635.929
111.632,4649.439
112.210,4646.295
112.789,4641.676
113.367,4650.779
113.945,4650.153
114.524,4651.536
115.102,4644.897
115.681,4654.466
116.259,4652.878
116.837,4655.150
117.416,4642.014
117.994,4642.321
118.573,4655.192
119.151,4654.659
119.729,4656.677
120.308,4648.901
120.886,4660.718
121.465,4648.125
122.043,4661.192
122.621,4654.864
123.200,4667.455
123.778,4660.430
124.357,4652.124
124.935,4656.596
125.513,4664.222
126.092,4657.792
126.670,4657.570
127.249,4657.056
127.827,4667.407
128.405,4669.871
128.984,4668.865
129.562,4670.708
130.141,4660.755
130.719,4666.542
131.297,4660.208
131.876,4661.022
132.454,4657.363
133.033,4667.006
133.611,4668.474
134.189,4671.724
134.768,4670.597
135.346,4661.564
135.925,4667.694
136.503,4661.291
137.081,4669.230
137.660,4672.418
138.238,4672.950
138.817,4674.862
139.395,4672.147
139.973,4670.140
140.552,4672.293
141.130,4673.279
141.709,4672.556
142.287,4672.580
142.865,4666.650
143.444,4666.829
144.022,4667.003
144.601,4678.021
145.179,4682.330
145.757,4679.492
146.336,4672.750
146.914,4684.644
147.493,4684.670
148.071,4681.671
148.650,4683.941
149.228,4677.521
149.806,4681.613
150.385,4680.813
150.963,4680.654
151.542,4682.050
152.120,4682.297
152.698,4671.907
153.277,4683.273
153.855,4683.872
154.434,4685.098
155.012,4688.406
155.590,4685.016
156.169,4686.443
156.747,4686.320
157.326,4678.920
157.904,4692.398
158.482,4676.390
159.061,4675.212
159.639,4686.692
160.218,4687.768
160.796,4675.067
161.374,4686.281
161.953,4677.897
162.531,4680.535
163.110,4688.437
163.688,4682.380
164.266,4692.164
164.845,4690.824
165.423,4691.749
166.002,4691.555
166.580,4681.603
167.158,4695.379
167.737,4696.679
168.315,4697.975
168.894,4701.850
169.472,4702.236
170.050,4690.232
170.629,4691.054
171.207,4693.204
171.786,4687.747
172.364,4699.175
172.942,4688.863
173.521,4699.523
174.099,4688.594
174.678,4695.198
175.256,4694.104
175.834,4703.475
176.413,4702.215
176.991,4701.731
177.570,4701.889
178.148,4694.071
178.726,4691.235
179.305,4695.538
179.883,4691.063
180.462,4697.403
181.040,4701.846
181.618,4700.564
182.197,4697.332
182.775,4692.250
183.354,4693.631
183.932,4691.455
184.510,4704.779
185.089,4701.358
185.667,4702.963
186.246,4709.643
186.824,4712.341
187.402,4710.319
187.981,4703.521
188.559,4710.260
189.138,4699.038
189.716,4710.333
190.295,4709.292
190.873,4705.941
191.451,4709.183
192.030,4714.554
192.608,4710.874
193.187,4711.856
193.765,4712.218
194.343,4705.106
194.922,4699.960
195.500,4712.658
