,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,num points,skele r^2
0,41,53.52783051771162,2.860909723407355,25.853658536585368,306.0,-1.083995418246563,1,55.285962320032944,0.9291773397755473,51,0.05088811002526794
2,13,17.70580432918432,2.1909703432049246,79.84615384615384,212.07692307692307,0.654800630287149,9,63.10256410256408,0.9569338095191882,27,0.9539426842292631
4,14,16.187003951028768,1.1163374094905687,87.28571428571429,198.5,1.482689532461841,11,45.28125000000001,0.9773360848629666,32,0.87173940509666
5,30,42.31772533721715,1.799107820703591,105.3,248.5,-0.9575302914401497,13,31.187375565610825,0.9737778492935444,51,0.9060187414381174
6,32,41.70743788076335,2.118873621117176,115.5,366.0,0.483883438391432,14,52.401493212669635,0.9756383978437723,51,0.9297641686763928
9,24,29.504664022568356,1.6674400951506145,144.20833333333334,458.5,1.217535246940958,19,43.31701357466061,0.991423616072703,51,0.9789900538534876
10,31,39.50241877863267,2.4953886967425922,180.0,456.2258064516129,-0.43872030133357864,21,60.92502262443437,0.9568305074994838,51,0.919869718106944
12,29,39.854590266005125,1.6911973282402764,250.82758620689654,327.0,0.975758304776891,29,36.206787330316715,0.9864404400919264,51,0.900778265184102
15,27,32.31867316539075,1.7908290070120017,309.3333333333333,102.0,-1.301269769675771,36,52.58361990950226,0.9703207269225723,51,0.6920889903194154
17,31,45.14889312033195,1.1486450682058622,323.0,436.0,-0.9145242733029677,38,52.5909049773755,0.9956261432517095,51,0.9738217412657284
18,26,36.79906403917316,1.5709675665877185,326.5,493.8076923076923,0.6183044253412466,39,47.67154255319151,0.9495597380871104,47,0.7230179461959005
19,18,23.61097199216309,1.7223373739586059,330.6666666666667,159.5,-1.0721745345387588,40,29.664796380090525,0.9194619636329953,51,0.8734195879672166
20,26,31.4609023466581,1.9119127899282988,341.0769230769231,127.5,-1.2642722570524105,41,59.46800904977374,0.9864219976671068,51,0.9821890022916744
21,36,42.88937948757198,1.47234297556888,374.5,315.4166666666667,-0.2504214478322331,43,70.86197023100733,0.9690977479925973,51,0.7522800511619289
23,25,39.04741585249148,1.1243287964812736,389.16,386.96,0.82105309303356,46,48.86823529411761,0.9935076941566936,51,0.9673791362436609
24,36,51.419095107150405,1.3975698807925137,413.5,169.77777777777777,-0.6300998519478158,47,56.19701357466062,0.988210605008404,51,0.8426753395228219
25,22,25.943945965431478,1.1510390450664687,412.90909090909093,362.5,-1.361174511292646,49,40.00959276018098,0.9699268149111634,51,0.8463189947879588
26,36,41.71134120547365,1.711562718488898,454.5,416.22222222222223,0.08718540011526872,52,55.4830769230769,0.9672713065005414,51,0.8545650852438191
