,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,num points,skele r^2
0,16,19.294457719374382,1.288953573746678,20.5,347.5625,-0.29956728168140623,1,42.90176470588237,0.9715925639788628,51,0.9707778688345174
1,23,30.498847137454405,1.2289444180261062,23.82608695652174,465.0,-1.0546751308978142,2,27.21701357466061,0.9353949725417909,51,0.9301711019901758
2,41,51.175352281867085,1.234314783610979,28.317073170731707,171.0,1.1804757917865616,3,57.52289592760186,0.9935310676758002,51,0.9248890161601024
3,26,37.13564141307898,1.6633165803039114,66.96153846153847,423.5,0.9173854095682022,7,48.62054298642534,0.9750157056785034,51,0.9560708934567326
4,14,19.73544997808602,1.333161762470551,63.285714285714285,209.5,0.954629857652767,8,27.889915966386564,0.9594745873332152,50,0.9599316239316239
5,30,43.14690744939145,2.4580796023373175,108.36666666666666,391.3666666666667,0.6705747614427804,12,38.73470588235293,0.992023095178863,51,0.969939393939394
6,25,23.206553234724943,5.466103453455414,124.56,160.2,-0.19325315255696002,14,43.79782805429863,0.9563666708130276,51,0.9434569874511279
7,15,21.116477278230565,1.3453411885197768,128.46666666666667,427.0,-0.9572117277116797,16,35.37941176470589,0.8976135376261141,35,0.8358746490285867
8,29,33.881409738020544,2.184724933431875,185.0,397.2413793103448,-0.1570071369073766,21,40.21357466063346,0.8784678463908141,51,0.8539958825280665
10,35,45.91180511780096,1.1676016796017588,203.0,370.0,0.49530914484733435,23,34.567647058823546,0.965929048120829,51,0.24853745998173538
11,23,31.69067058416463,2.038402346530452,200.0,66.43478260869566,0.5799184907532058,24,55.44665158371042,0.9898669748597557,51,0.9887585027379459
12,19,26.277394358791934,2.111159507472735,218.21052631578948,406.6842105263158,-0.6657762400731306,28,38.32674208144795,0.9266130698202621,51,0.9199659801311076
14,24,28.74615736078177,1.2769726744900038,231.79166666666666,218.5,-1.2984464186315616,31,35.28886877828053,0.9820210552729896,51,0.9176203561594267
15,36,52.40218549893386,2.346227204645746,244.86111111111111,436.6111111111111,-0.7813639583274762,32,31.369502262443458,0.9571236684112808,51,0.8757383472676183
16,24,35.4549135078585,2.693448292770529,249.79166666666666,216.25,-0.748168820106794,34,11.554117647058813,0.909860183711299,51,0.6567808864477744
18,19,28.5536668833196,0.9061299605118704,311.7894736842105,201.0,-0.8741811403447339,39,45.801221719457025,0.9861173435890355,51,0.9798375239162865
19,47,61.26251638847208,2.7049847039017116,344.0,462.3191489361702,0.4833637656933817,40,34.08267277512954,0.8735993215228663,51,0.07959753603572084
20,27,30.913435686641098,5.882487921273307,344.51851851851853,320.6296296296296,-1.109164701379198,43,52.531818181818196,0.9341611538800549,45,0.9477473057477229
21,54,65.11182437431101,2.2407524110602455,369.5,485.962962962963,0.29284517048752695,44,49.493710407239845,0.9370508099955498,51,0.4877520529009165
22,44,47.42268578726134,3.1827967319216572,370.1363636363636,448.8636363636364,0.26851307303103067,45,72.57384615384616,0.9926674854375019,51,0.9633340384495563
23,26,37.65092426429523,0.9818936103552774,413.5,362.11538461538464,0.6490849485094284,49,40.37384615384615,0.9808673401280286,51,0.9186074764924554
24,32,37.31485891720839,2.0859779454331573,409.375,384.5,-1.4272674806296046,50,62.86123177476115,0.9548578923865013,51,0.8928276234993966
25,67,68.25396803517269,11.986235880056773,438.5970149253731,477.35820895522386,-0.4718309901089415,51,41.18977375565607,0.9925262932974838,51,0.8496800055956173
27,26,34.47995509049137,1.1025140336451227,434.5,352.15384615384613,0.515740385613606,55,48.47484162895929,0.948614781670988,51,0.9775350437242798
28,29,33.575627489201004,1.4005085504451127,450.0,281.37931034482756,-0.08075391118063537,56,69.68895927601807,0.9801496014928589,51,0.9315202115153083
29,33,43.79183007640115,2.8346130008300463,450.06060606060606,346.0,1.0534875657687803,57,61.06343891402715,0.960283825067191,51,0.9450914181880768
30,26,39.34130248922992,1.110104793294211,476.53846153846155,299.2307692307692,-0.8156891712978988,59,47.046968325791866,0.9858492141917522,51,0.9663111747516424
