,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,num points,skele r^2
0,39,45.284170773126085,1.8617640448765087,23.0,349.7692307692308,0.10846334415885753,1,55.75990950226239,0.9911696053331043,51,0.8830368781525819
1,16,19.788297931690792,1.474199771619118,21.875,431.5,1.1983043191662455,3,43.31809063893018,0.8274151040286952,41,0.5306960847340396
4,25,29.63989843419716,1.4895706799197357,73.0,168.44,0.232503169659402,11,29.650226244343916,0.9226899448029671,51,0.7671868726042865
5,32,36.667006490778455,6.509561045509169,76.65625,435.71875,0.19494387964722157,12,30.335022624434412,0.9765534476166572,51,0.9037292978738479
6,19,22.344499596443658,1.3816415426572146,71.78947368421052,390.0,1.3726330342808382,13,32.97950226244342,0.9377970207374167,51,0.9327476670751249
7,16,24.921043369923872,1.1743497581101938,85.5,386.1875,0.7388857139890287,14,17.433167420814456,0.9243945069623425,51,0.7970058441662805
10,15,20.038694427065472,1.1063719953200783,90.4,144.0,1.0391544549192577,18,28.805158371040708,0.9723862012196063,51,0.9144955964413531
11,30,39.316774420370606,1.987774931347088,97.3,475.5,-1.0764062357751478,19,61.57537370924698,0.9289865016348694,51,0.9259400339812144
14,31,40.79461475133208,1.1537526006697878,118.96774193548387,314.0,1.0693740338188258,26,35.9153846153846,0.9926585448476096,51,0.8853620026523625
15,16,21.66704520084764,0.9882571853649071,120.8125,69.5,1.017281630208886,27,19.123303167420815,0.9806585034013605,51,0.595016088620432
16,37,44.25159846419211,1.90089934410818,140.0,67.62162162162163,0.26512745293591217,29,38.385022624434384,0.9886366893171177,51,0.972949245541838
17,31,36.254822183706686,1.9952966442013151,145.0,76.29032258064517,0.16276764001585226,31,42.66135746606338,0.9908144589765794,51,0.8665329994167491
18,22,33.86275560222529,1.040374002597995,154.72727272727272,395.09090909090907,-0.775701849651898,37,26.41565610859728,0.9841223530452118,51,0.8808155939953597
19,20,23.59482392183125,1.5761611902910906,158.5,236.0,-0.21277617658779463,38,27.04217194570134,0.8977142708952633,51,0.8765699158866388
20,12,14.747966772635584,1.026173293743458,170.5,202.08333333333334,-0.35982546910241464,41,34.698778280542975,0.9875402350509981,51,0.9801094641856803
22,36,40.47074691425138,3.1261742098396526,173.22222222222223,235.83333333333334,-1.3641386779437388,43,28.572036199095017,0.9190389720057871,51,0.7551051309714576
23,14,18.175536414592468,1.2192664744430857,182.28571428571428,340.5,1.0899680603395296,44,28.28063348416291,0.9466812617413776,51,0.9382397370227763
24,51,62.677741364519406,8.872574327506205,202.19607843137254,396.3137254901961,-0.5154925911495348,45,37.69294117647057,0.9331563111265644,51,0.9218863626484605
