,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,num points,skele r^2
0,28,36.37131657273059,1.2955119352505462,21.5,78.96428571428571,-0.4773536853660638,2,29.825067873303155,0.9606465134953093,51,0.9409917210015201
5,44,45.74334072226252,4.142263851438426,87.3409090909091,82.68181818181819,0.18366482821082147,8,28.97271493212668,0.9905939539579133,51,0.7648258105290847
8,43,52.56664770251783,1.2605892609267404,111.0,277.1860465116279,0.335435083412036,13,30.968823529411736,0.9478040904688492,51,0.7448622822569384
11,18,21.35769265625657,1.6169095520930157,114.27777777777777,165.5,-1.331473328162383,20,24.05529411764705,0.9866159219497926,51,0.817073699406956
16,20,25.36475031628117,1.6338425238419545,138.35,99.5,1.1407372064415098,27,29.234977375565652,0.9896260196143413,51,0.8420391473558484
18,12,13.808210118138652,0.0,151.5,158.0,0.0,30,32.72272727272727,0.9685172520559224,21,0.8854328017205735
19,49,58.96245406445711,3.007214335624066,203.0,253.83673469387756,0.2863144466105412,34,34.02126696832584,0.9229702858313198,51,0.6645105482345324
20,27,40.34620461253552,1.9910536470472242,195.0,272.2962962962963,0.6894968786701774,36,25.701719457013574,0.9852854092002132,51,0.8963609544585928
22,33,46.87728608417991,3.3679107126469807,211.45454545454547,237.21212121212122,0.7176954488232479,38,33.35832579185522,0.9255556640316515,51,0.6003388838249037
24,44,51.900207000307006,1.3034921701645108,226.79545454545453,355.5,1.363867455552792,43,54.426742081447934,0.9958758601642618,51,0.9171148883848957
27,25,32.88411055372016,1.3115155701364198,284.04,85.16,-0.5173721251310507,54,26.852760180995464,0.9328207497055676,51,0.7860335164283867
28,26,35.68231850678852,3.0269916624391486,286.5,201.84615384615384,-0.5744561310378646,55,31.209230769230757,0.9706340052360813,51,0.9276259356550179
29,17,20.6477796933405,1.6199416768247277,288.0,104.11764705882354,-0.3215937572450372,57,27.879954751131212,0.9746820885630858,51,0.9199389436318849
30,30,25.08380221453243,6.581673192872264,283.5,148.13333333333333,-1.48387945507497,58,28.10928571428577,0.9898279124214652,49,0.8920585767771642
35,25,31.67340334992779,1.4160226808858423,380.0,175.12,-0.4263175087253585,67,31.354932126696834,0.9633123476965032,51,0.8802939892510125
36,35,43.03128777222284,3.8073649373531393,392.85714285714283,234.0,1.217701553243089,70,30.706561085972837,0.9590472933895635,51,0.7712090524373965
37,18,26.951130428520784,0.9972929941693351,397.1111111111111,144.5,-0.8782812427889348,71,20.442166979362096,0.9701279324942422,40,0.8491719852627414
39,29,35.13911062685745,1.6556330398099584,404.9655172413793,418.0,-1.2606500424476863,74,30.094615384615423,0.9898464284436969,51,0.7857453183033184
41,12,18.87322099260178,0.8309141070558467,432.3333333333333,357.5,-0.8198049045214054,78,12.187943262411345,0.8862987958404022,46,0.7978203830544118
43,30,40.6637942470569,2.048916702856479,470.53333333333336,204.8,-0.5629939255066688,84,31.23837104072396,0.9725300009978094,51,0.7609660463175262
