,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,num points,skele r^2
0,29,38.88565820365619,1.9822631715459882,26.0,258.7241379310345,0.5350492674227686,1,37.09556561085975,0.9921102409562969,51,0.8336627909968302
4,14,18.553567090094646,1.403292509069315,184.57142857142858,325.5,-1.0517015832280106,17,53.18750000000001,0.9779011443876309,15,0.9618902516700722
5,29,34.50533974333175,1.7990174537549333,189.06896551724137,295.0,-1.3244387741235624,19,60.91773755656107,0.9371772773507973,51,0.9231855879606744
7,21,30.219157625982174,2.2375419568572235,201.0,435.42857142857144,-0.6430217225547489,21,38.66723044397466,0.9705624814024996,44,0.9336513099351152
8,26,35.04831273015985,2.141538925655572,217.19230769230768,393.6923076923077,0.9459095418666966,23,41.24805429864251,0.9823137744745678,51,0.938138033329074
9,33,38.80472993519693,2.5684577202032117,215.66666666666666,292.0,-1.3778206604396297,25,71.54894748388867,0.9931985986758636,51,0.9520172137551672
10,24,29.50398489525852,1.671123298304071,267.5416666666667,251.45833333333334,-0.3785491396638842,28,38.25322948328271,0.85811498430692,48,0.8239847071461415
11,28,36.45919645060844,2.1074344331975876,276.5,66.5,-1.0882523327244358,30,46.525357466063326,0.8442351045885863,51,0.5429964006783223
13,43,49.83211473876083,7.826466651813117,301.86046511627904,456.86046511627904,1.064896269525075,32,24.878506787330327,0.9326279219159866,51,0.945108225108225
14,26,30.152576056254535,3.797339898913491,303.5,482.4230769230769,0.1014525015309822,33,56.2774774774775,0.9882834444225134,36,0.9641049893507115
15,20,23.186161460051633,1.8335530394336392,314.5,378.8,0.10254498740651215,35,47.134389140271495,0.9606745196591568,51,0.9378578709772801
16,31,43.79104683777409,2.5703003129809834,318.7741935483871,349.19354838709677,-0.8484142125600082,37,39.71819004524886,0.9883598283747872,51,0.9709720532619558
17,44,67.88693364256638,2.0870975413187374,331.8181818181818,295.1363636363636,-0.760297778146211,38,33.6570135746606,0.9721519461779201,51,0.8581565360288688
18,30,37.9521842065921,1.7089771320266482,336.5,441.3333333333333,0.42251606693410904,39,56.446998480243224,0.9100227869615531,48,0.8493584581452052
19,16,21.685758743662745,1.2156758250680135,333.875,79.5,1.0155525250198136,40,38.13733031674207,0.9748402600842235,51,0.9683746942964451
20,39,54.23090405954617,2.3208679808983805,373.20512820512823,155.25641025641025,-0.6280436594992554,41,30.05819004524893,0.8990442991165276,51,0.11860371966255334
22,33,39.72194147245868,1.6741597956244523,365.24242424242425,70.0,-1.2826810632312695,43,53.97798190045255,0.9715312536065867,51,0.9211733159245894
24,17,24.63691828024218,2.213072565150166,372.52941176470586,464.6470588235294,0.8179727135635498,45,29.366108597285052,0.9733743591359472,51,0.9564886412390098
26,56,67.85909634133219,3.3548902568869936,426.19642857142856,208.41071428571428,-1.2358333125858085,49,73.42969261997959,0.9156477739615642,45,0.9265357042377993
27,34,46.09108331444144,1.464551423998563,428.55882352941177,363.5,-1.0183740395917535,51,49.44375565610859,0.9740083202916979,51,0.8624276312210659
28,28,33.93428179967355,1.1317443487628747,432.5,388.35714285714283,-0.31073524329852453,52,22.977104072398195,0.8323450327693311,51,0.6657196792404462
29,17,25.97042043374456,1.2342696885580122,454.47058823529414,347.0,0.8118194160763058,53,60.76000000000002,0.8949117628320841,24,0.9349479166666669
30,28,42.363754078529276,1.8914667579272413,467.57142857142856,417.17857142857144,-0.7645351315434212,55,51.11203619909501,0.9853024221771207,51,0.9714815827690398
31,34,39.36790640235186,2.38110806127516,466.1764705882353,394.5,-1.4909164086604594,58,72.04203619909505,0.9885657791065211,51,0.968133849420888
32,20,23.354345875414754,1.1893396199142279,481.5,388.65,-0.15774792011574268,59,44.715746606334825,0.9430589649742678,51,0.9527387675942561
