,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,num points,skele r^2
0,15,21.841268175153402,1.2396702298630877,14.266666666666667,465.53333333333336,0.7930254508643447,1,30.454545454545467,0.9469904210291824,22,0.8037061381641466
1,24,31.41352414265857,1.352549380797585,27.5,466.9583333333333,0.49241758762063403,2,29.537307692307692,0.8449472374950007,25,0.7888397112352246
2,6,7.796103786810279,1.2012443412997404,20.0,342.6666666666667,0.8605838774010155,3,29.27272727272728,0.9658385093167702,22,0.8986907512427359
4,14,18.553567090094646,1.4032925090692971,72.57142857142857,357.5,1.0517015832280103,8,27.29597701149425,0.9671335354020953,28,0.7944715380431198
8,20,24.115448606194224,1.5508509025709183,114.5,102.95,0.29685551286422535,15,26.811693548387048,0.862395863257684,31,0.713258587011272
9,66,65.27874160882014,9.326883767862453,121.13636363636364,302.9848484848485,1.1950386768993946,16,45.931577532565534,0.961036867855991,51,0.5408638787021922
10,10,13.04211303785702,1.2582875298436214,112.9,264.4,0.9879063929067036,17,27.91532258064516,0.9782585181179015,31,0.9331223818746903
11,25,31.10163729346707,2.1128553347586068,123.96,460.68,0.4058232765838121,18,38.42045454545455,0.9570018303477662,23,0.8149977190480056
14,27,31.300454896305332,1.4783441197778204,126.96296296296296,163.0,1.4744190734009626,22,41.189773755656084,0.9297786137322624,51,0.9251878663925548
15,58,74.94594186924482,3.155120699788146,154.05172413793105,374.51724137931035,1.101165162263351,24,89.2972083228745,0.9682754628906437,51,0.6717253297221788
16,11,15.391853515200072,1.052318531739773,144.0,109.81818181818181,-0.6078505726776158,25,41.35569940006315,0.8024131049147963,24,0.850407144696571
17,11,13.633230693044693,1.2802941465261266,151.0,182.9090909090909,0.3840704967357892,28,16.518181818181837,0.9160390962986702,21,0.7200832466181064
21,38,49.30377741710883,1.7508598583336423,193.5,233.60526315789474,-0.4745280003872348,34,34.035837104072385,0.9886909456707011,51,0.8358601223660902
22,13,16.292934279621452,1.30839221683419,184.0,90.38461538461539,0.4076768245712609,35,14.586436170212771,0.9254441783286343,47,0.8659664530186861
24,15,18.293797876168036,1.1250991755391053,193.0,351.06666666666666,0.33480553691569465,38,39.7657894736842,0.9662549895864463,20,0.9057793334808792
26,37,42.98632274944124,5.026229326589721,226.45945945945945,260.86486486486484,0.5949437311901173,45,9.541223404255332,0.8160951814396197,47,0.40296348379362956
27,23,31.477934602743968,1.4724090915562724,280.0,186.3913043478261,-0.568831051096453,56,26.341843971631235,0.9825271591918003,46,0.9170215584932407
29,49,62.1464157918556,7.899436479096192,299.9183673469388,453.18367346938777,0.9874564955991992,60,34.80391120507402,0.9828987494950754,43,0.9084441571720332
31,42,48.493830383133236,3.3744575156220797,315.5,225.8095238095238,0.020516257665678782,63,60.40778280542984,0.9665508893237326,51,0.8929711329562253
33,16,19.931075821309122,1.5818396268986779,333.5,451.125,0.3906838664576051,72,30.9016129032258,0.9790622131205423,31,0.934112862507706
35,23,26.54984650417862,1.6538259302535236,380.0,400.6521739130435,0.03569669826536043,83,30.462847608453824,0.920707384377992,30,0.8555075453963931
38,21,29.5697958089723,1.9803940002390605,404.04761904761904,434.9047619047619,-0.6301116020904008,88,18.176244343891394,0.9334821948506231,51,0.6488403540708241
39,10,14.863569299741986,0.913404440413757,413.3,191.5,-0.8819573763804843,90,12.221568627450981,0.9076537628844923,35,0.7386316771250375
40,31,38.01102279480948,1.6695916599566023,430.0,399.6774193548387,0.3448915617042102,92,38.33402714932125,0.9765069992834126,51,0.792403735448054
41,22,32.95139316562402,1.4399503600848034,431.45454545454544,420.72727272727275,0.7061837869517755,93,25.775862068965516,0.9757633136094674,29,0.7361688633381422
42,14,22.48927848221069,0.6606322594517576,434.5,180.57142857142858,-0.7717460948359898,94,17.659004524886875,0.9720109593467597,51,0.9264044811377289
43,20,27.596553596431374,1.2450821656783557,439.55,286.95,0.6023969342716685,95,31.59545454545454,0.967523926295752,45,0.8288114145339927
45,28,33.52382924561526,1.775633045094262,448.5,453.75,0.2701988195010984,97,28.73959276018102,0.9641002739934343,51,0.926000628184477
46,16,22.090907935479688,0.9958848257506994,451.25,430.5,0.9869004070807147,98,19.93495419309373,0.9273153746506777,44,0.8713797001401844
