,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,42,49.80972058459491,2.5445487776539193,32.5,443.85714285714283,-0.23157054161057206,3,127.77272727272738,0.8816197129713895,0.15742064426211155,2.413111909921852,NCD_YFP_ilid,0.001,0.04,50.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
4,4,63,73.87876113615299,1.3183993313011289,80.0,467.0,-1.3947286953944595,9,92.54950226244337,0.9795892908505648,0.9729377982048409,6.138585279077546,NCD_YFP_ilid,0.001,0.04,50.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
5,5,63,74.12364115086234,1.6878494872699727,140.0,351.8253968253968,-0.19378356870920868,10,130.8325339366516,0.9852625099952893,0.981558330545318,5.300017240828242,NCD_YFP_ilid,0.001,0.04,50.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
6,6,16,20.96486044243284,2.4443049378739024,145.625,459.375,-1.0020047897182531,15,44.23076923076925,0.9024000000000001,0.9620187304890739,2.147262928185056,NCD_YFP_ilid,0.001,0.04,50.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
8,8,83,95.83424823967026,2.244219633221675,217.0,46.75903614457831,0.004704278915611349,20,123.77330316742085,0.9520542672852951,0.8498597037424862,7.485276252780665,NCD_YFP_ilid,0.001,0.04,50.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
9,9,67,79.93652676329046,1.8070757697849589,186.26865671641792,314.0,1.3159617359602898,21,104.31488687782809,0.9908567626902511,0.9951306007437575,7.25301559927064,NCD_YFP_ilid,0.001,0.04,50.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
10,10,30,38.5410849232287,1.7404647037263892,223.53333333333333,199.56666666666666,-0.46803698545153705,23,157.34090909090938,0.9512168739859386,0.9134058613420862,4.59375619147799,NCD_YFP_ilid,0.001,0.04,50.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
12,12,20,31.49185928745244,0.9070824765672387,239.75,29.55,0.8068798857261513,26,5.05583710407237,0.8141805568243772,0.1753870623517787,5.288479411631426,NCD_YFP_ilid,0.001,0.04,50.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
13,13,93,105.03078528593234,3.837185264980281,322.5268817204301,55.43010752688172,0.10735763806345268,28,158.3727574386398,0.9827980729122072,0.8979733724428136,8.997166247891393,NCD_YFP_ilid,0.001,0.04,50.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
14,14,25,30.877581671564492,1.456210876166146,322.0,273.28,-0.36534142457361884,30,107.7863636363636,0.9247959238391624,0.9558916194076874,2.5071399327682498,NCD_YFP_ilid,0.001,0.04,50.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
