,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,42,60.24228943777145,1.791991768280669,31.11904761904762,403.5,-0.9350309080038238,1,108.48194570135745,0.9773838288431704,0.9882219038709315,5.096476052760612,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
2,2,62,71.94842865387433,1.9880216958896149,92.8225806451613,164.5,-1.4698063249122038,6,144.33176470588228,0.9904412501132694,0.9874425870471535,4.949111155268347,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
4,4,66,79.97969724778358,3.4054327387555974,163.5,191.96969696969697,0.30888717364851376,10,144.9135876550474,0.8564989650810453,0.8906715494064864,6.2935330661433335,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
5,5,30,31.27604195362351,4.7791537772176165,146.53333333333333,92.13333333333334,0.06092649584921442,11,146.33499999999998,0.9416359886544222,0.9741139170609155,2.516102604744835,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
7,7,46,67.24584423803134,2.3956927740311635,206.93478260869566,141.1086956521739,0.7516259438696574,14,118.59212296958812,0.8200479452105118,0.5410969942399786,4.023731770700096,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
8,8,24,33.25722573652898,1.123606632727757,215.29166666666666,43.5,-0.9833391385428463,16,32.6996596710153,0.9363375020146767,0.7686723506282827,4.4468181941048535,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
11,11,57,81.40131473302378,2.942798419203645,297.9298245614035,60.85964912280702,-0.82806215318402,21,155.92018839983544,0.8461959952630133,0.8490122023993727,8.237800286243838,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
14,14,71,82.0032220522963,1.3131262982644383,354.50704225352115,390.0,1.5448397615611067,30,104.54800904977373,0.9793760254239385,0.9896747385943501,2.161989744960922,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
15,15,57,73.87665624376723,4.281013168805097,380.05263157894734,282.0701754385965,-0.8381038074306225,31,99.22319943622261,0.8896670565200808,0.9667579095863863,5.041837063082847,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
17,17,31,43.83206185459089,1.7642211777665708,403.03225806451616,25.870967741935484,0.6247699217521487,34,264.18636363636375,0.9616408713868064,0.8952686980609423,3.3774309225344266,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
19,19,36,47.84613831140754,1.3029451138132961,437.5,426.69444444444446,0.5188902187287127,39,69.36113122171945,0.8870267826582625,0.8562035792074336,5.595145843869311,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
20,20,31,35.584450709300555,2.6180236320879215,451.4516129032258,341.03225806451616,-1.5394442583315437,40,134.36397058823525,0.9881620058607774,0.981773894466781,3.188409786370122,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
24,24,45,54.95958025203911,3.8796200973702755,486.9111111111111,122.0,1.2373928109617813,48,110.66059491978608,0.9695469625434975,0.997109940325283,5.152827412370222,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
25,25,26,35.320532110940114,1.2727037022250896,499.84615384615387,172.5,1.014375900339572,49,52.91229946524063,0.8412890461465707,0.9628895507343086,3.7971332123360613,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
