,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,15,17.362420215644715,1.0261729493796083,14.0,404.6,0.09646938242302619,1,34.4149048625793,0.9913648420668331,0.9273781230471488,1.8115106479806586,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
2,2,22,26.35655964297743,1.3999510561899209,20.727272727272727,445.5,-1.296932227376734,4,55.11109243697478,0.977177618631602,0.98566259179862,2.266000637552355,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
4,4,42,48.87140016433425,1.6032382735069233,45.166666666666664,431.5,-1.4446796142186358,8,78.96537815126048,0.995624850061053,0.9612353343415792,4.49417276429654,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
6,6,35,40.39801975344831,0.0,87.0,442.0,1.5707963267948966,17,59.827058823529384,0.9775179445889667,0.9172304897154415,4.09008038699278,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
7,7,15,19.786051113127808,2.0431357201409934,98.0,365.06666666666666,-0.5115673417380702,18,59.2394499762921,0.9695907010574981,0.9684674347385263,1.19435813763417,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
8,8,35,40.45288751551393,1.4916823210633476,144.42857142857142,37.0,1.5186716124086777,23,74.19915966386557,0.9937003109190231,0.9729571122856102,2.7836468604280924,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
9,9,25,35.37776469020296,1.4656621454580987,157.0,12.04,0.6181147252347781,24,53.29428571428574,0.9902007439771754,0.9629700394555784,,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
10,10,24,29.287965639303337,1.3306480626155377,153.66666666666666,232.5,1.2384532568026136,25,45.66369747899157,0.8614782668622489,0.854086891701068,2.1565902516681503,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
11,11,23,29.799225866936723,0.9945473838762883,181.7826086956522,340.0,1.097921074098115,28,61.05630252100839,0.9841375666242889,0.9746919104787561,2.114405660932071,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
12,12,58,79.83851769026187,1.7058092082750878,204.51724137931035,285.5,-0.9947920274150843,29,44.60453781512606,0.9806882120755964,0.9824043811151837,9.956191024039756,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
