,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,27,32.72274377207951,2.74245871570618,71.29629629629629,219.0,1.2589174744650444,2,152.07500000000005,0.9744593095600365,0.9864518840607929,2.3965413510300593,NCD_YFP_ilid,0.001,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
1,1,80,93.24029671270085,4.287723046968506,132.9375,250.5,-1.4338214193451215,3,182.04789915966387,0.990021327119216,0.9931795855498349,4.76601746006485,NCD_YFP_ilid,0.001,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
2,2,25,28.87216726157983,1.147326291583082,155.24,488.0,-1.5269088903871448,4,138.6527347781217,0.9863591810291237,0.9421280453781479,2.409597526926365,NCD_YFP_ilid,0.001,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
3,3,23,26.58452900866323,1.5111622475412032,177.65217391304347,343.0,1.5084217883447826,5,142.17735042735043,0.9876480518610007,0.9752658040119296,1.5850634675821806,NCD_YFP_ilid,0.001,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
5,5,18,21.45605245984803,1.2305917479512514,357.5,109.77777777777777,0.25722361972859487,13,168.89215686274517,0.9915713162721635,0.9881579763159527,2.4918218524403737,NCD_YFP_ilid,0.001,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
6,6,81,93.91382782902251,4.7200857871455115,388.24691358024694,86.0,-1.4794897785658825,17,179.6863348416289,0.979000203309508,0.9760228123603975,5.0211875075906365,NCD_YFP_ilid,0.001,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
7,7,75,103.17866888895884,3.4036022865221534,427.8666666666667,113.0,-0.9955878395618923,18,194.48888355342135,0.9481402693243929,0.9720045314051308,6.214611343767197,NCD_YFP_ilid,0.001,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
8,8,26,31.230542390882885,2.221991368098958,420.5,341.46153846153845,0.28238532007865325,20,199.63003095975233,0.973808344138191,0.9695999999999999,2.726934998777865,NCD_YFP_ilid,0.001,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
9,9,34,40.66040688705625,1.3327769798398705,425.5,437.52941176470586,-0.2649786171724026,21,167.36923076923057,0.9863406174434248,0.9876632499255955,3.3391084930197383,NCD_YFP_ilid,0.001,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
10,10,54,69.71030645572421,3.8176802858987644,471.8333333333333,144.37037037037038,-1.0819319268349283,22,201.67843137254908,0.9174993464602649,0.9299664404366328,3.6833866833820004,NCD_YFP_ilid,0.001,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
