,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,26,32.02957336598376,1.8007011599986114,21.076923076923077,73.5,-1.2123033892705422,1,30.429579831932752,0.9738656409048847,0.8002841695819082,4.980452924256266,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
8,8,42,49.12566052245507,2.1302485672152827,166.5,78.45238095238095,-0.16199815903793757,13,47.4997739076492,0.9772822752908604,0.6053583143881398,4.957841278037364,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
9,9,34,49.96200592063598,1.553667062582,163.23529411764707,412.3235294117647,0.8693238193403868,14,40.91394794721414,0.9783120656674811,0.9393206806171115,3.7930125687437277,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
10,10,33,39.42069236081199,1.357838185507092,167.0,245.8181818181818,0.26096083683993854,15,47.793613445378114,0.9952679851053157,0.9351696129573839,3.9898533192587697,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
11,11,28,33.86190013881748,1.7333124501881627,156.57142857142858,261.5,1.2665590341945625,16,21.87126050420167,0.9441837375633195,0.8429530029687954,4.648594086714115,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
12,12,38,40.61599882264392,2.4892961490465924,167.3684210526316,271.2894736842105,-1.547460311554902,17,83.49858156028371,0.9894465601113122,0.9314003010864621,3.7915665356056225,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
13,13,45,54.10661100688508,1.7801590763965685,172.37777777777777,454.0,1.2872636593105102,18,38.268907563025174,0.9573603917967554,0.899740288352197,6.1833352673912865,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
14,14,44,58.799551994363014,2.3428013829711136,203.22727272727272,441.8636363636364,0.6301377011711096,19,35.04504201680669,0.9366201888652516,0.8647999063265057,7.218316800645881,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
21,21,62,71.62007812646112,1.7586998563079819,327.5,245.17741935483872,-0.03256839417369872,30,67.92537815126055,0.9041069051714986,0.9323785093830677,7.322034831767567,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
24,24,9,12.157929737720387,1.2321030094872822,344.0,384.0,-1.0117873993092164,34,57.70104895104894,0.8532778108268887,0.9027546318988331,1.9803022146629483,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
26,26,12,16.022613081377717,1.6493375909461594,424.0833333333333,117.16666666666667,0.8717840068427115,36,146.36363636363635,0.9063461538461539,0.9594813879919355,1.9916535474234254,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
31,31,17,19.672247906362344,0.9943950322545286,502.52941176470586,245.0,1.4825629201783064,43,18.576923076923105,0.8730158730158737,0.5106553436949212,1.8265820327371154,NCD_YFP_ilid,0.001,0.04,40.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
