,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
1,1,30,36.01737617677541,1.4274110233356636,30.333333333333332,46.5,1.2912820674951362,2,78.28738273921203,0.98862368422392,0.8803183923001201,3.5630011290091264,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
4,4,60,84.5117317237535,1.4198908201708906,132.5,34.36666666666667,0.6100462796684376,10,96.89378151260503,0.9962121287600941,0.9682039389197696,,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
5,5,49,59.7832355486185,2.1772132514935136,185.0,229.42857142857142,-0.32965503416642894,13,98.3665546218487,0.9701580206936636,0.9184016513355472,4.1782930799030344,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
7,7,59,70.205761069271,2.5541548047431375,174.74576271186442,377.0,-1.3261198795960096,16,118.67226890756294,0.9959914609173572,0.9874900549404472,4.734340104670701,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
8,8,42,60.98407713353199,1.6437680370506982,197.0,26.238095238095237,0.7215484133322214,17,71.12991596638655,0.9873984869691665,0.9282725199808214,,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
9,9,62,75.14309678392468,1.7287194284231748,187.88709677419354,428.5,1.2616216452573976,18,127.69831932773108,0.9904377415342722,0.975751434970333,4.67275679090389,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
10,10,57,70.63541790128936,2.1396324988188495,232.01754385964912,284.03508771929825,0.37658730726442957,19,93.20218487394958,0.996702248354798,0.9715159690550907,4.6910215711070995,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
11,11,41,63.27693383127898,1.4887707974013253,248.3170731707317,441.0243902439024,0.8409072218339604,24,98.35744680851069,0.9936980909464778,0.9719247566472302,3.701508916400167,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
12,12,49,57.231301776038585,1.496352770546407,237.59183673469389,191.0,-1.4184100891477636,25,55.312100840336136,0.9949970373506085,0.9610912550251604,6.05960586403745,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
13,13,14,16.76534035734194,1.479415027952112,276.5,195.78571428571428,0.27849295654115497,28,90.0538461538462,0.9781381112470617,0.967431640625,1.9540282955789394,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
14,14,59,69.51118823755742,1.3998999455110142,290.3050847457627,476.0,1.37017321956167,30,118.58722689075627,0.9861885454189391,0.9886903401052277,5.496656901471906,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
16,16,59,76.35036024138466,1.685472953635399,362.1694915254237,439.0,-1.1020045631538682,34,104.92638655462184,0.9891396207270929,0.973454121394244,6.277120178659397,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
17,17,24,35.09579677444079,1.6854092448740439,400.5833333333333,255.5,0.9081945057334635,36,45.16504201680671,0.9233642427587312,0.8643385134818978,2.841410013872424,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
19,19,48,55.97892827942991,1.8310227311525722,434.5,461.3541666666667,-0.14231630080852137,38,107.17999999999994,0.9816364055983609,0.9715655371192151,3.012227927883954,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
20,20,35,49.964769614379875,1.433762509260744,472.0,153.11428571428573,0.6421047247259732,43,71.9068907563025,0.9423781341695723,0.9439216152387814,3.2008160121926017,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
