,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,78,74.63860642081008,12.069715700135216,44.88461538461539,432.61538461538464,1.3975642995816842,3,177.5547723089235,0.9936444302193339,0.9623414701675959,3.3443676608782402,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
1,1,22,31.236384722562843,2.4238494845074077,56.77272727272727,33.09090909090909,0.7017535164954614,4,97.3881118881119,0.8978805394990366,0.9464869866673618,2.2354807534330434,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
2,2,11,14.646209396757108,1.0127884226176809,87.0,155.72727272727272,0.5297432805253887,9,88.55000000000004,0.9713817362202035,0.9375000000000001,1.3685913284310036,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
4,4,81,93.64133285786146,1.7342239251912346,150.12345679012347,347.0,1.520640497631778,14,152.9751260504202,0.9851462217765,0.9679072980784967,5.171083275774886,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
5,5,66,91.33958202663489,2.0266684818581924,258.5,298.0151515151515,0.584159294518232,19,128.56806722689072,0.9892924457860208,0.9866417581657196,6.247564472034484,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
6,6,91,106.43410017313936,11.629288748808486,289.0,221.86813186813185,-0.16116442611617204,21,217.38613160632664,0.8948478356645309,0.706675569733669,8.709567268241095,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
7,7,83,99.74065496921385,3.24036430932766,331.0,201.49397590361446,0.28098956814459647,23,138.97411764705885,0.9816174508205472,0.9704068356452995,6.350596135254395,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
8,8,81,94.97662589040354,1.9359247680430565,301.4074074074074,83.0,1.3956151708731035,24,108.11018843153798,0.941192247100297,0.2592537738838626,5.304297770573366,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
12,12,67,84.07899180690215,4.6613104205693805,384.4776119402985,286.95522388059703,-0.48110869315130483,29,227.6689189189189,0.9578011455631928,0.8819287164949898,4.40472157293432,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
13,13,60,69.36014286937522,3.182857386038125,422.5,458.2,-0.05035553938393129,31,195.94086429844933,0.9116626086036554,0.9733212829778614,3.1358149017848285,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
15,15,47,65.993964445115,2.2958831922926253,466.4255319148936,361.72340425531917,-0.6495124179097022,33,94.06115384615383,0.8545563524736701,0.9854974444197528,4.101459508101819,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
16,16,21,24.23299326399588,1.178086502454838,463.0,292.85714285714283,-0.0312325831919172,35,142.4230769230768,0.9828093051965587,0.9834068473009872,1.890836990701812,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
17,17,25,30.5578152743588,1.5856625297218996,467.96,223.0,1.233863755369383,36,128.63111888111874,0.9256975135145485,0.8965254519769528,2.8662290800172303,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
18,18,81,93.87347332000988,1.7342746494397403,489.38271604938274,297.0,1.4844192309589235,37,173.4871974292498,0.9430278875536287,0.9981116217077387,7.44972360440677,NCD_YFP_ilid,0.001,0.04,100.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
