,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
7,7,101,79.11000054668811,15.943820181334312,53.12871287128713,100.36633663366337,1.2386138929346373,10,74.5635524523535,0.9785257397317239,0.5820104587270929,7.771173462340183,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
9,9,34,44.38492685600095,1.176057939942697,75.5,442.0882352941176,0.4863151927823871,15,36.973949579831924,0.944514777559871,0.7796860928345811,5.467461976190477,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
12,12,21,30.812190285514205,0.9410493080564819,124.0,40.523809523809526,0.6667032444634049,23,13.91210084033614,0.9053724364328611,0.3325268597120442,4.241431004642148,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
17,17,30,35.891084095752014,1.5169685371713895,141.83333333333334,394.53333333333336,1.2817761277502564,29,53.69243697478991,0.9300343074065953,0.931553171467073,2.8077963894829523,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
21,21,32,36.968113867963154,1.0528803565980167,166.625,470.5,-1.5268006857737548,34,115.62727272727275,0.9064252523634032,0.6187227810536864,4.947296021655986,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
23,23,59,68.78063475255186,2.908631087434237,178.96610169491527,425.0,-1.4317022491154752,37,49.38235294117643,0.9367602176768624,0.9238453263962031,2.233415220844707,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
27,27,32,44.74730514024259,5.5162199635275355,239.625,269.25,0.9160056116828403,46,45.5537926926132,0.8810790563103764,0.5771624066629245,3.5095654462123345,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
37,37,19,19.732466521850363,5.262459204156551,369.6842105263158,314.2105263157895,0.9700760516528288,65,11.024537815126031,0.8165402493070973,0.7230607098498272,3.0077882977091295,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
41,41,88,104.23825208358402,3.479340573105154,408.27272727272725,354.5,-1.3455075413902413,70,94.58085909123963,0.9107197811588554,0.7553611850010798,5.082395304504901,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
42,42,118,80.82878955744123,15.2228141185265,428.43220338983053,450.79661016949154,-0.7089087616015518,71,73.62653846153843,0.9742870057104619,0.9540033057851239,6.721655013317082,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
47,47,42,52.53971884071587,2.4327104622103595,466.14285714285717,236.5,-1.174838585635801,78,83.4788493859082,0.9467730688950032,0.9363388780420997,4.43132980297677,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
