,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,52,69.34923040948523,2.6194954485604094,27.75,415.0576923076923,-0.5669948898093352,2,81.83316742081446,0.8586820138497754,0.853796158827937,5.013685756813143,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
1,1,55,77.78825913415679,5.8064908437535125,31.90909090909091,191.47272727272727,-0.8090760749873633,3,132.45725510864105,0.8917151564459223,0.923556426298777,5.3832808332590245,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
3,3,15,19.008086272993904,1.0367634545271605,32.0,365.53333333333336,-0.43014292498841816,5,129.37499999999983,0.9846913580246913,0.6193293885601576,2.3729909024285085,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
4,4,23,27.71125810406109,2.0639979005771085,52.0,13.0,-0.29349599623585804,7,152.15384615384605,0.8299418604651165,0.8064034913707598,3.3870576387496785,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
5,5,15,18.50643367525588,1.1854307051398916,49.0,504.8,0.36659351090327497,8,77.65882352941179,0.9539336704342654,0.8998808769686177,2.3533497329019832,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
6,6,66,72.9406659951641,6.787399666133026,75.07575757575758,350.8181818181818,-1.2639809225933916,10,128.82185520361986,0.8355723151249954,0.87213718097569,5.271518898755839,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
10,10,32,39.43257408324345,1.5792327787621336,98.53125,250.8125,0.3727984862922051,15,90.87234237536654,0.9830485003393195,0.9457870580045504,3.68454606048657,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
11,11,48,57.33699970450433,1.6738572875257711,97.25,343.5,-1.310933768527101,16,174.85611631016053,0.9887072395757139,0.9819586378237789,3.1686444504203535,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
14,14,72,84.66693714642858,1.9603794469553684,200.75,458.5,-1.3799412580127923,25,166.0194117647059,0.9947579233520146,0.982047703355471,4.929219847926069,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
17,17,61,66.94591693692051,7.902569304030799,269.0163934426229,237.2622950819672,0.2378992710848164,32,126.03719512195124,0.9862527712562422,0.9940131194314787,3.932029310086112,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
20,20,77,88.91231753811199,2.956540069446654,328.0,505.7402597402597,-0.013316427477812844,36,94.39262443438906,0.9798057743283374,0.9459716427050479,7.734717702516833,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
21,21,22,29.98804057118071,1.8692999238623442,311.90909090909093,113.5,-1.0076656796688468,39,66.12036290322588,0.8325164621415935,0.6967868104298304,3.6035970981299537,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
22,22,13,14.9940950788119,1.122476282259515,320.0,95.15384615384616,-0.060706758790069586,40,53.961538461538424,0.8374092985756515,0.8383820911251343,2.382626520996252,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
24,24,30,36.50533735401448,1.0996515623070788,326.53333333333336,147.5,-1.2480082909783012,42,16.631809954751105,0.969645376354855,0.847194086424081,5.053840931252106,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
27,27,11,16.23014212447877,1.2546801012249564,336.0,433.72727272727275,0.6795693297731399,46,57.986584107327104,0.9878709260734039,0.839441459975078,2.593567258287403,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
29,29,26,30.295394297310366,1.4472075919789331,363.5,343.5769230769231,-0.1399202613290904,50,119.41842105263167,0.9787362541805505,0.9918549034787527,2.9377843421923946,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
31,31,66,76.2026281180617,2.4398476038771455,470.5,375.3636363636364,-0.005474715614410888,56,106.0560180995476,0.9577117798361706,0.9896119442758551,5.944939976205761,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
34,34,18,20.888815800499607,1.3709838347042238,494.5,311.8333333333333,0.11454955234653254,61,105.83382352941176,0.9824282189490964,0.9794694348327566,2.4313906413995903,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
36,36,14,21.314842347537137,1.7035214984131606,497.7142857142857,76.64285714285714,-0.7985102074918103,63,59.95500000000003,0.9455739888200837,0.9633274077402784,2.448408678215625,NCD_YFP_ilid,0.001,0.04,40.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
