,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
1,1,11,17.500249800397572,0.7198030479353107,12.0,370.90909090909093,-0.7637666476938147,2,23.000000000000004,0.8302795954788816,0.8826782268998961,2.3832789697000796,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
2,2,42,51.59560684139112,1.7785375842064646,16.833333333333332,65.5,1.2214949375093018,4,50.062986425339346,0.985908776844324,0.91628734107032,5.247390121276068,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
8,8,44,63.81175711612917,1.4943920071878007,74.86363636363636,408.0681818181818,0.7260009389895785,15,34.655067873303146,0.911106103781324,0.8116553736578412,7.282107982513511,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
11,11,28,32.31426829655538,1.5754180426972912,75.21428571428571,340.5,1.5565324020167368,21,28.630316742081433,0.9695044966299555,0.8611577419712093,3.562591762722436,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
20,20,31,42.34990456561166,1.147156614936912,137.8709677419355,358.0,-1.0059538354415967,39,29.883348416289596,0.8936178322276505,0.701873915416465,4.0586654357662635,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
35,35,30,41.64887872976892,2.1338047650205443,256.5,414.46666666666664,-0.5902743361104036,74,19.494841628959264,0.8148496331598742,0.6843781808057847,4.005079402189115,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
36,36,13,15.819210934629943,1.4679687563397825,279.0,161.3846153846154,0.33129138099229355,77,68.99999999999994,0.8888888888888887,0.42857142857142716,1.769932451669305,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
37,37,30,36.055901393395565,3.0794619369049934,287.53333333333336,73.93333333333334,-0.3049138291609651,78,12.54488687782807,0.8640885662216506,0.752908687889989,4.468251955547788,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
48,48,10,14.714431756290574,1.4302091069027385,335.5,286.7,0.678653083074286,98,5.485656108597283,0.9017811004763594,0.5722342800687713,2.326281208137931,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
51,51,24,31.715648619696747,1.4456330288665997,340.7916666666667,433.5,-1.0608023407672136,102,37.18298642533936,0.9499023754188736,0.8991145613632249,3.3716160381571343,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
53,53,21,33.23494683820656,0.8835792492478202,362.9047619047619,121.95238095238095,0.8030529722968595,104,21.57108597285066,0.8761779602999142,0.5963489916316039,4.152558631337477,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
61,61,34,40.48537664434413,1.3694723203420016,379.5,476.5,1.32225849345754,113,31.901312217194576,0.9892315290355439,0.871989209832731,4.887189184653297,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
66,66,22,29.53020137278685,1.0124515407303532,416.95454545454544,426.5,1.033672113101398,122,33.4423842673164,0.9445092397485687,0.009431999034778538,3.984291524700288,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
70,70,28,35.4490150964658,1.1517431849199602,439.5,122.64285714285714,0.4241723752423837,126,27.967375565610848,0.9560603561384268,0.8052032497547078,4.32714689192874,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
83,83,14,18.256293587594556,1.1128147592712403,494.64285714285717,318.5,-1.0817177357536103,141,19.764389140271472,0.8521363534898857,0.6599106460244649,1.9604305231468733,NCD_YFP_ilid,0.001,0.04,40.0,5000.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
