,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,11,13.718095383989906,1.081309824509739,22.0,499.72727272727275,0.39869879372360484,2,44.68181818181816,0.9908019236481012,0.8592968761762123,1.7783135812531528,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
5,5,74,85.73215271417587,1.9932775388215342,62.391891891891895,262.5,-1.4881998866892592,10,120.53159663865542,0.990767074268922,0.9873471909347367,7.472326950445637,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
10,10,81,89.02117229025353,3.214569939486714,100.08641975308642,283.24691358024694,-1.4653225287149623,16,138.9236030779361,0.8631048862371312,0.6316935128797884,5.231236093753834,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
18,18,34,51.3982185154663,1.5811230329657515,218.2941176470588,53.61764705882353,0.744429415567617,31,33.94336134453781,0.9359922898827497,0.8955227524002617,5.058293508801452,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
19,19,47,55.78699912095399,1.7092802557410955,217.82978723404256,235.0,1.3360679889218445,32,88.92302521008396,0.9701718579496929,0.9616807146862961,6.0143066955622535,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
21,21,12,16.300108001057442,0.9284582432283875,242.5,272.4166666666667,-0.5612675029262276,35,13.734285714285706,0.8742056379338438,0.8579360275533432,1.7879801885849513,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
22,22,45,67.60050792118142,2.2505901356716413,276.02222222222224,335.15555555555557,-0.7835651163791677,37,70.09008403361345,0.9892196057745322,0.9664886339921168,4.933899729725853,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
24,24,37,44.02800716320926,1.4981964293762673,320.05405405405406,321.0,1.3251927421086667,44,75.42067226890754,0.9822509940071024,0.9457671251106871,3.6988053306206754,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
26,26,32,44.608785448337095,1.2221950843579705,401.1875,225.5,0.975128968439735,49,53.72336134453781,0.8694746406092817,0.8674995237970331,4.168785350591117,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
27,27,40,55.128915617443745,4.4578764950104866,426.95,231.825,-0.9304962205642927,52,41.83680672268904,0.9375061044801524,0.903948222056397,4.70654179656935,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
30,30,60,75.55369885983531,4.885207801515456,462.5,107.05,-0.4115589178948063,55,171.6080800358633,0.8660002316538864,0.9230337757020312,6.255330621944981,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
32,32,70,90.37694661126622,1.609465242617076,451.6,463.5,-1.1067030743854878,57,103.3216326530612,0.9782665780746984,0.6290498236103585,9.143118148156368,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
