,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,eccentricity,label,perimeter,proj#,speed (nm/s),r^2,num points
19,19,28,20.12793705086895,7.367110243614044,89.03571428571429,374.5,0.005700410330519273,0.9306092761243797,45,28.14213562373095,0.0,91.78733333890078,0.918460521060114,51
22,22,51,50.498844613233054,7.253928598904771,105.70588235294117,192.07843137254903,0.13675718760262365,0.9896292176615047,49,53.87005768508881,0.0,82.80168491030196,0.8383883994134562,51
34,34,17,20.93052119300705,1.7459182930391095,128.11764705882354,439.94117647058823,1.1635172954012316,0.9965149004405188,85,17.48528137423857,0.0,116.91936986329969,0.927665951004313,51
40,40,29,29.145420014159352,5.531868319931341,149.24137931034483,115.27586206896552,1.05595456845588,0.9818223258475588,104,31.213203435596423,0.0,66.87972882737337,0.8611729845109073,51
50,50,42,24.405930014914727,14.22420136141651,177.73809523809524,12.285714285714286,-0.15131793425334045,0.8126031291568737,128,43.00609665440988,0.0,94.70383943767048,0.8588257468759528,50
60,60,20,24.78170245846234,2.69577878547957,198.75,45.5,-1.1940629054691239,0.9940657374824459,153,21.31370849898476,0.0,79.71437389377355,0.825059741505537,51
63,63,19,25.074485816427362,1.7139868930314937,220.94736842105263,76.78947368421052,-0.5357700217573323,0.997661005887425,160,20.935028842544405,0.0,92.422773232813,0.8669777469264245,44
64,64,11,12.879355259611959,1.12370101204652,222.0,100.9090909090909,-0.19010402388280337,0.9961866017571437,166,9.82842712474619,0.0,119.2178112467543,0.8855028207294428,51
75,75,28,30.971261008832098,4.05137564094237,278.89285714285717,84.39285714285714,0.5723298459211161,0.991407349588393,190,30.384776310850235,0.0,57.54218746433209,0.8092387255482523,51
99,99,13,14.637479169906534,2.698641341307494,367.7692307692308,27.846153846153847,-0.5078925244039244,0.9828578147145005,247,12.65685424949238,0.0,143.25431776129034,0.8746228502117686,51
113,113,5,6.107530892134367,1.04788663586496,416.0,97.0,-0.39269908169872414,0.9851714310094161,282,3.414213562373095,0.0,166.65478939883965,0.8040134472191085,34
123,123,9,10.741910632209617,1.394521173362139,448.0,63.0,-0.2809607811284076,0.99153750028722,300,8.65685424949238,0.0,112.7769319640892,0.8038592589075578,41
128,128,18,21.09370537619494,1.4551020230026626,450.44444444444446,341.5,1.39025588251067,0.9976178520724048,307,18.071067811865476,0.0,90.81097044557917,0.857438490987701,51
149,149,11,13.245005454509682,1.2228860718478864,494.0,483.8181818181818,0.30243576102920294,0.9957286395254432,345,10.035533905932738,0.0,121.31164543904546,0.8449796771348534,51
161,2,13,16.046208132437695,1.5186134527954072,20.0,164.6153846153846,0.3706545529996883,0.9955115602958167,4,12.863961030678928,1.0,92.62659159927371,0.8303036531983646,50
174,15,40,27.47805898438841,11.390183249205048,72.725,227.725,0.3273671096670091,0.9100405629147547,28,43.45584412271571,1.0,97.8664018432205,0.8156681017343896,51
186,27,10,14.208784456143759,1.3380748405255598,86.1,424.4,0.8717847063980392,0.9955559078276089,49,10.485281374238571,1.0,137.6059518920976,0.9319368140579369,48
188,29,27,19.465598413157103,9.621574891014571,96.22222222222223,465.962962962963,0.2870918466528869,0.8692992826725338,54,27.556349186104043,1.0,92.26997460251789,0.8489364705735916,51
