,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
0,0,142,82.27781740944843,15.791041550323099,50.401408450704224,361.48591549295776,-1.4375677836365086,4,69.61931619718085,0.8715583514698647,0.32259057465631746,6.279627536459683
1,1,11,14.800845005221435,1.2235074999713416,56.54545454545455,191.0909090909091,0.9564604199105892,7,83.69632352941177,0.9893847942078507,0.9684325943920032,1.647523553847834
2,2,15,17.330886969142075,1.513025363868833,76.0,480.53333333333336,-0.07543588910527593,9,86.89455645161296,0.9844061024828752,0.9855710977340595,1.475050407922215
3,3,21,24.869395416189615,1.4625395630009328,75.85714285714286,207.0,1.3415787220369724,10,109.77272727272728,0.9920016803192606,0.9522987997670259,2.0489684486149384
4,4,18,22.16653233042275,1.3344088254574316,112.61111111111111,379.5,-1.2110017700000768,15,101.79037433155077,0.989936894397982,0.9878970223148651,1.4240702810012584
5,5,10,11.506339929722392,1.0218323843351789,162.5,437.9,-0.054925059423565285,21,96.59999999999998,0.9768646763106598,0.9873599540361965,1.4619844155023747
8,8,57,53.89712929905663,6.952552643065503,192.64912280701753,37.29824561403509,1.4793959289629854,25,124.15449599502054,0.9579372582759998,0.3376152441207585,2.205475712226952
9,9,34,45.0115492515262,1.2705956147359032,251.5,291.8529411764706,0.5120753474881017,26,97.03680672268905,0.9956461448703469,0.9907140896097674,1.5309225909270978
10,10,13,16.227592858373853,1.250855030320308,245.53846153846155,464.0,-1.1727266076616745,27,76.94852941176472,0.974043392504931,0.9075708408231181,2.003891242808869
11,11,50,57.72549740993413,2.5038667647636204,246.44,227.5,-1.5624254294946955,28,136.2836974789915,0.9950431667774451,0.9967412940046325,2.0178111068325
12,12,13,14.989521032820837,1.7610342004465482,340.0,411.38461538461536,-0.0556588926942358,39,74.375,0.99097829506134,0.9469150127815043,1.2531126119077884
13,13,46,59.072400121822575,8.23116704696525,368.7608695652174,72.73913043478261,0.8448254258935888,42,94.27745098039219,0.9957055073288857,0.9841148547102233,2.0906082719484522
17,17,37,44.22811123943466,1.9962981092664813,477.9189189189189,410.0,1.3076097980907238,49,122.7159816653934,0.9980155619821436,0.989330415040819,2.4474159882489666
