,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
0,0,45,57.9549393179688,2.0172885502571534,36.0,377.0,1.1111974697630944,2,113.16386554621849,0.99756355943266,0.985771890108286,2.983141517886168
2,2,10,15.410858108304172,0.9515526079600254,38.5,81.5,0.7311897899203861,4,82.09090909090908,0.9900589765381544,0.9796109240553685,1.7237973156135675
3,3,54,51.549284211382634,9.486064844700122,63.98148148148148,129.42592592592592,0.9062645346813425,6,74.39981665393428,0.9070710519763998,0.6369575602586393,2.098926173071479
4,4,17,20.298577404575553,1.2815989368300342,68.0,490.70588235294116,0.2644256490719232,9,93.76923076923075,0.9651833392666429,0.9807645483321159,1.985367487229476
5,5,18,18.125581654168915,5.292116738564864,85.22222222222223,503.3333333333333,-0.32510267980081403,11,68.23923076923079,0.9937450798910412,0.9312245350511773,2.476732682826072
7,7,12,14.39639783544707,1.2777395088294567,165.5,170.83333333333334,-0.2880063852219764,14,95.25833333333333,0.9499437942207234,0.8845978782255522,2.0729576115559865
8,8,18,20.752790950475237,2.7104167804781905,191.5,149.38888888888889,-0.0052494571371716914,18,110.65504032258065,0.9887242206775656,0.9911025595866312,1.6277105129400173
10,10,33,47.716422997820246,2.083363896894576,212.42424242424244,210.8181818181818,-0.868221215999473,23,94.55899159663863,0.982513755707228,0.9865011449825408,1.35045404248265
13,13,13,15.131371292152433,1.1358360485053887,292.0,145.3846153846154,-0.14811824600373616,31,105.79999999999998,0.9827504725897921,0.9140992597290448,1.465737795911756
15,15,74,85.48204525658046,2.217945296385537,329.5,433.2027027027027,-0.031362205920071044,33,104.30451441394405,0.9585708500047561,0.6100158782242082,8.449001328784668
16,16,17,19.635802891346756,1.1463583845125982,328.0,386.2352941176471,0.06385738229567237,39,73.18181818181817,0.9498666666666666,0.7750000000000001,1.8635196592319612
17,17,48,55.46055789663182,2.3306808768909804,366.5,26.291666666666668,-0.04119158567336076,42,103.25303454715215,0.9519873132964748,0.9546488933843725,2.6989813352583343
21,21,15,20.311769806312014,1.774137224384642,437.53333333333336,473.0,-1.0152024045448045,52,109.3561538461538,0.9724903134454892,0.9710292133001014,1.2884456954618093
22,22,19,22.00204287248763,3.340156707901336,441.6842105263158,12.0,-1.477667555256884,53,45.8767857142857,0.8057793248157192,0.7785597229958231,1.304151965953727
23,23,16,22.326441259305955,1.4026833907766598,460.3125,180.75,0.7869716728051072,57,75.18317853457177,0.9766063306980862,0.9227691498365942,1.9941422025085838
24,24,28,37.96653443624947,1.5423999464992466,476.5,490.7142857142857,0.5533460426187413,58,89.66950354609922,0.9803647694825343,0.9467628004159921,3.2102027204833656
