,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
0,0,13,16.321414514428195,0.9860907634567707,22.53846153846154,35.0,-1.1596805404068158,2,49.73499999999999,0.9248394157342619,0.966831955922865,2.4179842031407017
1,1,12,15.011306744353872,1.7303188030675918,36.25,457.5,-1.1648447819644117,5,90.63286713286716,0.837802039530368,0.6596296296296298,2.353915546087319
2,2,121,88.05422122757518,43.72584023042153,103.14049586776859,278.1652892561983,0.11889770021579966,6,243.91526806526804,0.9243497443198061,0.3505584337907418,4.1037479586003665
3,3,42,49.956653807261006,6.740869109038818,89.9047619047619,115.92857142857143,1.1692873247358972,10,146.02825361512788,0.980133813991545,0.9756227471260516,2.2633076508190837
5,5,24,28.80571112627056,1.407482330209705,134.5,35.625,-0.2797318327391593,14,87.42045454545455,0.9847002941709768,0.8938820769704522,3.029715187615188
6,6,56,67.5307831086061,3.010435266452821,192.21428571428572,374.42857142857144,0.4887702945326773,22,46.622352941176494,0.9646690553432126,0.9677521205877602,8.025011249582608
7,7,46,66.71938944996799,3.127022531292516,188.82608695652175,416.5,0.9196979751741714,23,107.84873949579831,0.9509557071466194,0.9544077782087242,4.485188638435126
8,8,33,37.53005826018743,4.511973427863983,192.6969696969697,66.42424242424242,-0.5554251153641933,24,72.28163883632227,0.8740581620013779,0.7088605400915785,3.149201690536959
9,9,19,23.037560117178398,1.2529935444607787,219.0,54.68421052631579,-0.3147984140748544,27,103.26264189886493,0.9669205744715325,0.6733116098952203,2.2765719422731734
10,10,24,27.727195570606302,1.7818103186288983,242.5,485.2083333333333,0.052778399313750494,30,85.24220079410092,0.95075736885478,0.9520991938627341,2.8422814346447676
11,11,64,71.19518723550634,3.1830854922849827,236.34375,386.171875,-1.469747505353476,31,156.6663636363636,0.9877453289186948,0.9066463123756288,8.695624524560477
12,12,11,13.630513629571688,1.0882576926586576,262.0,73.63636363636364,-0.3830751437229909,33,55.63247863247868,0.9380928300598919,0.9538674991328477,2.070249560619088
13,13,18,23.368157715432094,1.2970317677083831,288.55555555555554,147.11111111111111,0.5098678100652964,35,91.26818181818174,0.9379050878088442,0.8978748754054735,2.308844698208255
14,14,36,44.03384602190331,1.4300684869387896,309.6388888888889,51.5,1.2333502034569839,38,99.9878378378378,0.9674171284992296,0.8878302653846858,3.809375830718949
15,15,18,27.23158723797046,1.1637167815744782,340.8888888888889,359.6666666666667,-0.814368640740121,39,160.99999999999957,0.8499999999999993,0.6666666666666736,2.197930674930641
18,18,17,21.978427533971054,3.6214379877862144,381.47058823529414,68.05882352941177,1.0577293700712773,46,41.71363636363639,0.8919667590027703,0.8328888888888889,2.6436446363023474
19,19,50,62.78568883448437,3.7393686070385175,392.72,204.5,1.165723097943973,47,133.76722689075635,0.9702704059463918,0.9828229491098163,2.3610626575973623
22,22,63,73.24349718331847,4.026348959105538,457.0,142.87301587301587,0.1178536681762515,52,122.94615953458292,0.9934367397196776,0.9581158167111101,5.543673802077228
23,23,12,16.00578329901219,1.21719663642697,438.5,153.25,0.5319124678298939,53,57.50000000000005,0.9545562130177516,0.9017857142857142,2.1365590275594175
25,25,28,39.70457284050187,1.5172335331442837,493.4642857142857,317.92857142857144,0.6306378175365593,56,46.07731092436974,0.9687633721453989,0.93237888334335,4.458626092351507
