,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
1,1,9,13.155884899537176,1.2409578803275367,21.555555555555557,485.0,0.8992291426426202,2,10.678695324283566,0.8782436529618974,0.8780997172531564,2.3675026125112706
3,3,16,19.196826231458438,1.7977382009595295,40.5,455.625,0.28318089137985775,4,84.52500000000009,0.8678928361468046,0.6712962962962963,2.277302347482855
4,4,8,10.484130253794968,1.2581783742622024,42.375,73.375,0.6354700417605164,5,75.19230769230771,0.9865743944636678,0.948051948051948,1.5442222808370127
5,5,16,18.65040523762414,1.2648653969502723,154.5,494.3125,-0.151027849513373,10,86.61642156862744,0.9925332475443777,0.8710564684914295,1.7910920184095291
6,6,31,36.17056510046569,2.3849820015087655,205.0,263.93548387096774,0.14796018641990893,12,6.563697478991594,0.8512751785860453,0.5030824263717341,5.851960435976498
8,8,38,50.849092658706965,1.9405920926074431,282.5,480.7894736842105,-0.5307982723384,23,132.27318548387078,0.995645779941764,0.9826471287449454,3.1634987294593295
10,10,22,31.447547701225353,1.0650766203683852,347.22727272727275,468.5,-0.9385794606085672,27,74.61042735042734,0.9855359281237512,0.8926049009668584,4.0723008983506235
11,11,17,22.41298513765869,1.2983754772754827,367.70588235294116,472.0,1.063080234814682,32,58.6896551724138,0.9424508968427887,0.9595442859544316,2.515007487317946
13,13,29,34.18965578544683,3.4893612296655334,388.7931034482759,252.0,1.3636446546752494,35,156.4150000000001,0.9743817177825786,0.9803672946479368,1.5632325185643343
14,14,18,28.152362955077933,1.1055486526305978,398.5,416.8333333333333,-0.7426615047910012,36,73.31460777126092,0.9903947845529382,0.9731261509756499,2.675622226972913
16,16,17,20.297647041863247,1.0614291452453006,480.0,469.05882352941177,-0.26408572081826537,40,54.96647509578543,0.8601159031489832,0.9691497910401153,3.079045678813536
