,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,eccentricity,label,perimeter,proj#,speed (nm/s),r^2,num points
64,64,75,55.44864752143246,25.915754522845457,306.62666666666667,191.33333333333334,1.1287511519573117,0.8840549435073681,98,85.18986283848345,0.0,16.91052025024695,0.8912771502430059,92
73,73,26,34.78112833570635,5.095627477301731,350.7692307692308,109.84615384615384,0.7413534709397362,0.9892098518802633,118,29.834523779156065,0.0,59.88633471643344,0.9466670528687962,79
92,92,18,21.04214874566685,2.7743669489993765,422.5,378.3888888888889,0.16758748792621508,0.991269934642679,144,17.86396103067893,0.0,21.34835302716675,0.8872422162468884,100
98,98,27,31.23366796101811,1.202347712543436,439.0,267.55555555555554,0.07080513757271778,0.9992587833401698,151,25.82842712474619,0.0,52.91102015385321,0.8665658387042992,100
107,107,28,32.31507458407215,1.9952074040153913,462.5,399.14285714285717,0.01593242433394251,0.9980921234833765,165,28.899494936611667,0.0,52.47405351607577,0.831103110680701,64
114,114,9,10.420767121515482,1.2766498428951392,480.0,287.0,-0.13458374639285023,0.9924672593099564,174,7.414213562373095,0.0,29.010631715227948,0.868820642112455,100
124,2,22,24.372482257278907,3.0476045909191893,17.318181818181817,243.6818181818182,1.5692698729212118,0.9921513423860949,5,21.48528137423857,1.0,53.38279698293372,0.9211686856843219,100
135,13,31,24.822083552392698,5.4459280878674114,77.87096774193549,240.48387096774192,-0.7767107923738583,0.97563532882225,22,28.384776310850235,1.0,65.72745289584057,0.9232337589744941,100
165,43,17,19.6332379817323,2.417421111468339,220.11764705882354,74.0,1.50865500766262,0.992390672795891,64,17.071067811865476,1.0,63.71842325887761,0.9434795905213338,92
181,59,22,27.91576452055504,2.618940924018527,291.5,375.54545454545456,1.114664181101558,0.9955895680391866,87,24.14213562373095,1.0,70.71285477014402,0.8512201225116053,63
196,74,24,26.699740256015048,2.740941289086411,349.875,33.208333333333336,-1.3486595257068394,0.9947167134438363,114,23.071067811865476,1.0,68.05883137154238,0.8077713250801581,99
210,88,16,19.327342484635924,1.3752572419686573,410.3125,349.5,1.2656468843883728,0.9974651960497841,135,15.65685424949238,1.0,100.54933274508467,0.8004452099100935,82
215,93,18,21.214948513147807,3.9189358695849785,428.5,377.77777777777777,-0.21289538382297302,0.9827902095124625,141,19.106601717798213,1.0,35.544506027095416,0.8794052929912594,100
220,98,10,13.233267584029791,1.4699078370654282,445.6,104.4,0.6057962843172774,0.9938118354629228,147,10.071067811865476,1.0,76.73469596333321,0.8029254595107949,97
231,109,30,35.502701723815164,1.8385843826254096,478.5,31.166666666666668,-0.2235381438935033,0.9986581443211032,161,31.727922061357855,1.0,22.711937007045286,0.8315103634456358,100
247,7,19,22.109284165666335,1.8230737788541218,18.36842105263158,248.0,-1.4355965555629242,0.9965945913421317,8,17.82842712474619,2.0,54.12422585217018,0.9092703049475602,100
256,16,15,17.492067571092072,3.1014001998226948,78.06666666666666,239.26666666666668,-0.6875945001665031,0.9841562691956275,21,14.899494936611665,2.0,65.7637331021702,0.8159591193678154,100
273,33,16,19.509337253740217,4.016934144322518,188.75,225.125,-0.9112146792555046,0.9785734517436646,54,17.31370849898476,2.0,51.21916208646987,0.8367314488313827,88
275,35,27,24.419365427348282,6.142049369070728,196.7037037037037,89.37037037037037,-1.5058603578199978,0.9678511371592805,58,26.106601717798217,2.0,74.17406124348426,0.8952894077230631,99
279,39,16,18.634169013514555,1.0978365888300157,220.1875,67.5,1.425716695670546,0.9982629884878255,63,14.82842712474619,2.0,69.79495053926816,0.9607437684396414,100
292,52,26,28.13199105723176,6.1248800869004105,301.2692307692308,380.34615384615387,0.3990261716958785,0.9760114060950448,93,27.14213562373095,2.0,90.94934639888939,0.8721565834874513,100
298,58,40,34.300582956491496,8.278889348508354,325.675,418.05,1.1407700205200997,0.9704349200102189,104,42.04163056034261,2.0,78.20190142062557,0.9185919839537505,100
307,67,27,25.22554260351742,5.998272300531512,352.5925925925926,472.3333333333333,0.6379119226011117,0.9713176513523701,115,28.556349186104043,2.0,104.85536760570662,0.8484880150070442,84
308,68,23,22.351833376804944,4.3158045036903685,350.95652173913044,29.0,-1.4270856991642242,0.9811820267979994,116,21.242640687119287,2.0,64.33845844788675,0.9366876070456458,96
325,85,24,23.308146145484244,5.570985443914169,433.25,375.2916666666667,-0.3336440319316778,0.9710159924382168,137,23.071067811865476,2.0,36.77575927620805,0.8656465119458852,100
331,91,25,30.224270556431446,1.9076344858570538,449.0,400.28,-0.3039592425671716,0.9980061988503631,144,26.52081528017131,2.0,55.13145299795412,0.8996764598183514,100
338,98,21,25.480372709664938,1.5126207530470437,464.0,447.57142857142856,0.31626588307929493,0.9982363934943433,152,21.692388155425117,2.0,70.93515055237344,0.9728672326242251,100
369,20,14,16.326146939577058,1.137392105307671,94.28571428571429,316.5,1.4130840244359348,0.9975703095722895,31,12.82842712474619,3.0,64.99460386374908,0.8526840534932777,97
402,53,22,32.610658316623116,1.8043580459854953,274.1818181818182,220.45454545454547,-0.8765129834799347,0.9984681046862882,86,25.420310216782973,3.0,92.68202898630797,0.8861648082930236,84
419,70,21,24.885164880212976,1.8401535958981179,352.5238095238095,26.0,-1.338630038550174,0.9972622612171299,119,20.65685424949238,3.0,54.492873043268816,0.8563820158068626,97
425,76,12,15.080898593794126,1.337430306939597,381.0833333333333,54.5,1.155282836963615,0.9960598357583408,127,11.863961030678928,3.0,74.92004067513633,0.814450591181871,84
435,86,27,32.20376811712073,1.4509471830940825,438.0,402.7037037037037,-0.25611155777675904,0.9989844988974542,145,27.692388155425117,3.0,66.93465830348632,0.8242728459524832,95
436,87,15,18.494548751519044,1.9945759309567748,435.0,375.8,-0.36636064657819384,0.9941675365335855,147,15.071067811865474,3.0,38.341094789701614,0.8929382775597383,100
445,96,20,25.067275516596464,1.4112753717980093,473.5,450.95,0.40306298267261254,0.9984139246724311,161,21.72792206135785,3.0,67.55130376763212,0.8885501710963699,84
446,97,32,38.20238362367459,1.984253126392798,482.5,29.90625,-0.2589312525391802,0.9986501782023764,163,33.72792206135786,3.0,27.908997488821573,0.8029211141714794,100
501,44,22,23.226151263787298,4.124161416461172,222.1818181818182,12.227272727272727,0.6051389428016439,0.984108997978774,63,24.763455967290593,4.0,73.76145125173107,0.8594764031794285,75
528,71,27,33.098930877551254,2.874585865631192,325.0,95.77777777777777,0.34574085820661893,0.9962215480779439,110,29.349242404917497,4.0,49.80896709770815,0.8826353997201039,79
558,101,12,16.00578329901219,1.21719663642697,455.75,58.5,1.0388838589650027,0.9971042111320092,158,12.48528137423857,4.0,32.0224649464816,0.836271292450536,100
