,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
3,3,22,33.41003660512733,1.3364067381120734,117.0,13.818181818181818,-0.7962557016646117,7,34.163697478991594,0.9836813209801265,0.9220182930818522,3.1337284743550917,0.25,600.0,1410.0,0.0,0.0,560.0
6,6,13,15.343785053070153,1.120111948746805,150.0,253.23076923076923,0.22278319852497028,13,20.71310541310545,0.873485064259091,0.8290923409967329,2.4549786447356006,0.25,600.0,1410.0,0.0,0.0,560.0
12,12,23,28.25649899943765,1.5547170810637687,205.0,158.65217391304347,0.351626031311328,23,32.21932773109241,0.9831058815231555,0.9301394208886244,2.3489477672724353,0.25,600.0,1410.0,0.0,0.0,560.0
23,23,13,19.993172760226493,0.7463689760275924,233.0,83.46153846153847,-0.7254858895058128,35,26.59882352941177,0.828986980085668,0.7841529238570801,2.2176096437766373,0.25,600.0,1410.0,0.0,0.0,560.0
24,24,18,21.26916919497459,1.4965713167641521,237.94444444444446,327.5,-1.3493743975945274,38,32.30823529411763,0.9580846723848163,0.9064996731004854,2.4105402283674193,0.25,600.0,1410.0,0.0,0.0,560.0
28,28,27,31.15809365066754,1.8897103663924946,282.0,229.62962962962962,0.012867142468152919,45,63.9361344537815,0.9074118789020789,0.8098659514589817,3.164266292148773,0.25,600.0,1410.0,0.0,0.0,560.0
30,30,31,38.75744539084624,1.6810971255708589,280.06451612903226,341.0,-1.1756787703333211,48,24.56880141530296,0.9220521061523999,0.22632932658068583,4.20565246228515,0.25,600.0,1410.0,0.0,0.0,560.0
32,32,14,19.187051905197492,1.5971589583625154,302.5,174.28571428571428,0.5750503976044093,53,58.335470085470114,0.8954893022250077,0.8675244360780658,2.501751020523739,0.25,600.0,1410.0,0.0,0.0,560.0
34,34,11,13.145510216397424,1.1009496247380297,306.0,362.1818181818182,0.2766857295167141,56,20.669075630252102,0.8775492858461731,0.7614168700249251,2.0084175120753107,0.25,600.0,1410.0,0.0,0.0,560.0
37,37,40,52.468005856348746,1.933484279262249,355.525,404.6,0.5018185987992795,62,56.00403361344539,0.9935208665615154,0.9410955591026031,5.646637231843134,0.25,600.0,1410.0,0.0,0.0,560.0
39,39,30,38.56311634054313,1.4837835628186167,358.96666666666664,173.5,-1.114373039495839,67,47.88638655462183,0.987476136196465,0.9472589539398935,3.131846635303463,0.25,600.0,1410.0,0.0,0.0,560.0
40,40,19,25.36585018566913,1.3095490049695007,360.6842105263158,229.0,-1.041818633966085,68,27.302352941176466,0.9677078739314455,0.9663125266728061,3.124266137138185,0.25,600.0,1410.0,0.0,0.0,560.0
42,42,26,30.092021584942135,1.4705592894148052,377.5,389.5,-0.07831864575451979,71,32.62521008403361,0.917330136340154,0.812873306602188,3.5880493232331445,0.25,600.0,1410.0,0.0,0.0,560.0
44,44,33,39.153822889043624,1.9038429084008273,387.0,253.33333333333334,0.2341867358694863,73,42.5016806722689,0.9746226208489907,0.8704057247943877,2.5847674367372115,0.25,600.0,1410.0,0.0,0.0,560.0
45,45,10,14.738837409744619,1.0801258302218941,378.0,293.5,-0.891720624576334,74,24.635126050420155,0.9350390835887779,0.9336438293133364,1.4776062317766248,0.25,600.0,1410.0,0.0,0.0,560.0
47,47,19,24.848253477022677,1.775262448022512,386.0,186.94736842105263,0.4926975870973247,77,33.37804878048782,0.9774290016964379,0.8180969361567938,2.552143663005964,0.25,600.0,1410.0,0.0,0.0,560.0
48,48,16,19.765412168846478,1.1525978464388682,390.5,415.5,0.36908030130422004,80,29.674608920491266,0.8806537512440071,0.24954453116379793,2.4758925800589155,0.25,600.0,1410.0,0.0,0.0,560.0
52,52,33,42.949242307191696,3.9077817075138834,398.24242424242425,369.0,1.0882141789376873,84,16.01495798319328,0.9623684978177861,0.5879376169562089,2.8776958101992784,0.25,600.0,1410.0,0.0,0.0,560.0
53,53,21,24.222860955314037,1.1394554021310663,400.0,430.0952380952381,0.011713700819270909,85,21.933109243697462,0.9408151933592169,0.8555139062427689,2.858735688339266,0.25,600.0,1410.0,0.0,0.0,560.0
55,55,25,30.207462026438083,1.1955073907347071,406.0,304.0,-0.30179490280053545,87,47.67943262411348,0.9299895174178606,0.8624872120029268,3.355189914981261,0.25,600.0,1410.0,0.0,0.0,560.0
56,56,30,40.98887632467443,2.211288180749356,418.53333333333336,152.73333333333332,0.5756028506022283,92,69.3672268907563,0.991611779934059,0.9565972960500068,2.7839635895945496,0.25,600.0,1410.0,0.0,0.0,560.0
57,57,39,32.95423584484636,9.194154410246542,420.38461538461536,241.94871794871796,0.41446130956771593,94,47.73176470588235,0.9875707652675583,0.9162897331848158,2.8144784495966864,0.25,600.0,1410.0,0.0,0.0,560.0
66,66,15,17.578771224135625,1.1470358051909848,443.06666666666666,447.0,1.386379782984038,106,27.889915966386543,0.9008435206356203,0.8984153617375211,2.5685663397842373,0.25,600.0,1410.0,0.0,0.0,560.0
71,71,27,33.29978322395946,1.843579577833434,475.0,457.962962962963,-0.3614003540824062,115,41.4889075630252,0.9480162766677608,0.7603214467607099,3.154423305603351,0.25,600.0,1410.0,0.0,0.0,560.0
72,72,39,46.74635104576386,1.4699147737349807,475.5128205128205,431.0,1.2979239327476224,117,46.533445378151264,0.9929280267467799,0.9184903113338304,4.680979577470268,0.25,600.0,1410.0,0.0,0.0,560.0
73,73,10,12.138961730667566,1.133846595174275,476.5,166.6,-0.33018533699788877,118,20.98218487394957,0.9345763852270684,0.9101081511881648,1.3823124752660971,0.25,600.0,1410.0,0.0,0.0,560.0
