,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
0,0,12,16.70874974076815,1.3063579100955922,20.666666666666668,13.0,0.7693780066237148,2,26.22560975609756,0.9859017987360233,0.9628975067392983,2.640641199298568,0.25,200.0,1410.0,0.0,0.0,300.0
3,3,16,16.708758853995082,4.0626195439692605,51.5625,306.875,-1.3801454888726337,6,26.130040322580648,0.9462134948497357,0.8516137175270438,2.3464911192807607,0.25,200.0,1410.0,0.0,0.0,300.0
4,4,20,23.710345534828253,1.6184914640028087,56.5,189.5,-1.3364149998424304,7,43.99092456040838,0.9790347156847707,0.9403975211196155,1.9128395254749118,0.25,200.0,1410.0,0.0,0.0,300.0
5,5,24,28.942545759934806,1.4418893626349287,72.5,307.375,0.2957992084441154,8,34.47390811117414,0.9162622715855344,0.6786428871819876,3.5961440529723543,0.25,200.0,1410.0,0.0,0.0,300.0
8,8,42,50.459915549827834,1.3268916779845628,82.61904761904762,255.5,-1.2899015199657367,15,44.56276018099545,0.9150015829857013,0.9356244169462534,5.912281756420458,0.25,200.0,1410.0,0.0,0.0,300.0
10,10,21,30.803284987680268,1.5419431300399298,97.33333333333333,443.23809523809524,-0.7512165171196903,21,42.62493212669681,0.9838865135677233,0.9744171723813801,2.832267228124443,0.25,200.0,1410.0,0.0,0.0,300.0
11,11,14,16.167084951277406,1.1485824868941965,125.5,332.7857142857143,-0.07276863823610924,28,60.17769607843145,0.8761730717549049,1.0,2.3466553665514343,0.25,200.0,1410.0,0.0,0.0,300.0
12,12,40,46.344700014955905,1.6519020926633798,122.3,243.5,-1.4847823925651322,29,29.271402714932133,0.8623349399248099,0.6826011502390595,3.0374547812156067,0.25,200.0,1410.0,0.0,0.0,300.0
13,13,73,75.53076324954732,10.79229660241661,171.34246575342465,214.75342465753425,0.5994575478696521,31,80.07746606334838,0.9161866519128727,0.8472807944114866,5.715809021764533,0.25,200.0,1410.0,0.0,0.0,300.0
15,15,31,37.75965557710133,3.895391054658278,151.06451612903226,89.0,-1.2434983135383173,34,70.34762346325272,0.9023775194130181,0.9511603193498575,3.7434028612101202,0.25,200.0,1410.0,0.0,0.0,300.0
17,17,23,26.633482426736556,1.5879256798105086,181.17391304347825,110.0,1.4837477716301484,42,78.39999999999996,0.9023061616229928,0.8334690680991744,3.404781868804433,0.25,200.0,1410.0,0.0,0.0,300.0
18,18,16,21.028897883916883,1.2391342896538529,215.375,363.5,1.0683059128685122,48,45.494696969696946,0.8612510691516504,0.8068678459937565,2.9088341676112384,0.25,200.0,1410.0,0.0,0.0,300.0
21,21,33,43.245678064490164,1.3403866472573067,239.0,162.96969696969697,0.49366073043800224,52,65.70402714932126,0.9721071246833697,0.9328880361448038,4.242269827573591,0.25,200.0,1410.0,0.0,0.0,300.0
22,22,26,30.722306241821503,1.4092739371354637,238.5,46.5,-0.21750442332086484,53,49.61859728506789,0.9865506340653928,0.9590439034321228,3.236834063978604,0.25,200.0,1410.0,0.0,0.0,300.0
36,36,20,26.465685428805696,1.3883424590143298,412.5,231.95,-0.5132978867342675,98,50.47095022624432,0.9520482423857755,0.9500707879366502,1.608001806857906,0.25,200.0,1410.0,0.0,0.0,300.0
38,38,20,22.884462623032743,3.385464584812177,430.2,16.25,-0.8912557057111831,101,25.89302413666997,0.9322191906922045,0.9369473357521527,2.7379472684484294,0.25,200.0,1410.0,0.0,0.0,300.0
39,39,14,16.54352417556728,1.4089986657822025,428.85714285714283,387.5,-1.3444143928714596,102,26.48122171945704,0.9390024010035402,0.8642245910057449,2.2620399724745512,0.25,200.0,1410.0,0.0,0.0,300.0
