,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
1,1,17,20.403210919611862,1.4262691490045938,68.17647058823529,377.0,-1.287841722041287,7,24.58487394957983,0.9473411850797041,0.9221079284252586,2.800760456982703,0.33,2000.0,1410.0,0.0,0.0,650.0
2,2,42,60.27703475848974,4.429716851156018,120.14285714285714,375.8333333333333,0.7456497525013999,12,15.786890756302533,0.9509998647405465,0.5813039364963557,8.081381648656603,0.33,2000.0,1410.0,0.0,0.0,650.0
3,3,10,11.50285487227341,1.4981087368465218,113.5,407.8,0.049283530874743,14,32.09545454545454,0.9846046111895086,0.7973771266540642,1.607033844278245,0.33,2000.0,1410.0,0.0,0.0,650.0
4,4,24,27.264295497388144,8.389303502277349,134.29166666666666,312.375,-1.019012553169425,15,22.045210084033613,0.9573736597252834,0.5726416408869122,3.11797108897373,0.33,2000.0,1410.0,0.0,0.0,650.0
5,5,12,18.87322099260178,0.8309141070558467,146.66666666666666,339.5,-0.8198049045214054,17,21.337815126050423,0.936442186515438,0.7799172113148314,2.2055987384019398,0.33,2000.0,1410.0,0.0,0.0,650.0
7,7,22,25.45879291071284,1.2392796063281033,177.9090909090909,192.5,-1.4905963587820577,20,34.2448739495798,0.9659393484720377,0.8747275249271943,2.754932811525118,0.33,2000.0,1410.0,0.0,0.0,650.0
10,10,15,19.208271258911992,1.9142981654585074,207.33333333333334,41.0,-1.1166880586403076,24,27.88605042016807,0.8618833984899368,0.8545797457505095,2.6071269771499725,0.33,2000.0,1410.0,0.0,0.0,650.0
13,14,18,21.31172278337272,1.3270603937360113,298.55555555555554,46.5,1.3407542193319946,39,24.480504201680656,0.9619196592385911,0.8581868368018956,2.832338622954311,0.33,2000.0,1410.0,0.0,0.0,650.0
14,15,13,15.040043017057124,1.0979025770713375,319.6923076923077,273.0,1.4716859376221412,42,57.057692307692335,0.9635238266931074,0.8775510204081632,2.108484467057426,0.33,2000.0,1410.0,0.0,0.0,650.0
16,17,12,15.60446325141647,1.1788195468695812,356.5,477.6666666666667,0.48605083317322273,44,39.338288288288275,0.9708954763713281,0.972025955654572,1.91532222534527,0.33,2000.0,1410.0,0.0,0.0,650.0
18,19,27,33.22996688947111,1.3936068422717696,398.0,270.77777777777777,0.3555376710125822,48,33.75394957983194,0.9697380478687497,0.9244516024857632,3.9386029224932955,0.33,2000.0,1410.0,0.0,0.0,650.0
20,21,13,15.687244107288391,1.0955880369682929,424.9230769230769,466.0,-1.2657500608434844,51,8.481008403361349,0.83087379270057,0.4915398378916861,2.389373668675423,0.33,2000.0,1410.0,0.0,0.0,650.0
