,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,num points,skele r^2
0,28,37.838601116474464,1.9100860749304895,19.5,226.96428571428572,-0.5481100955703526,1,42.11497737556561,0.968854771155079,51,0.8717909485968236
1,14,18.4077050697666,1.0753576449205198,24.5,336.0,-0.5043047914474337,2,45.21724333522403,0.9788733285408098,42,0.9692408591118984
2,17,23.03275220975034,1.7561381340803521,63.0,222.05882352941177,0.5551235042545926,3,31.92892857142855,0.9535878138053471,49,0.8991827991417618
3,19,23.843072378675092,1.92256734504421,71.84210526315789,213.94736842105263,1.1299138067635124,5,52.03723981900451,0.9692648164863013,51,0.9673015348705105
6,13,15.545859479941447,1.0352850622375274,83.53846153846153,99.0,-1.2963350932149211,9,24.368552036199077,0.8537934866234247,51,0.8577639490784581
8,28,32.3158033505913,1.6397724860210685,94.75,127.5,-1.5535121485037424,11,66.29411764705881,0.9919884877027734,51,0.9911244138995736
10,19,22.563925521670985,1.6938905078205868,124.0,104.0,0.2422389645185116,15,39.59434389140274,0.974583794937071,51,0.9548702115264098
13,19,26.612357290135854,1.5872244855142805,146.0,393.0,-0.9659008151086796,23,39.375791855203595,0.9706895917286303,51,0.9146406080471531
14,24,33.811257184601445,2.6810028880302106,154.375,346.7916666666667,0.7942991550180704,25,41.60502262443441,0.9640688758786551,51,0.8892847033499685
15,15,17.52530015801256,1.3830196168001263,166.0,272.8666666666667,0.16735885129459993,28,44.754749240121605,0.9716817168888623,48,0.9501412577532138
17,15,18.812430446526996,1.4403759637005897,195.46666666666667,279.0,1.1633745927673607,35,38.334027149321244,0.9771643084676399,51,0.9655162648995735
18,18,23.187925959322595,2.3198745871350717,205.5,389.55555555555554,-0.4649464278625389,36,45.4404255319149,0.9774827602987818,46,0.9772299614144054
19,27,31.15860087186529,1.3518368111710508,204.14814814814815,62.0,-1.5567292550443856,38,53.239276018099545,0.9812782616606485,51,0.8604726781647857
20,35,45.136177332935716,2.716950919761363,220.45714285714286,204.0,1.107582399164948,39,46.247225275729804,0.8092409986917943,51,0.026265026790551427
21,15,19.591331888526355,1.4242906032475449,219.53333333333333,98.0,-1.0789345412428226,40,43.17131221719455,0.9421439817219969,51,0.931709729210647
22,25,29.466360902638154,1.5947335688063151,250.12,392.0,1.36466560726048,48,39.44135746606332,0.8914232084567608,51,0.9043340526392325
23,26,30.03104119621207,1.1333550482953039,265.7307692307692,438.5,-1.5252926853406126,51,49.59674208144794,0.9380034571433437,51,0.886603640056648
24,15,18.490612736181358,1.728042108704726,276.0,98.66666666666667,0.36523787118045087,53,42.18030303030306,0.9183982570807203,45,0.8083058563660275
26,41,47.3994663478305,1.4374695383838845,300.0,224.70731707317074,-0.05469972133248952,57,64.77114164904862,0.9721914520855188,43,0.6158034252403648
27,11,13.38876433665044,1.1700806430289723,281.27272727272725,401.0,-1.2355154650637403,58,19.57497737556562,0.9511727820438011,51,0.9261099750392404
28,18,22.508526930800112,1.4344244246866238,323.5,445.8888888888889,0.398477771032589,67,43.0547511312217,0.9887387709800036,51,0.9794113397741726
29,19,22.93404381519307,1.4705775299942925,321.2105263157895,382.0,1.2700361427053488,68,47.374796380090494,0.9845580601490724,51,0.9691097090489991
30,26,33.335003818564715,1.7865390003321957,352.53846153846155,188.46153846153845,0.4686034408951949,71,31.71918552036194,0.9290625318478626,51,0.7969907650726042
31,21,24.221202832779934,0.0,362.0,104.0,0.0,73,43.59384615384617,0.994837950220195,51,0.9385219309219391
32,13,14.985153575620771,1.6892176706181539,360.0,161.30769230769232,-0.05004678480337296,75,31.251559841179812,0.9905275323814076,42,0.9199892049522774
34,20,23.28056938353509,1.1023108356577467,368.5,202.0,-0.136304909990311,79,55.1471312217195,0.9233029486655666,51,0.6881155904385665
35,15,17.591921556423646,1.7281545575726915,397.0,400.26666666666665,-0.18891756053958006,83,43.470000000000006,0.9583108938912263,51,0.9450636318454875
36,14,20.163061481385384,1.3022479245738325,406.0,350.35714285714283,-0.8040537469764006,85,31.0853846153846,0.9577031484478551,51,0.8936229957899038
37,22,33.029913085518565,1.4545620144903382,422.5,244.5,-0.8753846540186556,87,45.04357466063346,0.9450918373510041,51,0.8767172732975106
38,21,32.04596823520377,1.3583208437513221,428.0,277.2857142857143,0.7146598589191854,89,42.28981900452485,0.9716924557645935,51,0.9415397716801717
39,16,18.620139533895138,1.9307780137227817,432.5,379.8125,0.14032626847201224,90,37.765791855203624,0.9586335011494691,51,0.9392080951035334
41,16,22.19199372528226,1.3749234513356763,443.5625,171.8125,-0.621984836932478,92,31.347647058823522,0.9526499580259586,51,0.8749068778419252
42,11,14.4745526404559,0.9998612668195729,447.45454545454544,423.0,1.0618072912917609,93,20.514751131221715,0.9414015420540633,51,0.8456051122221625
43,40,52.32546117989398,1.9509260138222453,460.8,319.5,-1.0806329685847675,95,60.63361990950225,0.9933642912453543,51,0.8942303528246619
