,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,num points,skele r^2
1,19,22.7488011106953,1.4236130319751565,23.94736842105263,212.0,-1.297666944867801,2,16.483333333333363,0.9299144211497474,35,0.8385450202028689
3,15,19.326998470922767,0.8921989653871759,38.0,106.73333333333333,0.4647159834432216,7,24.00056990881457,0.984782644935883,48,0.7998546464027155
6,28,32.661224852890534,1.339929668709949,58.5,165.96428571428572,0.1467021371194195,13,15.152941176470614,0.8572716346153852,51,0.779445152436036
7,24,30.196910748044935,1.1699587586023927,65.5,430.4166666666667,0.4107811696597842,15,22.977104072398234,0.9717405147741117,51,0.9021955469428472
8,24,27.853597889759694,1.4660514376366334,73.29166666666667,398.5,1.4617928700293603,18,25.454027149321256,0.9901460535229963,51,0.9686038917849099
9,22,29.575646758728,1.1171664834313637,91.04545454545455,486.5,-1.0310179916692657,21,43.38257918552035,0.9418276781054287,51,0.923994631689864
11,18,22.40776275114902,1.2032140473640476,96.0,155.5,1.1834328868714736,23,20.60217194570135,0.9731773995746715,51,0.7221664633925471
12,21,31.402625820812144,1.8656188611110112,105.85714285714286,253.28571428571428,-0.7316841865951202,24,6.622126696832576,0.9075951966300406,51,0.7540781779008924
14,31,40.823137379617556,1.2385029061134558,112.93548387096774,303.0,1.06806639377939,27,22.073755656108624,0.9521724449672692,51,0.632748448897219
15,24,32.07001464899534,1.3795105299031252,118.45833333333333,284.625,0.5456721268440087,28,26.75076923076922,0.9865651941402721,51,0.7921969127222093
18,22,25.383647780486807,1.4319883538085614,135.1818181818182,315.5,1.5481419463960917,35,24.026153846153836,0.941487468806707,51,0.8138415837258318
19,12,16.45821055571904,1.0080645775481278,142.58333333333334,128.5,0.9941967830776609,37,15.692036199095018,0.8088207697770006,51,0.6776129516250029
21,18,27.47073847349568,1.4143913989579833,157.94444444444446,455.6111111111111,-0.8192801797250561,42,21.556515837104037,0.9882911449149415,51,0.9529663139803783
23,26,30.09266151013323,2.893536182409482,183.5,183.1153846153846,0.07886186843976278,47,22.90425339366515,0.8511647318316509,51,0.6546822000641538
26,42,50.453534023049855,4.29956463596881,223.64285714285714,203.02380952380952,0.4981583589347702,53,26.48122171945701,0.9910159455141849,51,0.7488128556481342
27,14,19.181052453868258,1.4864978108111475,210.21428571428572,239.5,0.9168209172209529,54,17.491447963800894,0.977553605059394,51,0.9579706702926446
