,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,num points,skele r^2
0,50,61.69749350307805,2.1328139716445405,35.5,245.12,0.36109931968071224,2,47.3070985542434,0.9856795702423874,51,0.8802702465774253
2,40,46.17358552246078,0.0,48.5,281.0,0.0,4,56.13873303167421,0.9920852466656415,51,0.9175644427655638
3,34,40.00380221341336,1.6597084079789932,67.5,79.0,0.19553184148048022,7,48.20529411764703,0.9693353004441042,51,0.8902355210437494
4,20,24.50493460294798,1.6456549168166335,70.5,369.5,0.34531294681096947,10,39.79832579185518,0.9946076594884616,51,0.9063778400071638
5,12,14.747966772635584,1.0261732937434753,85.91666666666667,167.5,1.210970857692482,13,41.13461538461542,0.9316684009712106,13,0.8462166044240159
6,27,31.188229899711928,1.3826061164815406,98.0,389.44444444444446,0.04584574917968257,14,53.48696832579183,0.9858441732131881,51,0.9714188052757811
8,24,28.395989749134685,2.5113054485519233,126.5,219.95833333333334,0.2245487953601639,21,46.857556561085964,0.9717575124481242,51,0.9119203725433446
11,18,22.416123570562558,1.2318295617777917,145.5,303.5,-0.38830772660770857,25,31.33307692307692,0.9744683935828444,51,0.9539802316930599
12,16,22.6135040489403,2.0011083500302,165.8125,148.9375,0.7246416377293724,28,32.20000000000002,0.9536642711383196,51,0.9460345306950388
13,21,28.754490799770736,1.2454480848546015,170.0,476.5238095238095,-0.5697776700907419,29,33.773574660633486,0.9512091413983126,51,0.817923432003773
15,29,39.94342519020922,1.0659921976634397,185.06896551724137,306.0,0.9930915502813562,31,38.65457013574659,0.9931341964734738,51,0.8684339315595216
16,53,62.08237418616752,2.2733063700818947,219.0188679245283,257.50943396226415,0.18165567470025706,32,66.93416289592763,0.993332185762675,51,0.9772691693067618
17,27,41.05831539222092,1.5353821454651146,207.44444444444446,284.18518518518516,0.8092399460363602,33,40.95665158371041,0.9867829636944492,51,0.9268497591336342
18,32,45.066914724148106,1.3067410785470486,211.5,494.78125,-0.6105511983680926,34,38.66185520361991,0.9527254925206775,51,0.9657428097289337
19,14,17.676339104004366,1.8615593536562087,202.92857142857142,80.5,1.146130388513645,35,34.1373873873874,0.9798185967150301,36,0.8640989251665289
21,25,28.979967254967075,1.5496767085544467,226.0,100.2,0.09689922653116843,38,45.83036199095025,0.9671392606166243,51,0.9622939861567322
24,13,16.10960620351964,1.7083494343976267,244.0,128.53846153846155,-0.38121884482354085,44,30.7266167212944,0.9492775595613643,46,0.9524145117125589
25,21,27.671229369137556,0.9984702056644263,271.0,92.28571428571429,-0.5050574692094583,49,43.45542986425336,0.9947329431931212,51,0.9600992938864986
27,25,27.63098642306412,2.980031759637188,278.44,106.88,-0.33132496388157207,51,54.37768929110103,0.9576155316680731,51,0.9467094591359768
28,48,60.96851542399423,1.4141602513146763,279.7291666666667,463.5,-1.1404881178985442,53,37.77307692307692,0.9855984317941098,51,0.938220850920569
31,32,29.57221787290814,4.1720264952720765,325.03125,463.8125,-1.3241855521411423,61,44.890588235294096,0.93798066366565,51,0.8539349116817618
32,30,34.83940458635539,1.9488741084176986,358.8666666666667,381.5,-1.4587861352838905,64,57.355339366515814,0.9905152440984799,51,0.953804459725012
33,14,16.21434201051305,1.0067176928266799,369.42857142857144,246.5,-1.4652823157327433,65,75.1363636363636,0.9593721144967682,22,0.9516943487619339
34,53,50.81439081714509,8.858095710125548,394.50943396226415,133.33962264150944,-0.1800531609584871,66,40.934796380090525,0.9824891675137205,51,0.9140214321035247
35,30,35.32402121508368,1.5663732621306563,374.9,334.5,1.3708641056358655,67,54.05520361990948,0.9939492350874134,51,0.9410932917655652
36,29,36.66815524249555,1.5415046332600748,394.0,168.75862068965517,-0.42139071713123577,68,56.167873303167404,0.923550024308552,51,0.9169505847950609
38,42,58.97456436631542,1.7158287970877064,400.6904761904762,384.5,0.9648167970400566,70,21.8042081447964,0.9786392103905661,51,0.8738903175770636
43,13,17.901438766483963,1.2733147005008552,438.84615384615387,349.0,-0.9883899078515229,80,25.90570135746605,0.9819774707576626,51,0.9779271237291522
44,30,42.674985062187595,1.293180810533531,456.5,214.3,-0.6247731596251397,81,43.43357466063349,0.9896979952386209,51,0.8687141976727579
45,38,45.90336790890897,1.4023862504756592,464.5,335.89473684210526,0.29938666008011505,83,51.316018099547534,0.9923838562463918,51,0.9385906883836256
46,40,47.765250115498716,1.2332402052518572,487.5,246.6,0.258968115170837,85,47.50592760180996,0.9905332449460051,51,0.9312183915239725
