,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,num points,skele r^2
29,16,22.34409670245772,1.71138614906691,237.1875,475.375,-0.9130184959282397,66,27.819852941176467,0.9593087132903586,33,0.7816106233827947
30,27,34.32659957242341,2.535900136774308,247.85185185185185,131.92592592592592,-1.1052271486383238,67,18.117963800904974,0.965072740938849,51,0.5669196218341146
31,15,18.29632161333975,1.4236704827518765,252.86666666666667,206.0,1.235194873668895,74,28.994327030033364,0.9732388306810099,30,0.8421640599981365
34,16,18.499518315933642,1.0978716129109594,286.5,238.3125,0.08099254223686214,84,20.354479638009042,0.9676851254528955,51,0.935232004759072
35,34,50.64262392822988,1.2406347310349568,294.52941176470586,401.9117647058824,-0.6904837653111772,85,22.022760180995455,0.9681782119055119,51,0.7654255982675587
36,21,28.7194233531919,1.663856485776524,289.04761904761904,414.8095238095238,-0.587629147518477,86,25.587234042553185,0.9879781879914693,46,0.9614331334183697
39,16,22.808751750147106,1.2291637808531841,353.5,138.625,-0.6303906247388091,96,14.45357466063349,0.966827022090704,51,0.47250315369177043
40,17,19.597395538105435,1.2660915358000266,356.11764705882354,403.0,1.5584906741242226,99,19.08487434803222,0.9486919999999999,37,0.8845315904139434
41,27,31.99148165986583,1.8073841754408315,377.037037037037,197.7037037037037,0.26039493325094776,102,22.459864253393654,0.9212358678430297,51,0.5974875190258853
44,25,35.64680858487424,1.3143202476322022,383.56,446.0,-0.9422479065075134,106,20.79158371040727,0.9522199015974336,51,0.6646090485304733
46,14,19.110694127178256,1.1454179247473153,384.2142857142857,368.2142857142857,0.8801804932236811,109,18.49019607843142,0.9660440214158241,35,0.7777332503051846
50,11,14.152949891113169,1.102120926516064,412.0,49.36363636363637,0.46670283133673324,116,20.62038461538462,0.9711513315116919,25,0.8893518202308583
51,70,70.74911115425455,10.072229221735242,445.7142857142857,418.22857142857146,0.025999732860508242,118,74.8292923293962,0.9234883145577155,51,0.2906219137083761
52,14,16.21434201051305,1.0067176928266797,423.5,164.42857142857142,-0.10551401106215334,119,21.487387387387376,0.9739893934082162,36,0.8332246038513906
53,15,20.683387955861026,1.8861237147501797,431.0,270.2,0.6536393401423554,123,19.513320825515944,0.9734427867611115,40,0.94037240806291
55,23,26.544673947097486,1.0931742056032332,436.1304347826087,401.0,1.5411103751176713,125,24.514253393665147,0.9319002904796704,51,0.7372563399615611
56,16,19.833648830488656,1.031442712348095,441.1875,205.5,-1.1930257501880157,126,24.37549019607847,0.981013400241836,35,0.8982196912880548
57,30,35.39931346549652,1.5690568838797034,442.9,463.5,1.3606060175679766,127,26.18981900452488,0.9782955903185475,51,0.8214923504561742
58,27,32.099016462765015,3.0678519376501394,454.4074074074074,170.8148148148148,-0.9976426269264268,128,42.129547511312204,0.975476418062538,51,0.8619462357187249
59,8,10.681218393916723,0.9547636469069535,471.5,410.75,0.5417188736448532,133,12.008791832104382,0.9456167842088042,42,0.8267792805025975
60,22,30.4235937836767,1.6439166484299825,480.3636363636364,310.59090909090907,0.6588429978887066,134,22.933393665158388,0.984214848768128,51,0.8484653825287571
