,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
0,0,41,60.81812162525059,3.7306210599820386,46.97560975609756,304.0243902439024,-0.6847475632420209,2,86.92542986425339,0.9606278989889704,0.8874742863778051,5.36245153070432,1.0,50.0,1410.0,0.0,0.0,0.0
1,1,35,54.245933522543936,1.505609356058061,49.17142857142857,191.82857142857142,-0.8133977594824735,3,39.11352941176468,0.9368615543360074,0.897539952584158,6.457786904787964,1.0,50.0,1410.0,0.0,0.0,0.0
2,2,73,69.17825022664071,13.182154895307086,50.47945205479452,111.76712328767124,1.1413761602589199,4,76.71176470588229,0.9925746153455344,0.9712695526293671,7.1442692698094,1.0,50.0,1410.0,0.0,0.0,0.0
4,4,35,52.13860404001554,1.4177624593453886,100.0,74.97142857142858,0.6846682691618278,6,62.301900452488645,0.9961251193381643,0.943831410992623,4.770984683437238,1.0,50.0,1410.0,0.0,0.0,0.0
5,5,82,95.95538360666063,3.1587657838074112,144.5,413.3536585365854,-0.1634153489327518,7,56.97651583710409,0.9918248321864681,0.9861760646638558,11.077564579837315,1.0,50.0,1410.0,0.0,0.0,0.0
6,6,33,40.73258524795023,1.7836950100817683,136.0,293.27272727272725,-0.3627177196902225,8,34.3345248868778,0.9550581780208435,0.7923848586233875,4.555961473861739,1.0,50.0,1410.0,0.0,0.0,0.0
7,7,49,56.60122100033473,1.7298343496603192,141.10204081632654,199.0,1.536798036245375,10,77.38927601809948,0.9919581800657649,0.9697723598461243,5.5877544442352916,1.0,50.0,1410.0,0.0,0.0,0.0
8,8,10,11.733025816510732,1.1730750995109818,159.5,286.4,-0.20529771977853023,11,31.944444444444443,0.9403586206896551,0.9457199211045365,1.9417062156570242,1.0,50.0,1410.0,0.0,0.0,0.0
9,9,44,55.321971807836356,2.0328127938752782,238.5,20.931818181818183,0.4077096918024557,13,48.30728506787332,0.9774770212917802,0.9197270571618301,,1.0,50.0,1410.0,0.0,0.0,0.0
12,12,47,54.954000989656464,2.0125933847682935,247.9787234042553,317.0,1.4114384656569314,16,97.65633484162892,0.9856551991642459,0.982689427800338,3.7210768854649694,1.0,50.0,1410.0,0.0,0.0,0.0
15,15,62,72.8187532007462,1.7825154330451387,353.7903225806452,218.5,-1.3861834882287563,20,90.75009049773753,0.9893309836873068,0.987585968439103,7.456505748898294,1.0,50.0,1410.0,0.0,0.0,0.0
