,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,eccentricity,label,perimeter,proj#,speed (nm/s),r^2,num points
10,10,47,49.482946545445564,13.015270214759022,46.276595744680854,456.36170212765956,0.6068288917276475,0.9647889177927141,15,55.66904755831214,0.0,38.36736218471186,0.8094003089974781,101
61,61,35,40.44997666964461,1.4653131157698625,198.0,348.9428571428571,0.05072352526679856,0.9993436479051498,85,34.86396103067893,0.0,32.08459795178013,0.8585647161619328,101
65,65,45,47.905330444679024,13.529549057605635,195.6888888888889,103.08888888888889,-1.4300903668362712,0.9592900824465416,89,50.49137802864844,0.0,34.32768377487357,0.8168694471984133,101
69,69,24,30.00587374499621,1.512094470671676,215.5,263.5416666666667,-0.3961000922145564,0.9987294513952786,96,25.935028842544405,0.0,56.82234287924478,0.8929573760775603,78
74,74,98,102.1686424824396,7.972828502901059,258.8775510204082,344.3469387755102,0.06840250573756848,0.9969505445749937,103,100.83452377915607,0.0,28.778260394721837,0.9277095860794154,101
75,75,36,41.61164167742159,3.3132234680710986,224.69444444444446,96.5,-1.517612333476672,0.9968250877013439,105,36.89949493661166,0.0,44.31114148128478,0.9694127358589045,101
85,85,14,16.982370897172373,1.1460211277103585,303.5,425.0,0.3199591607877898,0.9977204249490109,125,13.65685424949238,0.0,24.608109942986808,0.8572801614189325,101
89,89,33,31.21623329154478,6.20231616639944,322.4848484848485,169.1818181818182,-0.0430006509441227,0.9800626295223108,131,33.520815280171306,0.0,39.85687131307494,0.8019967856841901,55
106,106,28,34.40409163998377,1.460817795510538,379.5,307.17857142857144,-0.3509463980617665,0.9990981427639077,155,29.727922061357855,0.0,43.33206632293326,0.9541766951697983,91
111,111,32,37.04957375810517,2.515767147954014,391.5,458.5,-0.07974679094066205,0.9976919461748672,161,33.10660171779821,0.0,83.05428113041096,0.9330370061622658,59
121,121,9,10.94808354079577,1.0140787309896968,435.0,489.3333333333333,0.3397069027039242,0.9957009581104784,176,8.035533905932738,0.0,43.320151342165694,0.8435936425009299,101
133,133,38,39.20562547089824,9.865822008379695,479.2368421052632,474.7631578947368,-0.6516207767291867,0.9678201229086538,190,42.66295090390226,0.0,21.6191858693377,0.8463439286306348,85
149,7,16,18.957108652533705,2.5130721310841335,27.5625,216.625,0.31281028916230064,0.9911741515924396,12,15.65685424949238,1.0,116.2836822079341,0.8316496077914011,73
155,13,17,19.821762611825754,1.227204733814459,41.23529411764706,276.0,-1.4194045221006053,0.9980816127509696,22,15.82842712474619,1.0,43.14650023407603,0.8112105732452368,99
157,15,20,23.144143405021122,1.3373952474183783,54.5,285.6,0.08279605725801528,0.998329023539884,25,18.621320343559642,1.0,51.241515641513054,0.8702834930992235,101
185,43,18,23.63201972738997,1.386616505255339,127.55555555555556,422.0,-0.5296771101879368,0.9982771187910346,62,19.727922061357855,1.0,33.75819707367047,0.8334574451204906,101
187,45,12,18.64456785357576,0.8446436448245872,131.25,274.5,0.8330334408141299,0.9989733193034379,66,13.727922061357855,1.0,107.89957725898479,0.8437343411832758,43
191,49,13,14.966629547095765,0.0,137.0,30.0,0.0,1.0,70,11.0,1.0,85.67154917799893,0.9266749803355177,73
198,56,18,21.579146962934185,1.9422963516210536,163.5,493.27777777777777,0.27884633836445233,0.9959410403399879,79,18.48528137423857,1.0,73.44007086680713,0.8560926392219012,88
207,65,20,23.445648380290486,3.3972889232124817,205.75,58.9,0.5625829920028237,0.9894462143579082,93,21.727922061357855,1.0,39.001008223810665,0.8163129833827846,101
213,71,28,33.25185524642844,4.463896007808484,223.96428571428572,259.57142857142856,-0.4932501337821746,0.9909481693412938,100,29.935028842544405,1.0,58.12332813909759,0.950459610295417,77
215,73,29,33.58380770802587,3.9502750724248648,224.6551724137931,94.0,-1.4865685345036421,0.9930581562214958,106,30.31370849898476,1.0,49.52331154688432,0.9513808325155684,91
218,76,36,44.04442088127357,1.4151217191983483,238.63888888888889,54.5,1.232669713344564,0.9994837168950267,110,38.7634559672906,1.0,55.53323817817511,0.9313614422402607,101
222,80,68,78.61322242699774,2.7236018520008964,279.5,345.77941176470586,0.05099629061503728,0.9993996611763001,115,75.1126983722081,1.0,39.264438158619775,0.9233779445353516,101
223,81,32,37.211915122596004,1.5077708409141386,277.5,304.75,0.12275248943386995,0.9991787885393404,118,31.65685424949238,1.0,61.124673495347736,0.9822251894319324,101
228,86,13,15.870118179363438,1.1397860705621845,306.0,426.15384615384613,0.33996693071828776,0.9974176358226743,125,12.65685424949238,1.0,33.165005783395856,0.8261993038979634,101
234,92,17,21.982155280137366,1.1980685585854065,317.0,404.94117647058823,0.4710253661622351,0.9985136685194245,131,18.106601717798213,1.0,84.39437022021706,0.851636232814075,57
237,95,27,31.604854342136925,1.1583120535529334,328.0,89.07407407407408,0.16893965515576612,0.9993281698653422,134,26.65685424949238,1.0,58.01338016189262,0.8821421579083887,101
238,96,16,18.604824511664308,1.6727237937492883,327.5,479.0625,-0.13412386790627934,0.9959500688453192,137,16.27817459305202,1.0,59.944867988319835,0.8146463539749985,75
239,97,18,21.902955348181557,1.69641709676078,331.5,500.44444444444446,0.3265660641589438,0.9969961196856,138,18.48528137423857,1.0,67.62605133157552,0.9025163640968286,98
246,104,25,28.935080923981836,1.594832882349258,349.0,112.44,-0.07930703751356366,0.998479868416434,150,24.656854249492383,1.0,67.2353928196133,0.9190373015237667,98
250,108,31,34.70942017764023,4.0312464596436275,373.19354838709677,369.80645161290323,-0.07622241775957704,0.9932325350359696,156,30.242640687119284,1.0,100.6900775788005,0.8508661309271688,83
252,110,29,35.69194432353712,1.2630191688902985,385.0,305.0689655172414,-0.3552343634990594,0.9993736955520403,159,31.349242404917497,1.0,52.34359653575123,0.9406788268075548,101
254,112,12,13.827528206343272,1.8316711654488436,385.5,283.4166666666667,0.05333632901491367,0.991187609569818,161,11.242640687119286,1.0,84.17691375862015,0.8739539524350739,86
256,114,29,30.414933725100557,5.1574091865930995,403.6896551724138,458.1034482758621,0.017155009474039255,0.9855184347162251,163,29.520815280171306,1.0,67.22859255704283,0.930621044961712,83
264,122,6,6.902544862248761,1.115241370077396,435.5,489.1666666666667,0.14572839723893355,0.9868613207214115,175,4.207106781186548,1.0,64.04736508957903,0.8256466761269725,76
267,125,34,36.41480456129532,2.8302741332316153,456.97058823529414,70.05882352941177,0.08215223835285779,0.9969749788587299,179,34.72792206135786,1.0,46.61155022552551,0.8836698663795662,101
290,6,22,25.642304268051507,1.8433262487628768,33.5,217.8181818181818,0.14430768523461798,0.9974128448242506,9,22.692388155425117,2.0,87.08221436259338,0.9579054124579832,100
306,22,14,19.914101249401856,1.8070158058105095,75.92857142857143,350.92857142857144,-0.7853981633974483,0.9958745698696864,31,15.727922061357855,2.0,89.25457723569812,0.8500305859577746,79
312,28,24,27.691617840077132,2.4110558450626414,99.5,40.708333333333336,-0.014456441402860273,0.9962023641827281,38,23.86396103067893,2.0,65.15244303519621,0.9672644828689557,101
313,29,19,21.90944413024333,1.4504074346406235,88.15789473684211,344.0,1.5637480086891544,0.9978063672399193,39,18.65685424949238,2.0,58.205211322066596,0.9397586280768229,99
324,40,17,23.92191609229972,2.2020892145773345,125.58823529411765,268.7647058823529,0.7430010483518577,0.9957540891967855,53,19.349242404917497,2.0,81.79099140930147,0.8740801015716095,42
336,52,16,18.821693638566853,1.0868986042552788,147.5,31.3125,0.20231805454736812,0.998331242680829,70,15.242640687119284,2.0,79.64334181131593,0.8939078386799703,100
340,56,14,16.518872784113366,1.1177168343863337,166.5,493.7857142857143,0.2194574102945613,0.997708231700577,75,13.035533905932738,2.0,87.16719450839403,0.8379687508765892,89
345,61,19,23.914849743966524,1.7110251759887183,193.05263157894737,266.2631578947368,-1.0360724056668154,0.9974372612289413,83,20.52081528017131,2.0,99.32185368307044,0.8311884990780984,66
349,65,72,62.68697177459465,12.532096643195173,206.34722222222223,411.125,1.53513641585122,0.979813143964711,89,72.97056274847715,2.0,16.592097791270753,0.8153438636395065,101
351,67,21,26.282376030101606,1.1242424545863272,228.0,258.2857142857143,-0.39906176569090634,0.9990847083158153,97,22.31370849898476,2.0,72.39723252754877,0.9828753939778655,90
362,78,138,123.00013623735178,22.76825633914496,307.8768115942029,347.6304347826087,0.04245581078378518,0.9827182645584904,112,146.08326112068522,2.0,25.856407984222123,0.9677031980370369,101
365,81,34,39.42569364568162,1.6665264218263767,284.5,305.52941176470586,0.09643665012367991,0.9991062216090288,116,34.27817459305202,2.0,68.25384689558297,0.9741528551114347,101
371,87,14,17.358106637203502,1.738581198482453,307.57142857142856,426.7142857142857,0.4442664365123008,0.994971382723991,125,14.071067811865476,2.0,29.614988588805083,0.8240144192617,101
374,90,19,24.973777529033942,1.6307870496276906,314.0,402.89473684210526,0.5018091356769621,0.9978656789658937,129,20.935028842544405,2.0,93.27162221912138,0.8943583895899303,76
392,108,29,36.30070164014923,1.5981074657562804,390.0,303.41379310344826,-0.39819201727872605,0.9990304671943564,155,31.556349186104047,2.0,62.0001945039722,0.9536931644418979,101
404,120,52,55.2385160565826,9.829725511426071,426.0192307692308,158.25,1.1144237880702463,0.9840394270740217,174,57.526911934581186,2.0,38.9040948739617,0.8670658930976898,101
406,122,24,27.539757376157596,1.93809393653083,429.5416666666667,355.3333333333333,-0.09269545499204587,0.9975206482301852,176,24.48528137423857,2.0,63.09045688535407,0.9616371793978453,101
408,124,27,29.007958519636343,4.097316144444937,446.44444444444446,466.7037037037037,0.12975774391489464,0.9899742432540631,178,26.89949493661166,2.0,55.34944302352844,0.8142218135356912,101
414,130,22,27.877654051541636,1.4522850461570778,457.0,40.5,1.1434007999258415,0.9986421360974675,185,23.520815280171306,2.0,51.11063908609165,0.9621392454336022,101
418,134,24,30.925668022257405,1.2551014299043923,480.5,214.95833333333334,0.46203008480946756,0.9991761115474743,191,26.556349186104043,2.0,20.04596802087041,0.8121109779637772,101
423,139,17,19.72247411502754,2.7045650706749527,492.2352941176471,152.0,-1.4563640036349188,0.9905529034089844,197,17.27817459305202,2.0,77.07993788908414,0.8810694130057594,99
