,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,eccentricity,label,perimeter,proj#,speed (nm/s),r^2,num points
6,6,13,16.159154755688053,1.5670616065635499,36.92307692307692,59.46153846153846,0.45888933390912295,0.9952866513794001,8,13.071067811865476,0.0,86.9542960711236,0.9342131948912349,55
17,17,11,12.72474668881288,1.1199890287649845,94.72727272727273,433.0,1.4612833143190043,0.9961190073923485,21,9.414213562373096,0.0,126.70286994149785,0.9044199336561238,39
39,39,26,35.38395299277441,2.646782273619707,191.65384615384616,424.8076923076923,0.6061530051929314,0.9971984232705629,47,30.00609665440988,0.0,55.39718394609779,0.8805070138219285,75
43,43,23,28.192864257982855,1.7276316647764343,204.95652173913044,269.7826086956522,0.3735992363588656,0.9981206736768081,51,24.31370849898476,0.0,66.91668462442132,0.9522581276053109,62
53,53,14,16.76534035734194,1.4794150279521072,237.5,180.21428571428572,0.2784929565411551,0.9960990245212599,63,13.65685424949238,0.0,17.60984124985974,0.8088583023114402,175
62,62,34,39.24606889932439,1.2542191071976823,276.05882352941177,245.5,1.5579496857677266,0.9994892181757924,76,33.242640687119284,0.0,45.855332366927506,0.9673096114458863,106
68,68,17,24.356702417267773,1.254821408976988,315.05882352941177,94.23529411764706,0.6617514264938736,0.9986720389944846,82,19.556349186104043,0.0,70.6758655727227,0.8291703008365019,40
100,100,28,32.75744977247424,2.28805565700264,436.0,194.5,-1.4050980480627369,0.9975576174610925,120,28.071067811865476,0.0,55.90121824411711,0.9291395086291923,61
102,102,7,10.750199295466643,0.8234762090869209,437.14285714285717,390.0,0.8366465130226236,0.9970618255908751,122,6.863961030678928,0.0,16.9068496467394,0.8774929626113219,175
108,108,14,18.181429376975487,2.8655079853551966,454.92857142857144,288.5,-0.7116919819425948,0.9875020259265264,129,14.692388155425117,0.0,158.35978400617122,0.9302273742357807,23
110,110,21,25.746425791242267,1.4926938533315897,461.6190476190476,363.0,-1.2242569000670354,0.9983179340931605,131,22.106601717798213,0.0,34.84356837812696,0.9088575063032407,56
126,5,8,9.632235616251407,0.984904580666512,40.5,60.875,0.3143981432077165,0.9947586427234714,6,6.82842712474619,1.0,90.4190037313685,0.9127223895144765,56
128,7,41,43.406321237554025,4.543479943309856,58.853658536585364,199.17073170731706,1.2205463807424326,0.9945066688834953,10,42.00609665440988,1.0,36.234578130148215,0.8646907562178757,166
138,17,15,17.282086097188536,1.3583282684676397,94.86666666666666,429.0,1.567202713541905,0.9969064336651932,20,14.65685424949238,1.0,39.966737837015664,0.8432297990068094,114
146,25,16,22.525358493741173,1.268158006102696,146.5,502.75,0.6129552193992679,0.9984139463976387,29,18.14213562373095,1.0,93.69481819374744,0.8525943165043739,61
152,31,20,24.670386717372114,1.2696531870198093,162.5,306.1,-0.363233612334578,0.9986748160736898,35,20.899494936611664,1.0,78.71737186270893,0.8774180507823923,85
159,38,20,29.605105807203433,2.9082142535050055,185.95,420.2,0.8021062537001566,0.995163389715316,43,23.384776310850235,1.0,67.88501650135076,0.8831326840262648,86
162,41,19,24.502242010351978,1.1979775943473263,198.0,266.42105263157896,0.46484643451636454,0.9988040431196226,46,20.520815280171306,1.0,75.1598951515112,0.9804753888823783,82
166,45,6,6.831300510639732,0.0,207.0,450.5,1.5707963267948966,1.0,50,4.0,1.0,170.44780361124072,0.8356269202167632,24
183,62,25,28.921562498409315,1.5992569057546613,275.96,235.0,-1.497624935857472,0.9984699862462777,70,24.242640687119284,1.0,45.52267298298317,0.84597379603453,116
188,67,13,15.504252852303386,1.408902905514699,305.0,419.9230769230769,0.2652378393660376,0.9958625780972375,75,12.242640687119284,1.0,129.51684294370204,0.8029820069575082,65
217,96,28,32.318389613019015,2.375740263727664,435.2142857142857,203.5,-1.5493371197555443,0.9972944448088404,110,27.65685424949238,1.0,49.28756031106034,0.9587773671248141,79
