,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,eccentricity,label,perimeter,proj#,speed (nm/s),r^2,num points
73,73,12,13.80855495663219,1.997617750305414,174.5,109.5,-0.0071423712936983155,0.98948065763078,107,12.278174593052022,0.0,34.977433596114665,0.879689284032079,148
75,75,13,17.412506352105723,0.9483127617463127,177.3846153846154,484.0,1.0334718496315505,0.9985158663437687,110,13.692388155425117,0.0,47.403995518362386,0.8425847160968667,130
78,78,6,7.990582326372801,1.0195503785235571,186.16666666666666,295.5,1.0203864826059523,0.9918264821104458,117,5.035533905932738,0.0,29.757895197129464,0.8692737692445912,148
115,115,10,13.247082364698553,1.398144778945507,288.5,430.6,0.5242811953530895,0.9944146761956358,186,9.863961030678928,0.0,16.216982123905606,0.8392540358412113,142
138,138,8,9.197363265833896,1.0763405391832273,334.5,241.125,0.08429846980471481,0.9931287244093358,217,6.207106781186548,0.0,11.954507334852076,0.8846922908809078,148
160,160,34,29.02469605802251,6.206612283722146,384.70588235294116,420.97058823529414,1.0958741557181428,0.9768689152638865,251,34.3492424049175,0.0,72.02240342011744,0.9489852305824749,48
172,172,5,5.912809357935427,0.9373822575189021,420.0,86.4,-0.2992094467392686,0.9873534931844618,275,3.414213562373095,0.0,153.017156850339,0.8228094274782712,36
225,18,56,48.49877143212099,8.30427638687312,78.44642857142857,187.48214285714286,0.3578972354333323,0.9852316860030326,30,60.73401871576773,1.0,50.84038123563842,0.9068256084738555,115
239,32,29,31.274460713844597,5.607952358066449,98.79310344827586,344.58620689655174,-0.4900033622996831,0.983791871721494,52,32.00609665440988,1.0,75.54189446619222,0.8129489782879664,92
248,41,15,19.60050948144088,2.605555018961413,109.4,74.06666666666666,0.7561751604173871,0.9911250228081782,63,15.727922061357857,1.0,135.82885711868792,0.9710563838743989,53
262,55,9,12.176337461849036,1.62800069474352,149.11111111111111,223.0,-1.006907897114889,0.9910215813400272,88,8.863961030678928,1.0,203.7467492951913,0.9454645323185475,43
277,70,13,14.966629547095765,1.8461538461538476,174.0,109.3076923076923,0.0,0.9923630617485255,106,11.82842712474619,1.0,31.603058502217312,0.8843235973656477,148
308,101,5,6.928203230275509,0.7999999999999993,271.0,370.4,-0.6202494859828215,0.993310961716756,172,3.82842712474619,1.0,26.054931279052575,0.8152022833018077,148
320,113,12,13.81242886802754,1.942257532160702,328.5,188.41666666666666,0.024964362826558457,0.9900641174161019,196,11.863961030678928,1.0,142.2257996908838,0.9238254520896975,60
356,149,9,12.865356815554362,1.7815588772645927,422.1111111111111,240.66666666666666,0.7256353772029652,0.9903656187846723,255,9.071067811865476,1.0,67.04359806499903,0.818638578369345,28
358,151,7,8.046667370327889,1.1001490375262135,423.85714285714283,433.0,1.4620192672278924,0.990609583447842,259,5.207106781186548,1.0,67.21583722201187,0.9456785269972383,83
