,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,eccentricity,label,perimeter,proj#,speed (nm/s),r^2,num points
0,0,21,28.339875405709506,1.3631818330471936,17.0,180.85714285714286,-0.5465881792975452,0.9988424676473053,1,23.556349186104043,0.0,54.76934634438609,0.9512407446349619,85
7,7,24,29.83871202011609,1.7275990026371235,48.5,422.5,-0.3826048103877494,0.9983225091382559,11,25.727922061357855,0.0,31.688348279965865,0.8669668796534046,130
14,14,17,21.233519393268324,1.060100629774471,69.0,285.47058823529414,-0.3958327454039863,0.9987529292141315,18,17.485281374238568,0.0,36.26931793391355,0.8189557024283172,152
35,35,25,31.487244515678615,1.7932743264395068,129.56,387.0,1.1574475334006515,0.9983768945024086,43,26.72792206135785,0.0,91.8656875347061,0.8995544168143779,75
80,80,26,30.10296437676809,3.3829974616759584,282.5,419.11538461538464,-0.08326145611982708,0.993665204707713,103,25.863961030678926,0.0,74.84480015734465,0.8714359946367833,65
97,97,7,9.231642549101222,0.9903824908978182,309.42857142857144,309.0,1.0449712205207098,0.9942287088627444,122,6.242640687119285,0.0,45.22616362433894,0.8032029942350588,102
101,101,15,18.419181106306386,1.1644696626825919,329.0,210.33333333333334,-0.3539707485346085,0.9979995839633431,127,14.863961030678928,0.0,138.52582142144706,0.8730341238751317,31
143,143,20,23.7621464161109,1.18338400331753,450.5,60.35,-0.24311548637216632,0.9987591491321766,175,19.86396103067893,0.0,82.97676161921031,0.9502318649736426,61
156,156,13,15.795383472168886,1.7053526998950335,494.38461538461536,500.0,-1.2434401095642296,0.9941546672461283,192,13.48528137423857,0.0,97.03524955001853,0.9134041458803661,48
170,9,27,33.4447975011914,2.0305567482510756,48.0,422.4074074074074,-0.3728633575390519,0.998155222901748,10,28.9350288425444,1.0,31.020575332335937,0.8492839130211088,131
177,16,22,33.15830771364635,1.383856683044605,61.95454545454545,372.45454545454544,-0.7895396349483943,0.9991287219823262,18,26.834523779156072,1.0,66.44811407023333,0.8041206232037238,102
181,20,21,24.289988884592024,1.2050818641574412,77.0,28.285714285714285,-0.07536856176633579,0.9987685523303702,24,20.449747468305834,1.0,60.29964586093584,0.9334372511416884,112
198,37,17,20.69013953181817,1.147192237302695,126.47058823529412,380.0,1.2435971038124431,0.9984616691932774,46,17.071067811865476,1.0,110.54430848743871,0.806535183823153,70
203,42,29,33.853036802116186,1.8293314015852338,147.0,303.51724137931035,0.15150302062417034,0.9985389102167654,51,30.52081528017131,1.0,86.70133903559194,0.8916004540519065,38
236,75,31,33.851261735128105,2.7731595712273047,246.41935483870967,418.5806451612903,1.309976828338163,0.9966387524177245,96,32.31370849898476,1.0,96.34895215054966,0.9350881142218426,96
259,98,29,27.919156588912767,4.350011248352858,306.2413793103448,273.2758620689655,-1.2994754769106915,0.9877874536289225,125,28.692388155425117,1.0,63.14666863759532,0.8800523260097239,71
260,99,7,9.231642549101222,0.9903824908978182,309.57142857142856,310.0,1.0449712205207098,0.9942287088627444,127,6.242640687119285,1.0,37.69611835244227,0.8574894637348042,95
273,112,18,19.77049417902258,5.191793563987447,348.44444444444446,239.72222222222223,0.845589573797728,0.9649039322545946,146,18.31370849898476,1.0,89.0283763960718,0.8294695555322935,94
289,128,24,33.17300487508054,2.152923800606085,393.625,111.5,-0.9861515171962415,0.9978917809540263,168,28.00609665440988,1.0,58.05033223144967,0.8148111881696478,117
308,147,10,12.659301142985555,1.0872417262065561,481.4,46.5,1.1357292758617683,0.9963050731049824,198,9.449747468305832,1.0,72.02694503715217,0.9123202682363641,75
310,149,22,26.59721026786057,1.2958838906789358,484.5,176.5,1.2663620054150921,0.9988123513362223,200,22.692388155425117,1.0,59.66957014432744,0.8738181295940435,87
316,0,25,23.73338112890888,5.717920967445407,13.92,235.84,1.2037647535026048,0.9705441954243692,1,25.52081528017131,2.0,97.823777207925,0.8697862609253616,93
319,3,25,30.644929984481422,1.2593118145365763,43.0,424.92,-0.34479944629368153,0.9991552994903445,5,26.520815280171306,2.0,35.78737175208417,0.8876398418014826,131
331,15,8,11.42628765462676,1.1999793472073204,65.0,86.5,-0.9266756396322421,0.994470196670595,19,7.863961030678928,2.0,74.42301629753236,0.8540180767907316,88
335,19,17,19.85929645804021,1.1599001737757266,77.0,464.8235294117647,-0.16332514623453584,0.9982929180912994,23,16.035533905932738,2.0,70.11168736126935,0.9085016203170111,117
346,30,21,26.3467561838446,1.4436988098095236,122.23809523809524,371.0,1.1657147281981233,0.9984975664665705,42,22.52081528017131,2.0,83.6096007902616,0.8799233800214166,77
351,35,12,13.808210118138652,0.0,132.0,442.5,1.5707963267948966,1.0,50,10.0,2.0,102.1750336950832,0.9538158011910628,70
360,44,42,34.59854497505044,7.298128600830818,194.9047619047619,168.1904761904762,0.18961409647437547,0.9774995627798706,65,44.59188309203678,2.0,67.35711396158375,0.8143165566613535,111
380,64,8,9.331737161808407,0.9584787649833292,253.5,93.5,-0.19025318855618245,0.9947111655066688,94,6.414213562373095,2.0,28.88285770822648,0.8118165628830563,120
394,78,29,36.40011289052815,4.91614925837763,301.0,413.7586206896552,-0.4081936645697551,0.9908376089735635,112,32.79898987322333,2.0,57.978251516300986,0.9471405279107031,141
403,87,25,30.006817227330686,1.8505458344959693,304.52,280.0,-1.2909975042559128,0.9980965417378316,124,25.48528137423857,2.0,70.68254856529198,0.9022006759430827,123
411,95,20,28.152371013384684,2.409150540073765,334.3,371.25,-0.8823759552917884,0.9963316968392653,133,22.970562748477143,2.0,50.43959931819584,0.8653233265371622,127
417,101,17,23.00734075844554,3.020916921207835,346.5882352941176,239.0,0.7199733585069377,0.9913423748419119,141,18.935028842544405,2.0,71.70135052224502,0.9580487615527509,112
430,114,16,18.454768050503503,1.0823752593787384,378.125,10.5,1.5295009738519838,0.9982785972423299,160,14.414213562373096,2.0,60.01948075577529,0.8814910393092156,120
432,116,24,27.688746209726915,1.8856180831641134,387.6666666666667,479.5,1.5707963267948966,0.9976784646571157,164,22.82842712474619,2.0,90.16144770762178,0.921462338011565,94
435,119,24,30.964468698770304,2.416726523991316,398.2916666666667,103.5,-1.1051316006377596,0.9969495728776098,168,26.763455967290593,2.0,68.19227744053391,0.9235178890591577,117
456,140,12,14.965694453295614,1.3017896132876359,481.25,46.5,1.1733253857374026,0.9962096290965616,191,11.65685424949238,2.0,82.9663439469006,0.8973807385826272,83
458,142,24,29.424741277542605,1.4399616795488839,485.9166666666667,181.5,1.225148366468249,0.998801862066528,193,25.31370849898476,2.0,63.59864671422856,0.8579977177424631,98
462,0,44,57.17266614172227,3.8928157986483742,26.772727272727273,457.45454545454544,0.8328121239357628,0.9976792676540096,1,53.426406871192846,3.0,36.814854282033124,0.9517158487149711,163
463,1,19,23.927838705029252,1.032077083143512,15.789473684210526,243.0,1.1566481220633156,0.9990693433915958,2,20.106601717798213,3.0,73.6388631422918,0.9790459505073517,75
467,5,30,36.172431928218444,1.52010656006686,39.5,426.1666666666667,-0.29413342710102164,0.9991166058403226,6,31.727922061357855,3.0,39.7221517664098,0.9024430581451486,149
475,13,18,20.767688990936797,1.261738033274549,66.5,28.833333333333332,-0.03830661833109641,0.9981527172778523,15,17.242640687119284,3.0,56.85677560731681,0.980622665531086,136
481,19,23,26.77564933474692,1.3507505647971727,74.0,465.3478260869565,-0.13490289468740546,0.9987267406636609,21,23.071067811865476,3.0,58.276335150142,0.9803521901865951,122
496,34,16,22.107778668992193,1.0879440807567964,119.5625,366.5,0.9856138446047227,0.998788408803717,42,17.727922061357855,3.0,83.82337512559867,0.9438053563534428,82
499,37,13,14.966629547095765,0.0,132.0,447.0,1.5707963267948966,1.0,47,11.0,3.0,87.08758411724217,0.9362838618005248,60
508,46,23,28.133228918375877,1.7016820330400595,173.0,502.2173913043478,-0.3395508291524441,0.9981690122142871,57,24.106601717798213,3.0,44.732658257948565,0.9505351826711411,144
516,54,23,28.01751161934762,2.2445369792907233,201.0,168.56521739130434,0.3280795266494919,0.9967858738904972,71,24.106601717798213,3.0,62.88696154513169,0.808279150113693,100
533,71,21,24.648248791214975,1.3573932126048494,256.0,194.23809523809524,-0.18670486102817202,0.9984824644746261,94,20.65685424949238,3.0,11.845292475677573,0.8374783778997896,163
545,83,27,23.569835919899333,7.78918092678047,278.44444444444446,11.25925925925926,0.24416207962729597,0.9438156460311922,107,25.349242404917497,3.0,55.15135789808604,0.8482684892399727,113
546,84,10,13.642857154388164,2.027917322022694,289.5,73.6,0.576776894558639,0.9888909002814611,109,10.071067811865476,3.0,25.51518741185299,0.8531884686888194,163
565,103,41,47.328901165617054,5.551027012355256,354.0,177.78048780487805,-0.0033562615248302276,0.9930981558079667,136,43.349242404917504,3.0,36.100708362277395,0.8276853785187659,106
566,104,20,30.538377269598545,2.041448931437351,343.55,236.0,0.7323271369435119,0.9977631279913114,137,24.213203435596427,3.0,66.77388837599688,0.9678484984374405,127
580,118,16,18.439409566452927,1.318398589427443,378.125,15.5,-1.5648838159940874,0.997440674353775,156,14.82842712474619,3.0,54.863978686207034,0.905086098294985,119
584,122,26,30.227162221648427,1.7806557870816457,387.15384615384613,486.5,-1.4479066472979554,0.9982633493048972,161,25.242640687119284,3.0,87.65377847345403,0.8634590604652534,104
588,126,26,31.69413823756209,2.2405496907603326,400.0,99.5,-1.2415032411259663,0.9974981291713626,167,27.31370849898476,3.0,58.31290464997973,0.8247683893486912,111
590,128,28,32.6835775059084,1.3806557843539737,422.5,65.71428571428571,-0.15127574012523026,0.9991073616538857,171,27.65685424949238,3.0,53.17126607515009,0.9262133402080076,158
