,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
0,0,33,39.73499119263905,1.2253397380717599,41.0,269.8787878787879,-0.28910056172549226,2,55.207731092436944,0.9951997770085395,0.9272756016299812,4.256761889223483,0.33,2000.0,1410.0,0.0,0.0,900.0
2,2,38,50.37187189590084,2.2683553139618393,49.23684210526316,194.5,-1.0562375368815968,4,23.51798319327734,0.9625491853909394,0.8400814195318375,5.518398813226447,0.33,2000.0,1410.0,0.0,0.0,900.0
3,3,30,35.508908970195684,1.585225315818581,60.5,72.43333333333334,-0.22422919595079713,6,39.996806722689065,0.9885071987722371,0.9189038387518503,4.313091151696268,0.33,2000.0,1410.0,0.0,0.0,900.0
6,8,22,32.10103464056917,1.1654551680694023,81.4090909090909,231.54545454545453,0.8966053846237271,14,17.541848739495798,0.9775917034566923,0.7500474322067835,4.146660611956931,0.33,2000.0,1410.0,0.0,0.0,900.0
10,12,18,20.914352305750533,1.3415454424495807,139.5,305.72222222222223,0.12474392172671452,21,54.624999999999844,0.9584487534626038,0.8194444444444462,2.7419864575446984,0.33,2000.0,1410.0,0.0,0.0,900.0
11,13,14,16.89622563966215,1.2726350419307013,151.85714285714286,171.5,-1.2665052932006198,24,48.916733870967775,0.9507579977358481,0.9669621471009637,2.2917391327450045,0.33,2000.0,1410.0,0.0,0.0,900.0
16,18,35,42.81575121387851,1.9478976190032065,174.6,380.0,1.2327702207170261,31,73.38551174315877,0.9016972759385644,0.9670511181622922,3.829676411995133,0.33,2000.0,1410.0,0.0,0.0,900.0
18,20,18,22.612247860210154,1.646492656055846,198.11111111111111,125.5,-1.1612388976656585,34,23.471596638655456,0.872228145868376,0.9115986840189827,3.942874761669299,0.33,2000.0,1410.0,0.0,0.0,900.0
21,23,21,23.928340430285548,2.2103781164983656,215.04761904761904,390.95238095238096,1.5438766429564226,40,39.08840336134451,0.9834475707518827,0.9433452752389939,2.185308037576579,0.33,2000.0,1410.0,0.0,0.0,900.0
22,24,21,30.852647737148445,1.7211043459904443,235.0,193.8095238095238,0.6692332649943965,42,25.272606382978687,0.8347404444516424,0.6368999314540222,3.6361164539190387,0.33,2000.0,1410.0,0.0,0.0,900.0
24,26,41,54.24997925616426,3.2250249307414136,258.1463414634146,238.85365853658536,0.5451162872088983,44,37.001652661064426,0.9845838153498748,0.46088974724278997,4.626100278283646,0.33,2000.0,1410.0,0.0,0.0,900.0
25,27,37,46.72424206566491,1.1634447478644965,265.0,120.8108108108108,-0.4177734237256044,45,50.998151260504216,0.9770704760532675,0.6536048667443763,4.58151547861598,0.33,2000.0,1410.0,0.0,0.0,900.0
27,29,39,45.22821073718142,1.749615961136565,259.8974358974359,63.0,1.474391330398591,49,51.62823529411763,0.9946808978196185,0.9394834910150374,4.445910269784851,0.33,2000.0,1410.0,0.0,0.0,900.0
37,41,39,45.02172952685058,1.6167529604045845,420.0,359.15384615384613,0.011958173578183984,72,10.259159663865562,0.9119947482266465,0.4917221209307743,3.744910089063053,0.33,2000.0,1410.0,0.0,0.0,900.0
39,43,10,11.506339929722392,1.0218323843351789,424.9,80.5,1.5158712673713313,77,35.04117647058823,0.8203067932797663,0.8260371510073896,1.848009925531453,0.33,2000.0,1410.0,0.0,0.0,900.0
41,45,23,31.017976314906,1.8737273581336436,444.1304347826087,496.39130434782606,0.5914830453789802,81,34.28739495798319,0.9234945962537924,0.5000351558886611,3.848415858624038,0.33,2000.0,1410.0,0.0,0.0,900.0
42,46,29,35.26204917244659,1.6845150325237388,450.0,287.62068965517244,0.3208825582866473,83,21.051764705882366,0.9148697140515858,0.8695116043510811,3.597306983136127,0.33,2000.0,1410.0,0.0,0.0,900.0
