,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
0,0,19,21.908902300206645,0.0,29.0,243.0,1.5707963267948966,3,38.67865546218488,0.9874544192133531,0.9743938293296199,2.16941262104779,0.33,2000.0,1410.0,0.0,0.0,600.0
4,5,41,48.01445485522187,1.7888181421011329,89.0,166.609756097561,0.1693385400186563,11,58.060504201680715,0.9776420077269367,0.9423979344578112,5.445683527262975,0.33,2000.0,1410.0,0.0,0.0,600.0
5,6,22,31.639965272733747,2.635461134496621,82.45454545454545,465.8636363636364,0.6578762160951915,14,46.37575987841942,0.989564003641638,0.9874498852485508,2.2674764193163894,0.33,2000.0,1410.0,0.0,0.0,600.0
7,8,35,43.14485064661984,2.0270178727327117,98.97142857142858,281.0,-1.2116267528477416,18,95.95831932773112,0.9320725221057372,0.9509597738013933,4.065033369727574,0.33,2000.0,1410.0,0.0,0.0,600.0
9,10,25,29.148228069049114,1.2572988645096672,133.0,33.8,0.14464411384392248,25,29.17714285714287,0.8121201487656179,0.7330888063608996,3.319029027160184,0.33,2000.0,1410.0,0.0,0.0,600.0
14,15,17,24.68107409930541,1.6153288169746007,173.88235294117646,314.47058823529414,0.7407045305022336,38,19.7220168067227,0.948317820960443,0.8985839233652642,2.7008146858241195,0.33,2000.0,1410.0,0.0,0.0,600.0
15,16,28,37.230603989408806,2.172294012718885,223.5,248.46428571428572,-0.5208930329148997,42,33.90084033613444,0.948321646953892,0.07219197414821943,3.9798729608742733,0.33,2000.0,1410.0,0.0,0.0,600.0
17,18,23,32.596960741799506,2.234284143495734,230.47826086956522,166.30434782608697,-0.869707430822366,46,21.0363025210084,0.8524064738829479,0.9353633811730434,3.4675231333206518,0.33,2000.0,1410.0,0.0,0.0,600.0
19,20,26,29.850357844641355,1.695080030609815,266.38461538461536,85.53846153846153,1.4896414431274647,53,58.1,0.9926364824027765,0.9737947382478632,2.0323345188327777,0.33,2000.0,1410.0,0.0,0.0,600.0
20,21,22,27.71707005704511,1.1903444941851873,281.5,448.6818181818182,0.41425768971508176,55,49.42100840336135,0.9800483095703452,0.9193300108595726,2.255145221634963,0.33,2000.0,1410.0,0.0,0.0,600.0
24,26,13,16.195389031087295,1.2135434649013495,327.0,383.7692307692308,-0.3932124285409384,63,20.32117647058822,0.9111278171492603,0.9115370614765561,2.1615226233896103,0.33,2000.0,1410.0,0.0,0.0,600.0
27,29,41,52.70538072915565,2.0681600465657626,334.3414634146341,100.0,1.1147907649609412,66,59.91983193277308,0.9788650955387022,0.9421296792359433,5.108220313635026,0.33,2000.0,1410.0,0.0,0.0,600.0
28,30,28,32.13762961718435,7.013784338853055,330.67857142857144,284.85714285714283,-1.0664132424149178,67,79.00095846645368,0.8937244358837266,0.9576222167133859,1.9210163121696022,0.33,2000.0,1410.0,0.0,0.0,600.0
31,33,19,22.61820848373298,1.1797093872929116,361.2105263157895,328.0,-1.319348079834196,78,38.520168067226884,0.9201752042837337,0.9243875652437825,2.087767436453951,0.33,2000.0,1410.0,0.0,0.0,600.0
36,38,27,38.09182203864397,1.447075174589673,441.0,460.81481481481484,-0.6135428013443196,91,41.84067226890755,0.9918023865281991,0.8959989387145261,3.336863339233292,0.33,2000.0,1410.0,0.0,0.0,600.0
37,39,49,57.60821801670504,1.3126453625166647,440.0612244897959,353.0,1.3804733749270586,93,64.47344537815124,0.9957463026014746,0.9791657021022451,6.277833123080647,0.33,2000.0,1410.0,0.0,0.0,600.0
39,41,12,18.54093174290911,1.3785923151722521,445.75,129.5,-0.8376580066601309,96,36.384347507331405,0.9182037099525158,0.9100131809250278,1.7800870376960702,0.33,2000.0,1410.0,0.0,0.0,600.0
40,42,29,41.81972840777882,2.5656135668740636,469.9655172413793,22.620689655172413,-0.8642349854600686,99,72.88140236782063,0.963234838465969,0.9864983501454335,2.6975381895140593,0.33,2000.0,1410.0,0.0,0.0,600.0
42,44,16,21.47294648312025,1.1619248396749968,481.5,315.1875,0.5389200805442808,106,21.859663865546192,0.8916698679837797,0.35005520852656336,2.6894699584998314,0.33,2000.0,1410.0,0.0,0.0,600.0
43,45,11,15.136035537769217,1.2296334605569446,503.09090909090907,266.1818181818182,-0.6452906335497244,108,37.882352941176485,0.96484375,0.8058205530733022,1.9240498212591237,0.33,2000.0,1410.0,0.0,0.0,600.0
