,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
1,1,26,33.87286764133276,2.0210044667262506,49.76923076923077,97.5,1.0869875171349614,7,161.35249042145594,0.9857385890965146,0.9690376770993084,2.61171692366761
2,2,38,51.482753416882716,1.3673298508990273,55.28947368421053,35.5,1.0195811822640313,8,160.90675675675686,0.9945260287762706,0.9659257591467831,3.515550252583738
3,3,34,39.521286451864775,4.4634726917420275,62.1764705882353,377.5,-1.4512513519423695,10,193.56295821114358,0.9802126640583882,0.9937397705229288,1.8111009848663726
4,4,35,46.59622270992059,1.2873753492782432,89.71428571428571,29.0,-1.0488915374511247,13,145.47499999999962,0.8047722455696323,0.9484047561032265,4.98638978925014
5,5,88,82.9081267202656,8.636887721946177,125.125,489.79545454545456,-0.24488274492656817,16,217.06445413410117,0.9936219017880752,0.9434342193540383,2.4782641178412246
6,6,59,66.25023472615732,8.39469425833088,123.44067796610169,464.2881355932203,-0.1479914378115026,17,165.41609260975554,0.9591380813661718,0.9764962530375941,1.9935716786234352
9,9,26,32.233054712717106,1.9309087857940448,205.5,466.34615384615387,0.37512245015126605,23,119.41521367521374,0.9701011121255568,0.8555383853875383,2.7118996151721353
10,10,13,18.456467477143285,1.0648737925906158,232.84615384615384,53.0,0.9445097794799625,30,10.38850678733029,0.95474547031782,0.5776478282140899,3.243262888971703
11,11,58,68.29322003867962,6.151317962997997,247.1551724137931,252.5344827586207,1.0762051816532128,32,134.43139943399888,0.975833886886743,0.9759148776709392,1.9063080222642164
12,12,27,31.48452424910774,2.337835226889902,247.0,52.0,1.4257012779044635,36,208.47132352941176,0.9924562762949269,0.9697375463216396,1.255360306764684
13,13,63,85.31432585009574,2.470984506480209,376.0,390.3015873015873,-0.5501582868483287,43,154.73484162895923,0.9914577429739101,0.9773413052340096,2.613262314172353
14,14,25,36.11813418944799,1.087558123977006,360.0,302.56,0.6461512051303512,45,132.33070175438598,0.9939052517799604,0.9806609236913241,2.8322511305180633
15,15,77,88.9316076567175,2.5427346726068327,383.09090909090907,232.0,1.5460690066552214,47,194.78814479638007,0.9961007010264298,0.991750514871817,3.897828745727569
16,16,11,14.474552640455899,0.9998612668195551,391.54545454545456,17.0,1.061807291291761,48,128.06818181818213,0.9916734693877551,0.8966844620785686,2.316377416350012
17,17,18,21.11731983574173,1.5184586050452078,399.8888888888889,497.5,-1.3841604966271415,53,110.58157894736843,0.9952192911632732,0.96983337812416,2.311929826338806
18,18,28,34.525046875388085,1.5974199501551039,468.5,384.14285714285717,0.36047706967247567,54,103.78354670459936,0.9868240884809213,0.9731015719835496,2.146685352351098
