,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
0,0,42,57.20650728630578,2.0035377604693094,55.5,196.71428571428572,-0.5598851100586679,1,137.04669683257916,0.9939098369131063,0.9965178461869705,1.8874144575947003
2,2,18,20.960259205541956,1.6853407793875328,56.5,460.94444444444446,0.14137210616055348,5,172.94230769230774,0.991947985688215,0.9788839323289286,1.954976877888715
3,3,11,14.001333660788486,1.1188886976006056,98.0,456.8181818181818,-0.4446350386702188,7,92.57499999999997,0.9918084436042848,0.8760330578512396,2.3694816910862304
5,5,45,53.73567787713834,2.2343855173134273,231.0,400.8,0.2588448012920084,18,135.62624113475178,0.9765165589224276,0.9901100996636193,1.8827981130372162
6,6,19,22.855841106028667,1.4824928174189702,296.0,83.94736842105263,0.28948776524151654,30,38.61814479638009,0.9111537744928184,0.941014601894571,1.5969046559854743
9,9,18,20.753055406868874,1.7852827477201192,351.5,438.27777777777777,0.007277674551204243,39,146.4545454545455,0.9903229696827482,0.987994864161269,1.1372870378498994
10,10,73,89.02648583944811,2.634407237977061,359.64383561643837,75.0,-1.242817391439538,41,146.05104072398186,0.9904475832888007,0.9703711642888784,5.18572498156471
11,11,14,15.926828868040829,3.620998814170328,444.0,441.57142857142856,-0.5629842981722974,46,95.16249999999982,0.800546423149356,0.21682099243431097,2.260173018045353
12,12,13,15.664885757546859,1.378874552454996,485.0,106.07692307692308,-0.3009033654922651,49,111.04264705882355,0.9458131214169785,0.8420856938213459,2.107290463159332
13,13,9,13.138508406153049,0.900941522451822,495.0,71.77777777777777,-0.6682070161253821,50,65.83749999999996,0.9036568079683199,0.8649642191941965,1.9734399877828661
