,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,98,66.67695480930581,21.05350136592775,39.826530612244895,420.3979591836735,0.13958565970982,1,112.36125940067508,0.8295558477709567,0.3933354151868178,6.111983411190884,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
2,2,15,17.281975195754296,0.0,38.0,38.0,0.0,6,12.246050420168082,0.945908341623304,0.7048850939186861,2.631547802003186,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
4,4,20,30.074244319905244,1.1746610518133396,61.25,330.15,-0.7609387572555117,9,30.673109243697482,0.9671678322094809,0.9515980759496248,2.702975327768664,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
7,7,43,51.85880836728354,1.9548342881715395,101.83720930232558,298.0,1.2769156723318216,15,114.43636018237098,0.9896695554830699,0.9554025670378459,1.958768814620498,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
9,9,49,70.88203071808114,3.6219901287821905,115.9795918367347,444.2857142857143,-0.8692295691065728,18,90.35714285714288,0.978202166261546,0.9389113240581901,4.690902929409645,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
10,10,38,56.364611647160146,1.6016179018729015,122.60526315789474,53.78947368421053,0.6977550222747518,19,88.44369747899162,0.9814791294806592,0.9672549773608754,3.5941426599004096,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
12,12,39,29.166103232011125,8.991768470923098,131.43589743589743,111.64102564102564,1.5033881926967223,21,18.442521008403354,0.9701696316313351,0.6048446226037174,4.608195683443769,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
15,15,10,11.506339929722392,1.0218323843351789,157.5,296.9,-0.054925059423565285,25,21.526244742299767,0.9127171132383131,0.9547862366631689,1.459562180466157,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
18,18,90,74.09699821813784,15.39053070261681,229.13333333333333,259.68888888888887,0.4614749304957574,29,111.6791829064589,0.830959913472638,0.8897541137697806,4.695626709566002,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
19,19,31,45.83279547253474,0.9826908125920056,213.0,181.93548387096774,-0.6753549919996692,31,44.85966386554619,0.8538737091475634,0.723731377747951,2.8552326856075654,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
20,20,27,28.920091807668555,3.7561149576911457,226.44444444444446,465.4074074074074,0.10314736511440381,32,150.2318181818182,0.9847531205876052,0.9746646380415203,2.511713348836928,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
22,22,12,14.612395110351391,2.774911054646785,235.5,217.41666666666666,-0.33973113142301364,36,112.21212121212112,0.8796219281663514,0.8904309715120519,1.9922610738854984,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
23,23,58,70.13397391762604,3.745598418918849,282.5,114.1896551724138,-0.30231474374929485,40,146.15602836879447,0.9341662722217795,0.871177966173744,3.701857879972736,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
24,24,19,19.803430625858475,4.761489354831469,271.6842105263158,302.1578947368421,-1.1751286625050066,43,36.416666666666686,0.8940186724120243,0.8687221397786766,2.7752016041770826,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
26,26,62,74.93855404078181,4.4498367966926615,335.1774193548387,121.95161290322581,0.9644360581218966,51,97.00588235294117,0.9883126851576284,0.9677804430546796,5.738385314390634,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
28,28,53,54.397518333599706,8.956923683930459,341.5660377358491,168.20754716981133,0.9577073533347857,54,62.0534412955466,0.9505112706847445,0.8272736910825814,4.623543729523811,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
30,30,24,25.31484036377131,3.076428596982303,340.4166666666667,385.375,1.197997064702412,56,35.054502814258946,0.9343049366062001,0.9482497163624652,2.560480949515432,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
31,31,13,17.893453416957893,0.9800099436812065,399.0,482.0769230769231,-0.5810440312138395,64,65.06578947368419,0.9537237425635479,0.765862800079702,2.1841984838634323,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
33,33,22,25.567487528280644,1.3567503727135402,413.5,431.77272727272725,0.12226793481029435,67,26.89647058823528,0.982858924168755,0.8012702106718275,3.270573476445413,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
34,34,38,46.55733664357561,1.815293663120382,419.86842105263156,112.5,-1.228680458256998,69,58.00252100840339,0.9863077430260112,0.9014193190172619,5.3814390258271905,NCD_YFP_ilid,0.001,0.04,300.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,27.2
