,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,69,76.95202692065946,5.350822319417389,61.69565217391305,346.8695652173913,0.31466643838668956,4,178.02560975609754,0.9899191520967827,0.9860751906150499,4.7220861657554085,NCD_YFP_ilid,0.0003,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,,100.0,4.0,26.6
3,3,74,110.23689478859502,2.493995779950254,135.6891891891892,455.8243243243243,0.860417723779641,14,117.74735729386896,0.9857920136287978,0.9922381423849513,9.778712761537193,NCD_YFP_ilid,0.0003,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,,100.0,4.0,26.6
6,6,20,23.366782269175395,2.365055260443261,131.55,401.35,-0.2314927883289683,21,78.28846153846146,0.9793482077308564,0.9537212070293356,2.577015925984993,NCD_YFP_ilid,0.0003,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,,100.0,4.0,26.6
7,7,35,48.45433569713346,2.448032343246119,142.17142857142858,28.0,0.9849886354190591,22,157.7386363636364,0.9675753740378695,0.9592440313593052,3.1635773920935972,NCD_YFP_ilid,0.0003,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,,100.0,4.0,26.6
8,8,45,52.72669657662966,2.4777850458251387,215.0,47.75555555555555,0.17219119604558206,33,161.82867647058833,0.9549491648958174,0.9848765113027725,3.3032160469386413,NCD_YFP_ilid,0.0003,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,,100.0,4.0,26.6
10,10,12,14.381092734715944,1.035886405157039,254.58333333333334,343.5,-1.2868311301597908,43,57.43418378262732,0.8630812862626196,0.39827449524986847,1.9263274311730576,NCD_YFP_ilid,0.0003,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,,100.0,4.0,26.6
12,12,31,38.25878860300284,4.060770924298276,289.16129032258067,380.51612903225805,-0.7338719589320125,45,117.98774509803916,0.9810852227603718,0.9786176150692628,3.712070444502565,NCD_YFP_ilid,0.0003,0.04,1420.0,0.0,0.0,0.02,Both,100.0,1.0,60.0,,100.0,4.0,26.6
