,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),motor conc,MT dilute,ATP,ADP,P,time (seconds)
13,13,46,54.35488416576415,1.6022987478035235,78.15217391304348,140.5,-1.355721523251642,27,54.75818238406471,0.8982071473841577,0.8917551520435338,5.932335391125439,0.0625,50.0,1410.0,0.0,0.0,1220.0
26,26,53,64.25940346421434,6.251349376103346,215.67924528301887,175.81132075471697,-0.8638286210660538,56,71.72521008403356,0.9166776364063198,0.8063625355080077,6.096227205007209,0.0625,50.0,1410.0,0.0,0.0,1220.0
27,27,42,52.06107608566673,2.356619157728838,209.07142857142858,257.5238095238095,1.1892938722940627,57,48.85857142857139,0.8443556326992643,0.6323099213098609,4.475672687214647,0.0625,50.0,1410.0,0.0,0.0,1220.0
37,37,35,40.3980975948606,1.9579863932413557,320.0,489.6,-0.001965398682400525,81,47.01277310924368,0.9597457023814421,0.906342399065466,4.857907593448267,0.0625,50.0,1410.0,0.0,0.0,1220.0
38,38,67,67.64638346666733,10.217973918770678,330.25373134328356,138.46268656716418,0.6663033922224612,82,11.17142857142857,0.819531854264197,0.2775491026830008,8.824973603067198,0.0625,50.0,1410.0,0.0,0.0,1220.0
44,44,30,34.18718735039522,6.997189829740328,365.76666666666665,331.73333333333335,0.8533572182272428,94,33.023804226918806,0.8916954089242946,0.5399390305804286,2.7018773290310207,0.0625,50.0,1410.0,0.0,0.0,1220.0
47,47,8,9.16515138991168,0.0,388.0,327.5,1.5707963267948966,98,144.9,0.9876543209876544,0.764705882352941,1.5004660127113565,0.0625,50.0,1410.0,0.0,0.0,1220.0
50,50,33,40.21450856614707,1.4789321070364259,417.0,214.0,-0.32691429538865097,103,49.365853658536594,0.9390636011275546,0.8637816207760178,3.023666950969429,0.0625,50.0,1410.0,0.0,0.0,1220.0
59,59,9,10.351120042839074,1.0493938435983394,486.0,474.1111111111111,0.06726050145809721,119,19.23636363636363,0.9321439823566477,0.6666666666666659,1.7597305861753683,0.0625,50.0,1410.0,0.0,0.0,1220.0
61,61,9,12.157929737720387,1.2321030094872822,496.0,355.0,0.5590089274856803,121,26.833333333333336,0.9515570934256056,0.6666666666666667,1.9754092508433712,0.0625,50.0,1410.0,0.0,0.0,1220.0
62,62,11,13.762146822010703,1.0082350866323715,500.0,465.90909090909093,-0.40610202742257645,122,47.5502450980392,0.9471255660198689,0.9108838568298026,1.910077547582888,0.0625,50.0,1410.0,0.0,0.0,1220.0
