,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
0,0,52,65.23498454846926,1.6588612198666874,37.51923076923077,329.71153846153845,-0.40718203492535016,2,24.11891938170614,0.9541814284700093,0.944518930375676,8.870877273961064
7,7,29,39.494509772042704,1.394097419953386,97.10344827586206,324.0,1.010618897673377,10,25.945546218487404,0.975644106369891,0.8170217992369568,4.582751983114071
8,8,47,50.45919341712348,9.215453087614694,131.06382978723406,88.04255319148936,-0.9341359217587007,12,27.804873949579854,0.9105315966221312,0.774116568758419,4.915578726426332
9,9,32,39.592980579386115,2.3859513491171707,159.40625,193.8125,0.4078710297490249,14,54.49016364440512,0.8629129957974109,0.7252376240841119,4.0836397182854975
10,10,40,50.900907002555165,1.5125033280064786,169.5,467.975,0.43459488325462725,15,43.56084033613446,0.9424360719787228,0.9212346709362215,6.100597140957541
11,11,42,53.98454182577249,3.3793210493891697,181.52380952380952,282.23809523809524,0.46292771208363837,18,46.336302521008385,0.9963697498295772,0.9284246309504527,6.4086850899390795
14,14,57,66.66755379019035,1.8566423501688785,213.7719298245614,211.0,-1.4099606734434562,23,27.212720163421448,0.9432823316969281,0.6155238802609839,8.004535554697513
18,18,54,62.71968206281253,1.4562859038709957,310.5,400.8703703703704,0.1096621963247631,34,64.0541585821205,0.978800415539327,0.1824768272764472,6.234003602567407
19,19,11,15.256379738526968,0.8738068613192719,317.0,436.3636363636364,-0.5944040778390783,39,42.262500000000024,0.8108576764038952,0.8760330578512399,1.8847084400147294
20,20,21,22.312683313279138,4.317757470547237,326.6666666666667,413.1904761904762,0.199771696551903,42,40.9052100840336,0.9883375702691521,0.9720920227736045,1.8234128019884426
22,22,16,20.113719477046402,1.8542623327577459,359.5,348.5,0.5010775328561895,48,23.779753437648196,0.9521653883116181,0.8852871269244409,2.4949576360854606
23,23,25,28.852630671834742,1.4441964252486938,398.2,26.0,1.5468947964207345,52,16.614117647058794,0.9468004965569925,0.8101252858068173,4.4796618745942425
25,25,34,39.24342807496447,1.3548822333571124,432.5,318.0,0.0055068906757950635,56,25.552033613445374,0.8570940469571405,0.5021482589342782,4.159204862828537
27,27,40,50.6726724534787,1.3675768433477047,447.5,339.475,-0.4247424818061386,60,37.03579831932772,0.9779829876523114,0.9392379806897517,6.225956571608734
29,29,42,58.331255656979174,5.048942895744384,463.7142857142857,109.0,0.894639995512689,62,31.46941176470589,0.9850920729367596,0.8680379396741578,6.2303620590681605
30,30,40,49.14603081368349,1.8378398353700018,459.925,454.5,-1.2209653952296542,63,61.183865546218456,0.8528716492284475,0.878734310414788,4.185977106491459
