,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
4,4,40,35.59622357898257,9.723109940501844,64.85,81.025,0.0753864251054874,13,31.45008403361345,0.9272786063663058,0.8406085717158667,4.506521170410862
6,7,15,22.65368592825124,1.042146544257216,70.8,347.1333333333333,-0.8159665875255795,20,15.183865546218486,0.9189323297978688,0.8434247278120319,2.352670090294785
7,8,36,41.667409389155,1.7846622895988733,105.5,342.3888888888889,-0.07413217090577315,26,38.91058823529412,0.8882082013923681,0.8714870674133522,4.494917115424318
8,9,17,23.014398861856318,1.3914240706347187,95.6470588235294,177.94117647058823,0.9880231346930625,27,35.26151260504203,0.956043154162381,0.9399226300504783,2.1702094987837133
10,11,26,31.928915754196005,3.080760348288103,114.5,289.3076923076923,-0.3510823644776976,33,50.19411764705881,0.856789183455511,0.8595191682910983,3.2178957933473065
12,13,12,13.894896502777197,1.0742780828687815,108.33333333333333,356.5,-1.458698757142497,35,22.066239316239315,0.8655148866655753,0.740329311107645,1.9282994585146418
14,15,32,37.14847115337568,2.2340749689334913,113.5,121.5,-1.462684538176314,37,30.023697478991547,0.951609222970768,0.8320891373857033,4.6771978844627835
15,16,40,46.212567006437595,1.0948290622356003,142.5,189.5,-0.04108815585801691,41,47.78974789915965,0.9878841773392804,0.9295396089241277,5.689157422886813
17,18,15,20.560332790856894,1.2335333064427882,141.86666666666667,89.0,-0.9971330413788833,45,9.366218487394965,0.8097221070123657,0.19532838809147957,2.9982832276242934
18,19,18,26.00192509096249,2.0604782397106054,145.88888888888889,450.72222222222223,0.8104360895699676,46,16.123193277310925,0.9312447301270357,0.7078917162106947,3.202247803837605
19,20,28,33.11725959268848,1.868693401729367,147.64285714285714,291.5,1.349325084068462,48,47.27949579831932,0.9933607652343547,0.9567138727155396,2.972934341969197
20,21,16,18.889698054013436,1.0567910996034038,158.5625,17.5,1.3515857869026104,50,42.281344537815116,0.9784805469990415,0.9631854499796858,2.1933891155987677
21,22,17,22.748967603779903,1.208408667994976,187.05882352941177,38.1764705882353,0.5644661955838601,54,14.85529411764706,0.9305377221707958,0.7515150664045793,3.334501444105615
22,23,24,32.657458202675464,1.2093990088995594,191.5,253.45833333333334,-0.5593014585594839,55,30.982352941176455,0.9883053336130128,0.7695280281233059,4.049345906477755
24,25,30,37.74600694246564,1.2161249521884872,231.5,465.1,-0.40995189497053963,65,47.37613445378148,0.9929214613911064,0.9297623573574412,4.381824145409791
26,27,46,36.923596832923,8.67244624958233,238.15217391304347,386.1521739130435,-1.2813487606956113,69,108.67877759349967,0.877250969272341,0.9527786952680142,2.804286138680119
27,28,21,30.72788625128135,2.0284148603712033,241.33333333333334,318.0,0.9062494455204574,70,30.599663865546194,0.9697145954707347,0.8320606750061734,2.729428995828836
35,36,19,28.607009988236186,1.0678785392104595,315.2105263157895,251.0,0.8717886093281769,87,43.033023735810055,0.9374736015662655,0.981245275888133,3.1698734826495234
38,39,30,40.664092009190355,1.5305986342645588,401.46666666666664,161.56666666666666,-0.5626509182728047,96,22.358319327731074,0.8988500733649748,0.8309181827901103,5.0239160497904205
39,40,19,22.0937220592158,1.5825816515095226,397.0,82.57894736842105,0.12977208932094472,97,16.72235294117645,0.8738597207821448,0.6250620843265502,3.4844027998781724
40,41,34,49.41339142628274,1.4570436255204033,405.11764705882354,419.20588235294116,0.7396200566161466,98,45.84537815126049,0.9653146461386212,0.9294019262809672,5.374345306917664
41,42,39,50.18859254291492,3.300526584376806,401.79487179487177,218.0,-1.1118363740627037,99,38.53563025210083,0.9860514933036318,0.8327834057408005,4.883180054864449
45,46,24,27.777873148100785,2.392299458963009,458.5,248.0,-0.08042781497396997,104,40.13210084033612,0.9448113094990028,0.949634133986627,2.1559185286349227
