,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
0,0,19,24.18525626191839,1.3413207365095448,13.526315789473685,106.0,1.132728375086256,1,45.76806722689075,0.9886745286249087,0.9845598605503912,1.7262267689950774
1,1,81,78.54998040068085,10.458835626923593,45.27160493827161,300.4320987654321,-0.2772153300127161,2,152.8261352156182,0.8028907270497617,0.07215843585105897,8.669572782897976
2,2,27,42.940148368714524,0.9286823675102251,22.962962962962962,348.0,0.7672332245048217,3,26.84235294117646,0.9755056581685744,0.7639465918363576,4.849879066581357
3,3,32,35.07969624476677,2.8873493683473863,21.03125,156.6875,1.283485759087013,4,53.13193277310927,0.902521267365189,0.8420138860510888,3.834450552623876
4,4,16,19.640491413684877,1.0902279711007752,34.9375,58.5,-1.2186514567943663,6,42.95454545454543,0.8912482853223592,0.8057349661238057,2.4448707424049814
9,9,51,60.63823102063615,2.137151061282267,100.01960784313725,388.0,1.3291346704891744,23,41.666722689075584,0.9662962520858966,0.956569422174739,6.084850074786326
12,12,17,21.3651294775038,1.0265153476588365,137.0,68.41176470588235,0.41032466907767107,30,48.12091212458288,0.972288339003487,0.837328962047219,2.3895344013859874
14,14,12,16.716746401005032,1.4889783178918268,142.75,238.5,0.8693561712352121,33,56.07585139318888,0.9685267489711934,0.9158016147635525,2.065561032026502
15,15,12,17.472298051430165,1.1288739334156284,148.5,132.41666666666666,-0.6611359467898393,34,37.38286464602253,0.9863809505197114,0.9720404521118382,1.516063188163199
18,18,20,23.868602927442623,2.507946229901574,166.5,28.5,1.3091098620393622,39,37.82436974789913,0.9491954069207428,0.8969707695870536,2.943465482459644
19,19,54,83.96638460838139,1.11365171040056,192.74074074074073,69.20370370370371,-0.8115207917447996,41,29.439999999999948,0.9913258272058824,0.9800904615318937,8.061626489517767
20,20,39,46.55224475355868,2.1143231654978147,226.0,219.3846153846154,0.2576780161331523,53,41.26857142857139,0.9833885398047408,0.9217176209989011,4.882327340571538
21,21,35,41.63334930644583,1.470159305860871,229.0,72.4,-0.2443666531184248,54,74.8485714285714,0.9854472953018067,0.9584335114312209,3.7264068172287144
24,24,20,23.067748864214355,1.7997117373450024,261.5,154.7,0.015128553529017867,63,34.53092436974789,0.922497229239516,0.893957873605003,1.9752199847279501
25,25,7,10.192463414764232,0.7768432641530812,257.57142857142856,230.0,-0.9002193845400156,64,4.770084033613443,0.8599801938064928,0.6460905349794235,2.3188875735322254
26,26,22,28.820401530804286,1.346925264938468,280.5,359.6363636363636,-0.49441140571076136,68,26.877142857142868,0.925482202015137,0.7891444299053354,2.6777143002683923
30,30,18,21.29262620294873,1.407868627699076,303.5,117.88888888888889,0.22622172950360245,78,58.740196078431396,0.9893229099509654,0.9596143731493463,1.6286493621979141
31,31,40,46.21609219486362,2.1869664459852776,351.5,74.425,-0.042940521971099974,85,60.03193277310922,0.928950708783324,0.8981144533232147,5.133356902957771
32,32,70,70.59985991773023,7.742552972737449,384.4142857142857,240.05714285714285,1.373389519951867,91,66.39196880388513,0.9506713726356496,0.7784328033948763,6.487565734293803
34,34,27,36.50038649263442,1.2223243013370768,455.0,475.51851851851853,0.54834493328533,101,38.09109243697479,0.981712050122987,0.8958313816960066,3.7099979990674883
36,36,24,27.853597889759694,1.4660514376366334,475.5,193.29166666666666,-0.10900345676553624,107,32.988571428571426,0.8923247716889647,0.9241606649064975,3.7377776274450123
38,38,11,14.646209396757108,1.0127884226176809,480.0,83.27272727272727,0.5297432805253887,109,26.001069518716573,0.939676831216676,0.7516291218113086,2.1373046707842147
39,39,12,13.93051535728247,1.2232323720670493,489.5,19.833333333333332,-0.1331260245754627,112,47.27323376007584,0.9150959925378886,0.9199677848326498,1.8590362388021282
