,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um)
0,0,42,46.352471924660684,4.951630161686523,15.119047619047619,316.3809523809524,1.0677116011403502,1,84.65159663865542,0.956027710134643,0.9758282280024817,0.8923575473647848
1,1,29,27.228950730206872,6.608227102450058,20.17241379310345,56.62068965517241,-0.5340470368311911,3,47.83262032085564,0.9106747337616017,0.9682785190221239,4.0563774272794975
4,4,26,41.461312596504634,0.9299909777588194,35.5,421.4230769230769,-0.7620816545009281,8,47.10153256704988,0.9048497454848392,0.9624854563092654,4.785767664764807
6,7,15,17.285992316034317,1.9238337549459161,60.4,442.0,1.5491022802169696,16,70.91666666666664,0.956902848794741,0.24999999999999056,2.3611630050949457
7,8,22,29.808671549029707,1.8376574162741743,75.5909090909091,228.63636363636363,0.587956639348063,17,24.511428571428556,0.9409198319122372,0.9256045527898678,1.8858418565540314
8,9,17,14.712975870464339,4.670340250919151,78.41176470588235,170.23529411764707,-0.09557421502640191,21,26.18694331983806,0.9068929015313243,0.8420689623335499,1.7325464792133654
9,10,41,50.77792263644183,2.8361905178889106,101.0,37.390243902439025,0.3713155311675878,23,27.971092436974757,0.8377387065043307,0.2940618849071125,5.918773963123242
10,11,37,44.05340428687331,1.77852918512664,100.0,267.5405405405405,0.24795568227451562,24,41.04436974789916,0.9268565968414731,0.8149127674875241,4.615598665226282
11,12,30,34.736050483122916,1.8625302832863988,89.76666666666667,77.5,1.4895386247466065,25,43.36756302521011,0.9402949618761502,0.8253448511926382,4.009669592297481
12,13,23,35.747233099495546,1.580593145193501,110.21739130434783,479.8695652173913,0.7823151497735056,27,21.19865546218488,0.9304098495404176,0.7308807291789077,3.826602083980024
13,14,9,10.327955589886445,0.0,101.0,248.0,1.5707963267948966,28,38.569230769230806,0.9386415284908679,0.8264299802761341,1.7841354220468228
15,16,17,20.584377599047,1.1190428907508279,111.70588235294117,14.0,-1.2591634076395477,34,158.1250000000001,0.9077685950413225,0.790178150626826,2.965286364345397
16,17,44,56.08473791055975,6.624998358934816,128.4090909090909,129.63636363636363,-0.7542825017291315,35,75.50563383254706,0.8142722178640769,0.8722133773969003,6.735682756597875
17,18,23,27.301252383196736,1.2849397280946138,136.0,268.9130434782609,0.23806233992750062,39,48.82145748987854,0.9021677323213328,0.8985908996514133,2.294190756996037
18,19,20,24.01312879008654,1.8356594756971722,140.0,143.5,1.2880203937752726,41,20.17428571428571,0.9057340599026483,0.5728792951786748,3.0996666197360665
21,22,32,40.45925302757032,1.7281042940290758,170.5,353.5625,-0.4210462074975039,46,67.17718020541548,0.9603043232266931,0.9345963880114718,3.6350390201385476
23,24,20,24.55491547553553,1.2231622906652966,169.5,369.85,0.35058366539835695,48,10.181848739495784,0.9434352134836254,0.42395685369318237,2.609105983094635
24,25,21,27.582245695591233,1.1585211986108526,186.0,310.2857142857143,0.49930746811863463,50,27.8435294117647,0.883049485239049,0.7491804404949469,3.157648594527679
31,32,17,21.62660400309253,1.4115315932528179,235.76470588235293,55.0,1.1329803912850298,68,14.379831932773113,0.884228812579489,0.7352940858023036,3.2918801307523164
34,35,17,22.456329070933393,1.086467986474225,252.0,331.2352941176471,0.5109043675686314,73,22.006554621848743,0.9610069024770529,0.9320730938878388,2.8849488329748074
35,36,14,16.227560503909658,2.288604086201876,265.5,348.5,0.11389726654413697,77,75.17999999999999,0.9606415738168804,0.9614580144883176,2.1801116472926867
38,39,15,17.351386835677847,1.6906400467143763,281.0,436.73333333333335,-0.08990542156796645,80,70.39210526315784,0.9880715882147232,0.940492084684341,2.1307155468494887
42,43,14,16.14017285895363,1.2058207812797135,312.14285714285717,130.5,-1.5266218403257212,88,23.22806722689075,0.989527219682486,0.8845903392862713,2.12622737826281
46,47,15,18.811837144863862,1.3981356282994544,347.6,392.0,1.163521615407551,96,24.75495798319327,0.9739434207461686,0.9521507841016595,3.043908613431233
47,48,35,41.95206060524881,1.5156727993717745,366.0,165.97142857142856,0.27321862201788133,97,43.506722689075616,0.9802845746428706,0.8493386844811746,5.696228433688786
48,49,17,20.784164524094518,1.0868002544885456,374.0,200.52941176470588,0.3402606123336072,98,37.27499999999998,0.8280911341811954,0.9294386643629808,2.8737149897796517
49,50,19,26.258081256192447,1.2535312075682166,374.94736842105266,500.2631578947368,-0.6070383750398542,100,33.34033613445378,0.9840934257508926,0.8897106251830433,2.5197283927790606
51,52,23,27.916779062564157,2.1360499834750737,382.69565217391306,321.0,-1.253660089068615,102,39.23142857142857,0.9588450347774607,0.9584309619885485,3.1197341895089004
52,53,26,36.973868582183165,2.3605286106900523,408.88461538461536,268.34615384615387,-0.7140193964965745,103,34.16756302521008,0.9517013642280332,0.958672146025394,3.695854530694104
53,54,16,21.010207137087658,1.6034949506221758,402.0,448.5,1.069287064172566,104,28.819908814589663,0.9407604169999447,0.8891353628666258,2.5862133929875726
54,55,8,10.159970172173873,0.8803443079484365,449.5,291.5,-1.1227686345092247,111,19.533088235294098,0.8393021120293842,0.4285714285714296,1.8858965130661418
55,56,13,17.330736368670944,1.043725970681367,455.0769230769231,219.0,-1.0412826985143755,113,36.98648648648643,0.9361986280580341,0.9091293775142321,2.155297499360915
56,57,14,21.274192186680086,0.8924695547977007,484.64285714285717,115.5,-0.8593874872675777,117,18.635798319327733,0.8857632167501985,0.8904764679602976,3.51927274874771
