,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,10,13.233267584029791,1.4699078370654282,10.6,64.4,0.9650000424776193,1,65.8636363636362,0.8755555555555551,0.9362880886426589,1.8366551384261773,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
3,3,32,37.25691395568018,1.8329927711377474,48.5,113.3125,0.13224918321490162,6,83.75865546218488,0.9697178346060401,0.9665036999400721,2.7193265736151067,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
4,4,39,45.25136083416188,2.352012466661473,72.02564102564102,476.8205128205128,1.1723020608288812,12,74.81764705882351,0.8314372696683223,0.9029206841743226,5.075200364107969,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
5,5,37,35.80858258622069,6.795428286594204,92.5945945945946,405.43243243243245,-1.392276391159327,16,37.15949579831933,0.9102825589792353,0.8490913676413623,4.730305610703163,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
6,6,20,23.878427917649155,1.9648613644818298,119.5,435.15,0.26265686897924645,18,90.65538461538458,0.987656394637045,0.9764472804712218,1.9710468078249619,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
9,9,36,43.22916255191698,5.301292539636258,153.52777777777777,446.02777777777777,-0.2965851956101215,24,74.7673949579832,0.9786673952309228,0.9883706410715326,2.7322226404549,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
10,10,45,69.00857472455695,2.757225688547303,162.82222222222222,99.11111111111111,0.8305478634993596,27,73.0742857142857,0.9926365932222483,0.9635200231984921,5.416798188626731,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
12,12,34,40.78786542876822,3.5863832047534743,183.52941176470588,369.2352941176471,-0.29410827055587024,32,91.85915626258557,0.9672303554564956,0.9727726173882159,2.519069013358081,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
13,13,52,61.538884019122,1.751098340193276,202.5,323.5576923076923,-0.22174685641745198,33,85.49042016806716,0.9725462425532406,0.9625856339664111,4.998446764842885,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
14,14,28,34.66221588455014,1.277822675165089,206.5,31.357142857142858,0.3707061493043615,35,80.79595588235297,0.9924729505149086,0.9531292795567975,2.564741919758313,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
15,15,20,25.75274479956945,0.8922641359198472,202.5,115.5,-1.1095641579410787,36,11.020672268907568,0.8291351308856659,0.55749622914003,4.282676895218594,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
16,16,36,51.48413417017742,1.3104434671147402,225.5,344.0833333333333,-0.63179874197277,39,75.4670588235294,0.9908625302933552,0.9712366868137952,3.7020378665483866,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
17,17,17,21.984750786140342,1.369264445034816,219.2941176470588,123.0,-1.0993059532005431,41,84.28823529411768,0.9865941800277742,0.973911588841038,2.2169544274153776,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
18,18,33,45.230052347891665,1.4167874059717962,238.78787878787878,269.0,1.0008258094419957,44,78.82359614293814,0.9847206320623778,0.9707975335331785,3.0276986503210797,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
20,20,48,57.19958131727257,2.044534018045399,264.5,423.7916666666667,0.2507134238741775,48,91.17277310924366,0.9785728834406284,0.9356796652784353,4.068851672859914,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
21,21,37,48.7931672995142,2.3113281012494413,262.94594594594594,323.0,1.065420140083345,49,69.90453781512602,0.9890428999501503,0.9371982548532093,3.84711453837105,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
23,23,35,51.02102018650489,1.0396178387800292,277.9142857142857,262.0,-0.9135766354953005,52,56.104537815126065,0.9869689282721121,0.9168735569128081,5.308875194267213,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
26,26,30,36.282729058630736,1.2750663826699504,287.5,292.73333333333335,-0.30394346608641465,57,56.18571428571431,0.9594352007757038,0.8716044509977164,2.997845137692734,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
27,27,51,59.11767975714761,1.2158355824839426,299.47058823529414,84.0,1.480775550905122,62,71.01394957983187,0.980485048605701,0.9454018224374883,5.7314049366510345,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
28,28,8,10.159970172173873,0.8803443079484365,302.5,175.5,1.1227686345092247,63,23.17624521072797,0.9802476542959997,0.9235751801795932,1.54660242642952,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
29,29,48,64.76741755071386,2.237858954530317,356.25,422.7708333333333,-0.5879972486757501,74,94.5783193277311,0.9809745148008101,0.9738622340621299,4.752682877721238,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
30,30,28,37.11856533514459,2.210334103333076,354.5357142857143,163.21428571428572,0.5281620978849274,76,60.87226672833723,0.9918820800599283,0.9660527284667602,2.3823988993514216,NCD_YFP_ilid,0.001,0.04,20.0,300.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
