,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
0,0,34,42.83548601073437,1.7919552511442973,14.323529411764707,90.5,-1.1579319307768583,1,98.29310924369746,0.9685784961583536,0.9691659951589882,,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
1,1,70,84.18412483510062,1.6810052972612377,62.5,368.77142857142854,0.2836812376957049,7,131.07404211357127,0.9516553096259956,0.5045377719748955,4.653488258261287,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
2,2,13,16.980551221640475,1.4568523160508389,34.23076923076923,11.846153846153847,0.6266149242001645,8,31.21042016806722,0.944525953851815,0.9333052540974034,2.865183621851036,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
4,4,47,61.05605107631665,2.387382610801878,116.0,46.191489361702125,-0.4767562417477865,15,96.69277310924369,0.9828589921042633,0.9778669880661843,3.7954746790127305,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
5,5,34,43.19139052190091,1.4307471404144692,118.5,79.38235294117646,0.4311768690490214,16,93.39159663865543,0.9804246318692162,0.9529568712524711,3.990791553272582,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
6,6,57,80.10005554885377,2.2381040388183213,132.01754385964912,241.96491228070175,0.6094765244775237,17,105.68403361344537,0.9962440245541125,0.9818594192207052,5.445296289226134,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
7,7,33,49.91336444028891,2.1713635725548306,146.3939393939394,25.484848484848484,0.8154790202812228,19,69.37882352941175,0.9908860472983662,0.9519968439210741,4.519139982173402,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
8,8,36,43.953248976129856,1.4909780526387877,158.5,222.08333333333334,-0.3321906605586439,21,101.97032544378695,0.9601804484704972,0.9765191578336881,4.008767288873495,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
9,9,12,16.174888521791683,1.0196312933007923,153.0,64.5,1.021798499127416,22,59.03333333333342,0.9393939393939396,0.4000000000000128,2.5874105379107304,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
11,11,42,52.71599357827942,1.8538391158624703,180.5,339.6666666666667,-0.40370738243095716,25,179.78450000000004,0.9223955320219699,0.749007115680232,3.7034402533463213,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
12,12,44,52.23390155799626,1.2263056512212436,177.63636363636363,162.5,-1.3353590222820282,27,98.1036974789916,0.962873075469472,0.9139307571033864,4.2228115001885,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
14,14,16,18.889698054013436,1.0567910996034038,185.5625,128.5,-1.3515857869026104,30,65.11752136752136,0.9640923697638543,0.9283838122685963,2.5449414218392943,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
17,17,19,22.367279711490202,1.2992989684225633,248.68421052631578,436.0,-1.3676501213039143,42,51.38470588235294,0.9684177337868854,0.9500033706145079,2.9972444492329053,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
18,18,9,13.0325716603367,0.9048439560804867,258.6666666666667,479.0,0.9129893587078576,44,60.86153846153842,0.9695443482963764,0.8880130717735869,2.020054633588473,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
19,19,23,30.117300832169136,1.135101420538189,264.5217391304348,290.0,1.0775656985955153,45,59.034621848739484,0.9814022985604018,0.9803946149991934,3.3183237716424627,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
20,20,16,20.374185443942594,2.7870356107946965,271.5625,103.0625,0.48688596179801874,47,143.66153846153844,0.8698463927782766,0.8589004229142639,2.8781163813071067,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
23,23,35,45.925343696301866,4.463268483994635,302.51428571428573,397.57142857142856,-0.9507335479948175,53,55.05088090204369,0.9596722932860485,0.9783153071554158,3.062606906564429,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
25,25,18,24.36999954420313,2.0195125296750884,368.3888888888889,461.44444444444446,-0.6037197832977391,60,29.835664335664326,0.8460899489735373,0.9436134387970869,2.8926805035955905,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
26,26,57,69.94676407672503,1.361847028094739,420.0,243.31578947368422,0.34580231860144806,64,114.47815126050416,0.9918870276489072,0.9688940107266935,4.561169603817369,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
27,27,30,42.38328638777169,2.136282200177158,454.4,369.5,-0.9550700626252144,69,87.07529411764705,0.9686849260356115,0.9702942304968308,3.1140707246951655,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
28,28,53,66.22876344366789,3.1473970359361485,460.77358490566036,322.0188679245283,1.1727132314534292,70,85.86537815126046,0.9824707751623555,0.9356420906306855,5.7280684017247365,NCD_YFP_ilid,0.001,0.04,40.0,100.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
