,index,area,major_axis_length,minor_axis_length,centroid-0,centroid-1,orientation,label,speed (nm/s),r^2,skele r^2,MT len (um),Motor Type,Motor_Conc_uM,MT_Conc_uM,ATP_Conc_uM,ADP_Conc_uM,P_Conc_uM,Flag_Conc_mg-ml,BSA_Caesin_Both,Acq_Time_s,Time_Interval_s,Cy5_exptime_ms,Cy5_gain,YFP_exptime_ms,YFP_gain,Temperature
1,1,67,77.55329038873397,1.499967758952246,27.83582089552239,225.0,1.4994961776296933,5,136.4319618034324,0.9948919031929362,0.7668841079978912,6.418615105216535,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
6,6,16,19.539836113251287,1.4602413044701767,159.5,277.4375,1.177107838868083,20,15.0287878787879,0.8285082824133543,0.604732311955098,2.3465858167459817,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
7,7,58,63.890103701351904,5.748593358901256,203.56896551724137,40.758620689655174,0.8475724551909741,23,112.87775565610859,0.8392562384346165,0.7356962691934578,5.562362414282854,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
10,10,56,64.68920298653131,1.884652468369741,200.64285714285714,386.5,-1.5372875666795325,26,99.49636306789773,0.9143651602789602,0.6239396718825092,5.676284402188896,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
13,13,57,67.9144528342157,2.029062135869951,265.0,420.49122807017545,0.24983736813203866,33,126.20044593034969,0.9347351644809315,0.6902849368795088,6.314289444660379,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
18,18,58,59.42137465167237,11.528865557608924,245.55172413793105,110.01724137931035,-1.44094486988725,38,104.80795915303986,0.9438184306349526,0.22412363076419073,4.137425006171288,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
19,19,10,11.912323560109323,1.0660897707343293,262.9,87.5,1.3023409554248737,40,49.2757575757576,0.9486324870110774,0.8052039859872545,1.7374218554004461,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
21,21,34,40.357334371638274,1.3225846800310823,306.4117647058824,198.5,1.3351090026015517,45,32.68445701357468,0.9526823098417186,0.1954420563130288,4.312129502126759,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
22,22,45,58.36055027083554,1.416568357842003,351.84444444444443,79.97777777777777,1.0919713245735652,50,94.56018099547515,0.960740636101687,0.9671931716162483,4.255590792802403,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
29,29,35,40.80875861582704,1.5429615806117254,469.0,274.37142857142857,-0.14210157631352954,64,115.18181818181824,0.9810183711468776,0.9901648994007374,3.2273648306882667,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
30,30,39,45.05653374914242,1.1533428718196572,460.56410256410254,75.0,1.5296993729361439,65,68.72733031674206,0.9823475163028187,0.9701633972558442,4.379470891603593,NCD_YFP_ilid,0.001,0.04,40.0,1420.0,0.0,0.02,Both,100.0,1.0,60.0,300.0,100.0,4.0,
